"Status","Year","Sexual_orientation","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Department for Education","70","70","35720","36500"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Department for Transport","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Department for Work and Pensions","810","790","26050","27570"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Department of Health and Social Care","90","80","32240","28590"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","HM Revenue and Customs","110","110","28720","24500"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Ministry of Defence","150","140","30510","26350"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Ministry of Justice","550","520","22900","22850"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","National Crime Agency","80","80","33590","32770"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Other Cabinet Office Agencies","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Attorney General's Departments","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Department for Education","90","80","32710","29360"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","110","110","31100","29180"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Department for Work and Pensions","1300","1280","26410","27570"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Department of Health and Social Care","130","110","33880","31370"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","HM Revenue and Customs","100","90","24910","20140"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Home Office","80","80","27070","24880"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Ministry of Defence","120","120","27550","23540"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Ministry of Justice","400","390","25170","22850"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Department for Work and Pensions","60","60","26260","27570"
"New entrant CS","2021","LGBO","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Department for Work and Pensions","80","80","27800","27570"
"New entrant CS","2021","LGBO","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","London","Cabinet Office","60","60","36500","34550"
"New entrant CS","2021","LGBO","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Department for Business, Energy and Industrial Strategy","70","70","34680","33570"
"New entrant CS","2021","LGBO","London","Department for Digital, Culture, Media and Sport","50","40","[c]","[c]"
"New entrant CS","2021","LGBO","London","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","London","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","London","Department for Work and Pensions","200","200","30380","31060"
"New entrant CS","2021","LGBO","London","Department of Health and Social Care","100","90","35310","32640"
"New entrant CS","2021","LGBO","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","London","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Ministry of Justice","100","100","30320","28470"
"New entrant CS","2021","LGBO","London","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
