"Status","Year","Responsibility_level","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SCS","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","International Trade","70","70","83240","75310"
"In post","2022","SCS","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Legal","300","290","87650","82720"
"In post","2022","SCS","Declared non-disabled","Medicine","170","150","101110","100400"
"In post","2022","SCS","Declared non-disabled","Operational Delivery","580","570","89300","82270"
"In post","2022","SCS","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Other","240","230","97530","88110"
"In post","2022","SCS","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Policy","1470","1410","84840","77650"
"In post","2022","SCS","Declared non-disabled","Project Delivery","290","290","89820","83920"
"In post","2022","SCS","Declared non-disabled","Property","70","70","88430","80190"
"In post","2022","SCS","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Science and Engineering","60","60","93530","89300"
"In post","2022","SCS","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Statistics","40","40","[c]","[c]"
"In post","2022","SCS","Declared non-disabled","Tax","70","70","82160","78810"
"In post","2022","SCS","Declared non-disabled","Unknown","760","740","95960","84740"
"In post","2022","SCS","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Policy","80","80","82340","77000"
"In post","2022","SCS","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Digital, Data and Technology","50","50","95250","90200"
"In post","2022","SCS","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Finance","50","50","87410","81920"
"In post","2022","SCS","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","International Trade","40","30","[c]","[c]"
"In post","2022","SCS","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Legal","50","50","[c]","[c]"
"In post","2022","SCS","Unknown","Medicine","160","140","112850","112850"
"In post","2022","SCS","Unknown","Operational Delivery","200","200","96830","89890"
"In post","2022","SCS","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Other","60","60","92760","88540"
"In post","2022","SCS","Unknown","Policy","230","230","88250","78310"
"In post","2022","SCS","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2022","SCS","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Unknown","360","350","101550","94000"
"In post","2022","SEO/HEO","Declared disabled","Commercial","340","330","37710","37420"
"In post","2022","SEO/HEO","Declared disabled","Communications","160","150","37490","36960"
"In post","2022","SEO/HEO","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Declared disabled","Counter Fraud","170","150","35060","33180"
"In post","2022","SEO/HEO","Declared disabled","Digital, Data and Technology","850","820","37260","36640"
"In post","2022","SEO/HEO","Declared disabled","Economics","50","50","35460","34610"
"In post","2022","SEO/HEO","Declared disabled","Finance","510","490","36860","35980"
"In post","2022","SEO/HEO","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Declared disabled","Human Resources","600","570","36690","35980"
"In post","2022","SEO/HEO","Declared disabled","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Declared disabled","Intelligence Analysis","110","110","37110","36490"
"In post","2022","SEO/HEO","Declared disabled","Internal Audit","60","60","39260","38770"
"In post","2022","SEO/HEO","Declared disabled","International Trade","60","60","36320","35550"
"In post","2022","SEO/HEO","Declared disabled","Knowledge and Information Management","130","130","36680","35720"
"In post","2022","SEO/HEO","Declared disabled","Legal","330","300","39930","40000"
"In post","2022","SEO/HEO","Declared disabled","Medicine","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Declared disabled","Operational Delivery","3770","3560","36710","35120"
"In post","2022","SEO/HEO","Declared disabled","Operational Research","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Declared disabled","Other","660","630","35370","34290"
"In post","2022","SEO/HEO","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Declared disabled","Policy","1460","1420","36730","36340"
"In post","2022","SEO/HEO","Declared disabled","Project Delivery","830","790","36910","36730"
"In post","2022","SEO/HEO","Declared disabled","Property","270","250","36860","34270"
"In post","2022","SEO/HEO","Declared disabled","Psychology","70","70","35830","31180"
"In post","2022","SEO/HEO","Declared disabled","Science and Engineering","500","470","37280","37730"
"In post","2022","SEO/HEO","Declared disabled","Security","180","170","38270","36480"
"In post","2022","SEO/HEO","Declared disabled","Social Research","90","90","36760","37880"
"In post","2022","SEO/HEO","Declared disabled","Statistics","140","140","37010","37610"
"In post","2022","SEO/HEO","Declared disabled","Tax","750","710","36410","33430"
"In post","2022","SEO/HEO","Declared disabled","Unknown","970","950","37560","36130"
"In post","2022","SEO/HEO","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Declared non-disabled","Commercial","2220","2150","37040","36780"
"In post","2022","SEO/HEO","Declared non-disabled","Communications","1390","1350","38050","38000"
"In post","2022","SEO/HEO","Declared non-disabled","Corporate Finance","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Declared non-disabled","Counter Fraud","950","910","35550","34290"
"In post","2022","SEO/HEO","Declared non-disabled","Digital, Data and Technology","6430","6250","37830","37300"
"In post","2022","SEO/HEO","Declared non-disabled","Economics","540","530","35980","34710"
"In post","2022","SEO/HEO","Declared non-disabled","Finance","4060","3920","37600","36650"
"In post","2022","SEO/HEO","Declared non-disabled","Geography","160","150","35560","33290"
"In post","2022","SEO/HEO","Declared non-disabled","Human Resources","2870","2730","36560","35980"
"In post","2022","SEO/HEO","Declared non-disabled","Inspector of Education and Training","300","300","50190","51360"
"In post","2022","SEO/HEO","Declared non-disabled","Intelligence Analysis","900","880","36840","36140"
"In post","2022","SEO/HEO","Declared non-disabled","Internal Audit","360","330","40620","40550"
"In post","2022","SEO/HEO","Declared non-disabled","International Trade","380","370","36230","37930"
"In post","2022","SEO/HEO","Declared non-disabled","Knowledge and Information Management","740","720","36700","36460"
"In post","2022","SEO/HEO","Declared non-disabled","Legal","2550","2390","40140","39320"
"In post","2022","SEO/HEO","Declared non-disabled","Medicine","490","450","40190","39030"
"In post","2022","SEO/HEO","Declared non-disabled","Operational Delivery","26460","25230","36780","35200"
"In post","2022","SEO/HEO","Declared non-disabled","Operational Research","410","390","36990","38070"
"In post","2022","SEO/HEO","Declared non-disabled","Other","4660","4490","35820","35010"
"In post","2022","SEO/HEO","Declared non-disabled","Planning","90","80","39130","39100"
"In post","2022","SEO/HEO","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Declared non-disabled","Policy","9600","9350","37430","37000"
"In post","2022","SEO/HEO","Declared non-disabled","Project Delivery","6020","5790","37230","37610"
"In post","2022","SEO/HEO","Declared non-disabled","Property","2430","2330","37820","36500"
"In post","2022","SEO/HEO","Declared non-disabled","Psychology","680","650","37170","33900"
"In post","2022","SEO/HEO","Declared non-disabled","Science and Engineering","5230","5030","36920","38070"
"In post","2022","SEO/HEO","Declared non-disabled","Security","1320","1290","39270","37590"
"In post","2022","SEO/HEO","Declared non-disabled","Social Research","510","490","36790","37610"
"In post","2022","SEO/HEO","Declared non-disabled","Statistics","810","780","37630","37860"
"In post","2022","SEO/HEO","Declared non-disabled","Tax","5210","4980","36200","33370"
"In post","2022","SEO/HEO","Declared non-disabled","Unknown","6420","6240","38020","37300"
"In post","2022","SEO/HEO","Declared non-disabled","Veterinarian","200","190","40170","37910"
"In post","2022","SEO/HEO","Undeclared","Commercial","200","190","39020","38720"
"In post","2022","SEO/HEO","Undeclared","Communications","90","90","38650","38180"
"In post","2022","SEO/HEO","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Counter Fraud","80","80","34820","34000"
"In post","2022","SEO/HEO","Undeclared","Digital, Data and Technology","580","570","38230","37900"
"In post","2022","SEO/HEO","Undeclared","Economics","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Finance","340","330","38120","37000"
"In post","2022","SEO/HEO","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Human Resources","250","240","37490","37040"
"In post","2022","SEO/HEO","Undeclared","Intelligence Analysis","120","110","37260","37000"
"In post","2022","SEO/HEO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Knowledge and Information Management","60","60","36280","34640"
"In post","2022","SEO/HEO","Undeclared","Legal","230","220","39640","38020"
"In post","2022","SEO/HEO","Undeclared","Medicine","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Operational Delivery","2290","2180","38030","36720"
"In post","2022","SEO/HEO","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Other","400","380","36020","34460"
"In post","2022","SEO/HEO","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Policy","780","760","36620","36360"
"In post","2022","SEO/HEO","Undeclared","Project Delivery","420","400","37920","39450"
"In post","2022","SEO/HEO","Undeclared","Property","250","240","39050","38000"
"In post","2022","SEO/HEO","Undeclared","Psychology","80","80","39640","39670"
"In post","2022","SEO/HEO","Undeclared","Science and Engineering","330","320","38090","38250"
"In post","2022","SEO/HEO","Undeclared","Security","200","190","41970","39720"
"In post","2022","SEO/HEO","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Statistics","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Tax","430","400","36600","33730"
"In post","2022","SEO/HEO","Undeclared","Unknown","340","330","37320","36130"
"In post","2022","SEO/HEO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Commercial","680","650","36610","36820"
"In post","2022","SEO/HEO","Unknown","Communications","510","500","37720","37400"
"In post","2022","SEO/HEO","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
