"Status","Year","Parent_department","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Operational Delivery","110","110","43960","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Policy","40","40","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","No function","Operational Delivery","140","140","53340","51810"
"In post","2022","Office of Rail and Road","No function","Policy","70","70","56290","55000"
"In post","2022","Office of Rail and Road","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","70","70","48900","49860"
"In post","2022","Office of the Secretary of State for Wales","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","No function","Other","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Commercial","Commercial","110","100","32850","26900"
"In post","2022","Scottish Government","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Communications","Communications","40","40","[c]","[c]"
"In post","2022","Scottish Government","Digital, Data & Technology","Digital, Data and Technology","240","240","39460","36360"
"In post","2022","Scottish Government","Finance","Finance","150","140","35880","32380"
"In post","2022","Scottish Government","Human Resources","Human Resources","210","200","35590","35000"
"In post","2022","Scottish Government","Human Resources","Other","40","40","[c]","[c]"
"In post","2022","Scottish Government","Internal Audit","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Legal","Legal","780","740","53550","53490"
"In post","2022","Scottish Government","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","No function","Operational Delivery","7530","7030","30230","30040"
"In post","2022","Scottish Government","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","No function","Other","380","330","33610","32170"
"In post","2022","Scottish Government","No function","Policy","40","40","[c]","[c]"
"In post","2022","Scottish Government","No function","Psychology","70","70","37900","35000"
"In post","2022","Scottish Government","Project Delivery","Project Delivery","30","30","[c]","[c]"
"In post","2022","Scottish Government","Property","Other","250","240","31870","29900"
"In post","2022","Scottish Government","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Unknown","15320","14720","40160","36130"
"In post","2022","The National Archives","Commercial","Commercial","40","40","[c]","[c]"
"In post","2022","The National Archives","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data & Technology","Digital, Data and Technology","120","110","40750","40270"
"In post","2022","The National Archives","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","No function","Knowledge and Information Management","80","70","34320","31040"
"In post","2022","The National Archives","No function","Operational Delivery","170","160","29770","27110"
"In post","2022","The National Archives","No function","Other","90","80","38870","34770"
"In post","2022","The National Archives","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Commercial","Operational Delivery","210","210","52350","47150"
"In post","2022","UK Export Finance","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data & Technology","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","Operational Delivery","50","40","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","Human Resources","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","Legal","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Analysis","Economics","180","180","36380","30710"
"In post","2022","UK Statistics Authority","Analysis","Operational Delivery","530","500","32140","30210"
"In post","2022","UK Statistics Authority","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Analysis","Social Research","660","630","38820","38340"
"In post","2022","UK Statistics Authority","Analysis","Statistics","590","570","43440","38340"
"In post","2022","UK Statistics Authority","Commercial","Commercial","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Communications","Communications","60","60","39150","36840"
"In post","2022","UK Statistics Authority","Digital, Data & Technology","Digital, Data and Technology","660","650","41900","37570"
"In post","2022","UK Statistics Authority","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Finance","Finance","50","50","35900","30210"
"In post","2022","UK Statistics Authority","Human Resources","Human Resources","150","130","38660","33520"
"In post","2022","UK Statistics Authority","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","No function","Geography","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","No function","Operational Delivery","2520","2030","26600","20350"
"In post","2022","UK Statistics Authority","No function","Planning","[c]","[c]","[c]","[c]"
