"Status","Year","Profession_of_post","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data and Technology","G6/G7","Digital, Data & Technology","4610","4530","58100","55550"
"In post","2022","Digital, Data and Technology","G6/G7","Finance","70","70","53140","50400"
"In post","2022","Digital, Data and Technology","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","G6/G7","No function","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","G6/G7","Project Delivery","80","80","55090","52770"
"In post","2022","Digital, Data and Technology","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","G6/G7","Unknown","720","710","62640","61440"
"In post","2022","Digital, Data and Technology","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SCS","Digital, Data & Technology","240","240","90350","85460"
"In post","2022","Digital, Data and Technology","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SCS","Unknown","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","SEO/HEO","Analysis","80","80","38960","39030"
"In post","2022","Digital, Data and Technology","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SEO/HEO","Digital, Data & Technology","8620","8400","37660","36840"
"In post","2022","Digital, Data and Technology","SEO/HEO","Finance","140","140","34600","36500"
"In post","2022","Digital, Data and Technology","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SEO/HEO","No function","80","80","38430","38030"
"In post","2022","Digital, Data and Technology","SEO/HEO","Project Delivery","70","70","37260","38070"
"In post","2022","Digital, Data and Technology","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","SEO/HEO","Unknown","910","890","39610","39580"
"In post","2022","Digital, Data and Technology","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","AA/AO","Analysis","50","50","20980","19860"
"In post","2022","Economics","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","EO","Analysis","110","110","27090","27680"
"In post","2022","Economics","EO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","G6/G7","Analysis","570","550","59660","55980"
"In post","2022","Economics","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Economics","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Economics","G6/G7","No function","180","170","59550","57840"
"In post","2022","Economics","G6/G7","Project Delivery","80","80","59110","57970"
"In post","2022","Economics","G6/G7","Unknown","70","70","64450","61440"
"In post","2022","Economics","SCS","Analysis","60","60","95230","85770"
"In post","2022","Economics","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Economics","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Economics","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Economics","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","SEO/HEO","Analysis","580","580","35290","34020"
"In post","2022","Economics","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Economics","SEO/HEO","No function","160","160","36060","34320"
"In post","2022","Economics","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Economics","SEO/HEO","Unknown","110","110","36530","35050"
"In post","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Finance","750","660","21900","21260"
"In post","2022","Finance","AA/AO","Legal","40","30","[c]","[c]"
"In post","2022","Finance","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Unknown","190","180","22230","21380"
"In post","2022","Finance","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Finance","1600","1520","26780","26670"
"In post","2022","Finance","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Project Delivery","30","30","[c]","[c]"
"In post","2022","Finance","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Unknown","680","650","27370","26670"
"In post","2022","Finance","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Finance","2160","2100","58750","57400"
"In post","2022","Finance","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","No function","60","60","56000","53680"
"In post","2022","Finance","G6/G7","Project Delivery","90","80","60380","58640"
"In post","2022","Finance","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Unknown","360","340","60000","58230"
"In post","2022","Finance","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Finance","250","240","87300","80050"
"In post","2022","Finance","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Unknown","70","70","91010","83360"
"In post","2022","Finance","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Commercial","30","30","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Finance","4100","3950","37640","36820"
"In post","2022","Finance","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","No function","60","60","36010","36500"
"In post","2022","Finance","SEO/HEO","Project Delivery","100","100","36950","34770"
"In post","2022","Finance","SEO/HEO","Property","40","40","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Unknown","1410","1390","37360","35610"
"In post","2022","Finance","Unknown","Finance","60","50","50720","44130"
"In post","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","No function","60","60","20500","20420"
"In post","2022","Geography","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Geography","EO","No function","140","130","27530","26740"
"In post","2022","Geography","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","Analysis","30","30","[c]","[c]"
"In post","2022","Geography","SEO/HEO","No function","210","200","35740","33290"
"In post","2022","Human Resources","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","AA/AO","Human Resources","1140","1040","21810","21380"
"In post","2022","Human Resources","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","AA/AO","Unknown","90","80","24170","24630"
"In post","2022","Human Resources","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Human Resources","1520","1420","27280","26880"
"In post","2022","Human Resources","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","EO","Unknown","170","160","28550","29060"
"In post","2022","Human Resources","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Human Resources","1820","1760","57810","55740"
"In post","2022","Human Resources","G6/G7","No function","30","30","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Unknown","190","190","60370","57680"
"In post","2022","Human Resources","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Human Resources","200","190","86170","78970"
"In post","2022","Human Resources","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Human Resources","3740","3570","36480","35980"
"In post","2022","Human Resources","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","No function","30","30","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Unknown","420","390","37490","37450"
"In post","2022","Human Resources","Unknown","Human Resources","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","No function","480","470","75430","75500"
"In post","2022","Inspector of Education and Training","G6/G7","Project Delivery","70","60","75110","75480"
"In post","2022","Inspector of Education and Training","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","No function","390","370","50370","51360"
"In post","2022","Intelligence Analysis","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Unknown","70","60","23100","21680"
"In post","2022","Intelligence Analysis","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","Counter Fraud","60","50","28430","26820"
"In post","2022","Intelligence Analysis","EO","No function","340","320","28600","27380"
"In post","2022","Intelligence Analysis","EO","Security","270","260","29110","29250"
"In post","2022","Intelligence Analysis","EO","Unknown","910","850","26920","26910"
"In post","2022","Intelligence Analysis","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","Security","120","120","59430","58550"
"In post","2022","Intelligence Analysis","G6/G7","Unknown","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","Analysis","80","70","35810","35900"
"In post","2022","Intelligence Analysis","SEO/HEO","Counter Fraud","160","150","37400","37610"
"In post","2022","Intelligence Analysis","SEO/HEO","No function","70","70","37270","38160"
"In post","2022","Intelligence Analysis","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","Security","590","580","38640","37640"
"In post","2022","Intelligence Analysis","SEO/HEO","Unknown","380","370","34650","33900"
"In post","2022","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","No function","[c]","[c]","[c]","[c]"
