"Status","Year","Sexual_orientation","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","LGBO","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","White","240","220","28410","22350"
"Leaver CS","2021","LGBO","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","White","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","White","190","180","30000","27360"
"Leaver CS","2021","LGBO","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinarian","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinarian","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
