"Status","Year","Region_ITL2","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Lancashire","SCS","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SCS","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Department for Work and Pensions (excl. agencies)","1140","1080","34150","33180"
"In post","2021","Lancashire","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","HM Courts and Tribunals Service","60","60","34170","33790"
"In post","2021","Lancashire","SEO/HEO","HM Land Registry","110","100","35830","33840"
"In post","2021","Lancashire","SEO/HEO","HM Prison and Probation Service","310","300","40480","38160"
"In post","2021","Lancashire","SEO/HEO","HM Revenue and Customs (excl. agencies)","400","380","34310","32100"
"In post","2021","Lancashire","SEO/HEO","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Ministry of Defence (excl. agencies)","90","90","36050","33300"
"In post","2021","Lancashire","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Valuation Office Agency","30","30","[c]","[c]"
"In post","2021","Lancashire","Unknown","HM Prison and Probation Service","430","390","29610","30210"
"In post","2021","Lancashire","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Crown Prosecution Service","40","30","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Department for Work and Pensions (excl. agencies)","620","520","20810","21010"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Courts and Tribunals Service","630","540","19130","19570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Land Registry","100","100","22350","22350"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Prison and Probation Service","960","910","24980","24440"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Revenue and Customs (excl. agencies)","230","200","20720","20140"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Ministry of Defence (excl. agencies)","240","230","21030","20920"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Department for Work and Pensions (excl. agencies)","910","840","27500","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Driver and Vehicle Standards Agency","60","60","27840","26780"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","HM Courts and Tribunals Service","130","120","22180","21880"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","HM Land Registry","110","90","27170","27130"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","HM Prison and Probation Service","230","220","30090","30140"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","HM Revenue and Customs (excl. agencies)","80","70","26510","27230"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Home Office (incl. agencies)","130","120","25940","25310"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Ministry of Defence (excl. agencies)","80","70","28480","26930"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Crown Prosecution Service","70","70","52830","51470"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Department for Work and Pensions (excl. agencies)","100","100","33400","32400"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Courts and Tribunals Service","100","90","31530","30990"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Land Registry","90","80","36200","33840"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Prison and Probation Service","250","240","40040","38160"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Revenue and Customs (excl. agencies)","100","100","34120","31950"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Home Office (incl. agencies)","50","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Ministry of Defence (excl. agencies)","110","100","37660","37890"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Vehicle Certification Agency","30","30","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","HM Prison and Probation Service","360","330","29390","30210"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","AA/AO","Department for Work and Pensions (excl. agencies)","150","120","20850","21010"
"In post","2021","Lincolnshire","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","AA/AO","HM Courts and Tribunals Service","60","50","18860","18890"
"In post","2021","Lincolnshire","AA/AO","HM Prison and Probation Service","500","480","25000","24920"
"In post","2021","Lincolnshire","AA/AO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","AA/AO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","AA/AO","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","AA/AO","Ministry of Defence (excl. agencies)","550","530","20440","20920"
"In post","2021","Lincolnshire","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Department for Work and Pensions (excl. agencies)","350","310","27510","27570"
"In post","2021","Lincolnshire","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","HM Prison and Probation Service","100","90","30990","32040"
"In post","2021","Lincolnshire","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Ministry of Defence (excl. agencies)","180","180","27670","26670"
"In post","2021","Lincolnshire","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","G6/G7","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
