"Status","Year","Region_ITL1","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","Female","Finance","880","840","35910","33300"
"In post","2022","South East (England)","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Female","Human Resources","430","400","35800","31740"
"In post","2022","South East (England)","Female","Inspector of Education and Training","90","90","61770","51360"
"In post","2022","South East (England)","Female","Intelligence Analysis","220","200","28300","27370"
"In post","2022","South East (England)","Female","Internal Audit","40","30","[c]","[c]"
"In post","2022","South East (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Female","Knowledge and Information Management","160","150","31720","30330"
"In post","2022","South East (England)","Female","Legal","460","410","46020","46400"
"In post","2022","South East (England)","Female","Medicine","300","260","48930","39630"
"In post","2022","South East (England)","Female","Operational Delivery","12980","11480","28130","27370"
"In post","2022","South East (England)","Female","Operational Research","140","130","41910","42700"
"In post","2022","South East (England)","Female","Other","1720","1600","26310","23830"
"In post","2022","South East (England)","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Female","Policy","300","290","38610","35230"
"In post","2022","South East (England)","Female","Project Delivery","810","750","36710","34350"
"In post","2022","South East (England)","Female","Property","340","320","34920","33210"
"In post","2022","South East (England)","Female","Psychology","180","170","35980","31180"
"In post","2022","South East (England)","Female","Science and Engineering","670","630","36920","33300"
"In post","2022","South East (England)","Female","Security","310","300","30270","26670"
"In post","2022","South East (England)","Female","Social Research","150","130","38810","38340"
"In post","2022","South East (England)","Female","Statistics","110","100","40020","38340"
"In post","2022","South East (England)","Female","Tax","290","250","34720","33370"
"In post","2022","South East (England)","Female","Unknown","250","240","38330","32780"
"In post","2022","South East (England)","Female","Veterinarian","30","30","[c]","[c]"
"In post","2022","South East (England)","Male","Commercial","200","200","39610","38650"
"In post","2022","South East (England)","Male","Communications","130","130","33810","33000"
"In post","2022","South East (England)","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Male","Counter Fraud","230","210","28800","27570"
"In post","2022","South East (England)","Male","Digital, Data and Technology","690","680","39730","36840"
"In post","2022","South East (England)","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Male","Finance","560","550","39080","35300"
"In post","2022","South East (England)","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Male","Human Resources","140","130","39960","38080"
"In post","2022","South East (England)","Male","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2022","South East (England)","Male","Intelligence Analysis","210","200","28840","27370"
"In post","2022","South East (England)","Male","Internal Audit","30","30","[c]","[c]"
"In post","2022","South East (England)","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Male","Knowledge and Information Management","100","100","34950","33280"
"In post","2022","South East (England)","Male","Legal","320","300","48390","53050"
"In post","2022","South East (England)","Male","Medicine","100","90","64840","55060"
"In post","2022","South East (England)","Male","Operational Delivery","10850","10250","29820","27800"
"In post","2022","South East (England)","Male","Operational Research","300","290","44240","47010"
"In post","2022","South East (England)","Male","Other","1400","1380","29760","26940"
"In post","2022","South East (England)","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Male","Policy","220","220","41860","39470"
"In post","2022","South East (England)","Male","Project Delivery","630","620","43710","40580"
"In post","2022","South East (England)","Male","Property","610","590","38460","34800"
"In post","2022","South East (England)","Male","Psychology","40","30","[c]","[c]"
"In post","2022","South East (England)","Male","Science and Engineering","1360","1310","39660","38070"
"In post","2022","South East (England)","Male","Security","1540","1520","32330","29890"
"In post","2022","South East (England)","Male","Social Research","90","90","39840","38340"
"In post","2022","South East (England)","Male","Statistics","100","90","41860","38340"
"In post","2022","South East (England)","Male","Tax","260","240","36530","33440"
"In post","2022","South East (England)","Male","Unknown","310","310","49850","40180"
"In post","2022","South East (England)","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","Commercial","1000","940","37880","35560"
"In post","2022","South West (England)","Female","Communications","170","150","36290","33970"
"In post","2022","South West (England)","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","Counter Fraud","220","190","27720","27570"
"In post","2022","South West (England)","Female","Digital, Data and Technology","910","850","36980","34610"
"In post","2022","South West (England)","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","Finance","1050","990","36640","33300"
"In post","2022","South West (England)","Female","Geography","150","140","30640","29290"
"In post","2022","South West (England)","Female","Human Resources","770","700","35710","33000"
"In post","2022","South West (England)","Female","Inspector of Education and Training","80","70","63750","64500"
"In post","2022","South West (England)","Female","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","South West (England)","Female","Internal Audit","60","50","42550","40550"
"In post","2022","South West (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","Knowledge and Information Management","180","160","32790","32000"
"In post","2022","South West (England)","Female","Legal","330","300","44170","45150"
"In post","2022","South West (England)","Female","Medicine","300","250","41970","32310"
"In post","2022","South West (England)","Female","Operational Delivery","8990","7860","27660","27130"
"In post","2022","South West (England)","Female","Operational Research","50","50","40520","38790"
"In post","2022","South West (England)","Female","Other","2630","2400","28330","26000"
"In post","2022","South West (England)","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","Policy","660","630","39740","36500"
"In post","2022","South West (England)","Female","Project Delivery","1830","1730","38960","38070"
"In post","2022","South West (England)","Female","Property","340","320","35540","33300"
"In post","2022","South West (England)","Female","Psychology","100","90","37140","31180"
"In post","2022","South West (England)","Female","Science and Engineering","1570","1470","37650","37420"
"In post","2022","South West (England)","Female","Security","260","260","28690","26350"
"In post","2022","South West (England)","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","Statistics","80","70","41260","39850"
"In post","2022","South West (England)","Female","Tax","230","210","40980","35980"
"In post","2022","South West (England)","Female","Unknown","210","200","44800","33370"
"In post","2022","South West (England)","Female","Veterinarian","60","50","40910","37410"
"In post","2022","South West (England)","Male","Commercial","860","850","41750","39860"
"In post","2022","South West (England)","Male","Communications","140","130","36420","33830"
"In post","2022","South West (England)","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Male","Counter Fraud","140","120","28700","27570"
"In post","2022","South West (England)","Male","Digital, Data and Technology","1880","1850","39250","38070"
"In post","2022","South West (England)","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Male","Finance","740","730","41340","36970"
"In post","2022","South West (England)","Male","Geography","290","280","31900","33290"
"In post","2022","South West (England)","Male","Human Resources","260","250","38200","36190"
"In post","2022","South West (England)","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Male","Internal Audit","50","50","44140","42510"
"In post","2022","South West (England)","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Male","Knowledge and Information Management","210","210","35710","32570"
"In post","2022","South West (England)","Male","Legal","250","240","45790","44780"
"In post","2022","South West (England)","Male","Medicine","110","100","59430","46280"
"In post","2022","South West (England)","Male","Operational Delivery","6480","6180","29940","27570"
"In post","2022","South West (England)","Male","Operational Research","60","50","44710","47010"
"In post","2022","South West (England)","Male","Other","2570","2530","33510","31990"
"In post","2022","South West (England)","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Male","Planning Inspectors","40","30","[c]","[c]"
"In post","2022","South West (England)","Male","Policy","430","420","43380","39300"
"In post","2022","South West (England)","Male","Project Delivery","2470","2430","43790","40730"
"In post","2022","South West (England)","Male","Property","500","480","37370","33370"
"In post","2022","South West (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Male","Science and Engineering","5080","4970","39540","38710"
"In post","2022","South West (England)","Male","Security","1000","980","29200","25000"
"In post","2022","South West (England)","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Male","Statistics","100","100","39490","36000"
"In post","2022","South West (England)","Male","Tax","340","330","43760","40180"
"In post","2022","South West (England)","Male","Unknown","230","230","47420","34400"
