"Status","Year","Parent_department","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Wales","60","50","47610","41950"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","East Midlands (England)","160","150","29030","26290"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","East of England","140","130","31160","27600"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","London","4760","4650","49300","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","North East (England)","180","170","31350","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","North West (England)","490","470","34490","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","Scotland","290","270","36230","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","South East (England)","120","120","30310","26300"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","South West (England)","160","150","31670","27570"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","Wales","1780","1660","33000","27380"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","West Midlands (England)","550","520","32850","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","Yorkshire and The Humber","150","140","30350","27340"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","London","180","180","48410","43750"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","South East (England)","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","South West (England)","420","400","41960","40040"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Wales","90","80","44630","40860"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Property","Wales","50","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Analysis","London","140","130","48540","55730"
"In post","2022","Department for Digital, Culture, Media and Sport","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","London","30","30","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","London","60","60","52100","55860"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","London","60","60","44170","35520"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","London","1420","1400","47400","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","North West (England)","90","90","40660","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","North West (England)","[c]","[c]","[c]","[c]"
