"Status","Year","Profession_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","EO","Unknown","210","200","27180","26820"
"In post","2022","Project Delivery","G6/G7","Declared disabled","370","360","57540","55210"
"In post","2022","Project Delivery","G6/G7","Declared non-disabled","3490","3400","57590","55210"
"In post","2022","Project Delivery","G6/G7","Undeclared","220","210","57830","55210"
"In post","2022","Project Delivery","G6/G7","Unknown","670","660","57870","55210"
"In post","2022","Project Delivery","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SCS","Declared non-disabled","290","290","89820","83920"
"In post","2022","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SCS","Unknown","40","40","[c]","[c]"
"In post","2022","Project Delivery","SEO/HEO","Declared disabled","830","790","36910","36730"
"In post","2022","Project Delivery","SEO/HEO","Declared non-disabled","6020","5790","37230","37610"
"In post","2022","Project Delivery","SEO/HEO","Undeclared","420","400","37920","39450"
"In post","2022","Project Delivery","SEO/HEO","Unknown","1130","1090","37600","38160"
"In post","2022","Project Delivery","Unknown","Declared disabled","50","50","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Declared non-disabled","370","360","44890","41020"
"In post","2022","Project Delivery","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","50","50","45790","47930"
"In post","2022","Property","AA/AO","Declared disabled","80","70","20750","21300"
"In post","2022","Property","AA/AO","Declared non-disabled","600","560","20480","21170"
"In post","2022","Property","AA/AO","Undeclared","70","60","20500","21170"
"In post","2022","Property","AA/AO","Unknown","240","220","19240","19010"
"In post","2022","Property","EO","Declared disabled","130","120","27270","26880"
"In post","2022","Property","EO","Declared non-disabled","990","920","27430","26950"
"In post","2022","Property","EO","Undeclared","120","110","27660","27000"
"In post","2022","Property","EO","Unknown","310","300","26710","26350"
"In post","2022","Property","G6/G7","Declared disabled","120","120","57910","56460"
"In post","2022","Property","G6/G7","Declared non-disabled","1110","1080","58680","57600"
"In post","2022","Property","G6/G7","Undeclared","90","90","59580","58250"
"In post","2022","Property","G6/G7","Unknown","200","190","56660","54850"
"In post","2022","Property","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","SCS","Declared non-disabled","70","70","88430","80190"
"In post","2022","Property","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","SEO/HEO","Declared disabled","270","250","36860","34270"
"In post","2022","Property","SEO/HEO","Declared non-disabled","2430","2330","37820","36500"
"In post","2022","Property","SEO/HEO","Undeclared","250","240","39050","38000"
"In post","2022","Property","SEO/HEO","Unknown","480","470","37150","36500"
"In post","2022","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Psychology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","EO","Declared disabled","40","40","[c]","[c]"
"In post","2022","Psychology","EO","Declared non-disabled","280","280","26480","26590"
"In post","2022","Psychology","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","Psychology","EO","Unknown","60","60","30310","31700"
"In post","2022","Psychology","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","G6/G7","Declared non-disabled","100","90","65650","65520"
"In post","2022","Psychology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","Declared disabled","70","70","35830","31180"
"In post","2022","Psychology","SEO/HEO","Declared non-disabled","680","650","37170","33900"
"In post","2022","Psychology","SEO/HEO","Undeclared","80","80","39640","39670"
"In post","2022","Psychology","SEO/HEO","Unknown","60","60","34330","30460"
"In post","2022","Psychology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","AA/AO","Declared disabled","110","100","22240","22450"
"In post","2022","Science and Engineering","AA/AO","Declared non-disabled","790","770","21630","21800"
"In post","2022","Science and Engineering","AA/AO","Undeclared","60","60","22530","22750"
"In post","2022","Science and Engineering","AA/AO","Unknown","140","130","22130","22310"
"In post","2022","Science and Engineering","EO","Declared disabled","180","170","26270","26370"
"In post","2022","Science and Engineering","EO","Declared non-disabled","1400","1360","26170","26370"
"In post","2022","Science and Engineering","EO","Undeclared","120","120","28190","28150"
"In post","2022","Science and Engineering","EO","Unknown","280","270","25090","26020"
"In post","2022","Science and Engineering","G6/G7","Declared disabled","150","140","54700","53750"
"In post","2022","Science and Engineering","G6/G7","Declared non-disabled","2420","2310","55470","54410"
"In post","2022","Science and Engineering","G6/G7","Undeclared","90","80","58320","57230"
"In post","2022","Science and Engineering","G6/G7","Unknown","480","450","58600","55420"
"In post","2022","Science and Engineering","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SCS","Declared non-disabled","60","60","93530","89300"
"In post","2022","Science and Engineering","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SEO/HEO","Declared disabled","500","470","37280","37730"
"In post","2022","Science and Engineering","SEO/HEO","Declared non-disabled","5230","5030","36920","38070"
"In post","2022","Science and Engineering","SEO/HEO","Undeclared","330","320","38090","38250"
"In post","2022","Science and Engineering","SEO/HEO","Unknown","780","740","38340","40060"
"In post","2022","Science and Engineering","Unknown","Declared disabled","80","80","39840","37400"
"In post","2022","Science and Engineering","Unknown","Declared non-disabled","560","560","40900","38450"
"In post","2022","Science and Engineering","Unknown","Undeclared","60","60","44170","43800"
"In post","2022","Science and Engineering","Unknown","Unknown","110","110","39630","33000"
"In post","2022","Security","AA/AO","Declared disabled","340","320","26770","22410"
"In post","2022","Security","AA/AO","Declared non-disabled","3400","3320","26140","21960"
"In post","2022","Security","AA/AO","Undeclared","420","410","27980","22710"
"In post","2022","Security","AA/AO","Unknown","1430","1410","28860","25540"
"In post","2022","Security","EO","Declared disabled","120","120","31890","28240"
"In post","2022","Security","EO","Declared non-disabled","710","690","33230","29200"
"In post","2022","Security","EO","Undeclared","110","100","36710","40190"
"In post","2022","Security","EO","Unknown","120","110","35730","32260"
"In post","2022","Security","G6/G7","Declared disabled","40","40","[c]","[c]"
"In post","2022","Security","G6/G7","Declared non-disabled","350","350","59540","58240"
"In post","2022","Security","G6/G7","Undeclared","40","40","[c]","[c]"
"In post","2022","Security","G6/G7","Unknown","90","90","57860","55210"
"In post","2022","Security","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","SEO/HEO","Declared disabled","180","170","38270","36480"
"In post","2022","Security","SEO/HEO","Declared non-disabled","1320","1290","39270","37590"
"In post","2022","Security","SEO/HEO","Undeclared","200","190","41970","39720"
"In post","2022","Security","SEO/HEO","Unknown","220","220","38650","37450"
"In post","2022","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Declared non-disabled","130","130","32970","29640"
"In post","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Unknown","40","40","[c]","[c]"
"In post","2022","Social Research","G6/G7","Declared disabled","30","30","[c]","[c]"
"In post","2022","Social Research","G6/G7","Declared non-disabled","280","260","58130","57460"
"In post","2022","Social Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","G6/G7","Unknown","50","50","55830","54290"
"In post","2022","Social Research","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","Declared disabled","90","90","36760","37880"
"In post","2022","Social Research","SEO/HEO","Declared non-disabled","510","490","36790","37610"
"In post","2022","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","Unknown","240","230","35710","37930"
"In post","2022","Statistics","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Unknown","40","40","[c]","[c]"
"In post","2022","Statistics","EO","Declared disabled","30","30","[c]","[c]"
"In post","2022","Statistics","EO","Declared non-disabled","160","160","28160","28310"
"In post","2022","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","EO","Unknown","50","50","27800","28310"
"In post","2022","Statistics","G6/G7","Declared disabled","70","60","59500","59770"
"In post","2022","Statistics","G6/G7","Declared non-disabled","570","550","58490","59100"
"In post","2022","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","G6/G7","Unknown","110","110","55090","53360"
"In post","2022","Statistics","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Statistics","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SEO/HEO","Declared disabled","140","140","37010","37610"
"In post","2022","Statistics","SEO/HEO","Declared non-disabled","810","780","37630","37860"
"In post","2022","Statistics","SEO/HEO","Undeclared","40","40","[c]","[c]"
"In post","2022","Statistics","SEO/HEO","Unknown","260","250","36660","37280"
"In post","2022","Tax","AA/AO","Declared disabled","200","180","21590","21250"
"In post","2022","Tax","AA/AO","Declared non-disabled","1550","1450","21380","21250"
"In post","2022","Tax","AA/AO","Undeclared","70","70","21350","21250"
"In post","2022","Tax","AA/AO","Unknown","1580","1470","21310","21250"
"In post","2022","Tax","EO","Declared disabled","350","320","27760","26820"
"In post","2022","Tax","EO","Declared non-disabled","2650","2500","27360","26820"
"In post","2022","Tax","EO","Undeclared","190","180","28050","26820"
"In post","2022","Tax","EO","Unknown","1610","1540","27290","26820"
"In post","2022","Tax","G6/G7","Declared disabled","260","250","58950","55210"
"In post","2022","Tax","G6/G7","Declared non-disabled","2100","2010","59570","55210"
"In post","2022","Tax","G6/G7","Undeclared","230","220","59550","55210"
"In post","2022","Tax","G6/G7","Unknown","410","390","59120","55210"
"In post","2022","Tax","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SCS","Declared non-disabled","70","70","82160","78810"
"In post","2022","Tax","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SEO/HEO","Declared disabled","750","710","36410","33430"
"In post","2022","Tax","SEO/HEO","Declared non-disabled","5210","4980","36200","33370"
"In post","2022","Tax","SEO/HEO","Undeclared","430","400","36600","33730"
"In post","2022","Tax","SEO/HEO","Unknown","1920","1850","35590","33370"
"In post","2022","Unknown","AA/AO","Declared disabled","450","410","22900","22140"
"In post","2022","Unknown","AA/AO","Declared non-disabled","2530","2400","23250","22810"
"In post","2022","Unknown","AA/AO","Undeclared","110","100","22300","21260"
"In post","2022","Unknown","AA/AO","Unknown","1750","1640","22980","22140"
"In post","2022","Unknown","EO","Declared disabled","510","480","28030","27500"
"In post","2022","Unknown","EO","Declared non-disabled","3080","2990","28240","27500"
"In post","2022","Unknown","EO","Undeclared","120","120","27660","27230"
"In post","2022","Unknown","EO","Unknown","1720","1670","27930","27230"
"In post","2022","Unknown","G6/G7","Declared disabled","580","570","59950","57570"
"In post","2022","Unknown","G6/G7","Declared non-disabled","4440","4310","61200","60640"
"In post","2022","Unknown","G6/G7","Undeclared","200","190","60330","58600"
"In post","2022","Unknown","G6/G7","Unknown","2880","2820","62940","62170"
"In post","2022","Unknown","SCS","Declared disabled","80","70","88380","78970"
"In post","2022","Unknown","SCS","Declared non-disabled","760","740","95960","84740"
