"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Foreign, Commonwealth and Development Office","Legal","100","80","58110","57920"
"In post","2021","White","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","White","Foreign, Commonwealth and Development Office","Operational Delivery","450","420","33680","28150"
"In post","2021","White","Foreign, Commonwealth and Development Office","Operational Research","50","50","59190","58900"
"In post","2021","White","Foreign, Commonwealth and Development Office","Other","200","200","67390","70410"
"In post","2021","White","Foreign, Commonwealth and Development Office","Policy","2780","2740","52050","53140"
"In post","2021","White","Foreign, Commonwealth and Development Office","Project Delivery","280","270","42140","38600"
"In post","2021","White","Foreign, Commonwealth and Development Office","Property","370","370","42160","40330"
"In post","2021","White","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","White","Foreign, Commonwealth and Development Office","Security","300","290","37170","34220"
"In post","2021","White","Foreign, Commonwealth and Development Office","Statistics","30","30","[c]","[c]"
"In post","2021","White","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2021","White","Foreign, Commonwealth and Development Office","Unknown","210","210","53130","52510"
"In post","2021","White","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Land Registry","Digital, Data and Technology","480","450","38840","38450"
"In post","2021","White","HM Land Registry","Finance","50","50","[c]","[c]"
"In post","2021","White","HM Land Registry","Human Resources","70","60","43000","38550"
"In post","2021","White","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Land Registry","Legal","190","170","51170","60520"
"In post","2021","White","HM Land Registry","Operational Delivery","3760","3330","28990","27130"
"In post","2021","White","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Land Registry","Project Delivery","100","100","41260","38550"
"In post","2021","White","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Revenue and Customs","Commercial","50","50","40610","38630"
"In post","2021","White","HM Revenue and Customs","Communications","180","170","45070","39800"
"In post","2021","White","HM Revenue and Customs","Digital, Data and Technology","1220","1150","40430","38630"
"In post","2021","White","HM Revenue and Customs","Economics","80","70","52730","59160"
"In post","2021","White","HM Revenue and Customs","Finance","1140","1010","34120","31810"
"In post","2021","White","HM Revenue and Customs","Human Resources","570","540","42030","38630"
"In post","2021","White","HM Revenue and Customs","Intelligence Analysis","140","130","38630","36160"
"In post","2021","White","HM Revenue and Customs","Internal Audit","50","50","45340","41640"
"In post","2021","White","HM Revenue and Customs","International Trade","70","60","33450","31810"
"In post","2021","White","HM Revenue and Customs","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","White","HM Revenue and Customs","Legal","2370","2250","33430","31810"
"In post","2021","White","HM Revenue and Customs","Operational Delivery","18360","16100","26250","21680"
"In post","2021","White","HM Revenue and Customs","Operational Research","100","90","45580","38630"
"In post","2021","White","HM Revenue and Customs","Other","320","290","42420","38630"
"In post","2021","White","HM Revenue and Customs","Policy","760","720","53580","52580"
"In post","2021","White","HM Revenue and Customs","Project Delivery","1870","1780","43240","38630"
"In post","2021","White","HM Revenue and Customs","Property","1320","1220","37280","33250"
"In post","2021","White","HM Revenue and Customs","Security","120","110","41500","38630"
"In post","2021","White","HM Revenue and Customs","Social Research","60","60","45370","41760"
"In post","2021","White","HM Revenue and Customs","Statistics","190","180","45710","41340"
"In post","2021","White","HM Revenue and Customs","Tax","9930","9290","35870","31810"
"In post","2021","White","HM Revenue and Customs","Unknown","2010","1940","32880","25560"
"In post","2021","White","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Communications","40","40","[c]","[c]"
"In post","2021","White","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Counter Fraud","30","30","[c]","[c]"
"In post","2021","White","HM Treasury","Digital, Data and Technology","40","30","[c]","[c]"
"In post","2021","White","HM Treasury","Economics","110","110","46440","37950"
"In post","2021","White","HM Treasury","Finance","70","70","51200","53340"
"In post","2021","White","HM Treasury","Human Resources","60","60","44760","45270"
"In post","2021","White","HM Treasury","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Internal Audit","250","240","50390","47110"
"In post","2021","White","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Operational Delivery","130","120","39360","30700"
"In post","2021","White","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Policy","1060","1040","50470","52500"
"In post","2021","White","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Tax","40","40","[c]","[c]"
"In post","2021","White","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Home Office","Commercial","60","50","40980","42100"
"In post","2021","White","Home Office","Communications","140","130","49300","44220"
"In post","2021","White","Home Office","Counter Fraud","150","130","26780","25310"
"In post","2021","White","Home Office","Digital, Data and Technology","710","700","51410","46160"
"In post","2021","White","Home Office","Economics","60","60","49970","41950"
"In post","2021","White","Home Office","Finance","140","140","49950","45070"
"In post","2021","White","Home Office","Human Resources","370","350","44330","37610"
"In post","2021","White","Home Office","Intelligence Analysis","1040","980","29640","27370"
"In post","2021","White","Home Office","Knowledge and Information Management","60","50","43380","41140"
"In post","2021","White","Home Office","Operational Delivery","17320","15830","27750","25310"
"In post","2021","White","Home Office","Operational Research","60","60","48510","43400"
"In post","2021","White","Home Office","Other","1100","1010","35240","30980"
"In post","2021","White","Home Office","Policy","1380","1340","52390","57430"
"In post","2021","White","Home Office","Project Delivery","860","840","45930","41970"
"In post","2021","White","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Home Office","Science and Engineering","90","80","48570","41140"
"In post","2021","White","Home Office","Security","200","190","32160","29080"
"In post","2021","White","Home Office","Social Research","80","80","49390","44380"
"In post","2021","White","Home Office","Statistics","60","60","43420","42280"
"In post","2021","White","Home Office","Unknown","180","180","[c]","[c]"
"In post","2021","White","Ministry of Defence","Commercial","1700","1640","38140","34800"
"In post","2021","White","Ministry of Defence","Communications","490","470","34300","33290"
"In post","2021","White","Ministry of Defence","Corporate Finance","50","50","40220","37830"
"In post","2021","White","Ministry of Defence","Digital, Data and Technology","1080","1050","36690","33300"
"In post","2021","White","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Defence","Finance","1800","1730","38460","33300"
"In post","2021","White","Ministry of Defence","Human Resources","1680","1570","31790","26670"
"In post","2021","White","Ministry of Defence","Intelligence Analysis","680","660","36920","34620"
"In post","2021","White","Ministry of Defence","Internal Audit","120","110","38500","34610"
"In post","2021","White","Ministry of Defence","Knowledge and Information Management","750","730","34130","33000"
"In post","2021","White","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Defence","Medicine","1180","1060","44670","37890"
"In post","2021","White","Ministry of Defence","Operational Delivery","1450","1370","32590","29200"
"In post","2021","White","Ministry of Defence","Operational Research","480","460","43210","46080"
"In post","2021","White","Ministry of Defence","Other","11730","11280","26660","22080"
"In post","2021","White","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Defence","Policy","880","850","44240","40890"
"In post","2021","White","Ministry of Defence","Project Delivery","6490","6300","40230","38190"
"In post","2021","White","Ministry of Defence","Property","2240","2180","32020","33300"
"In post","2021","White","Ministry of Defence","Psychology","40","40","[c]","[c]"
"In post","2021","White","Ministry of Defence","Science and Engineering","6180","6020","37320","36460"
"In post","2021","White","Ministry of Defence","Security","4840","4730","29150","24610"
"In post","2021","White","Ministry of Defence","Statistics","140","130","40500","38500"
"In post","2021","White","Ministry of Defence","Unknown","1220","1190","35690","33300"
"In post","2021","White","Ministry of Defence","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Communications","70","70","42560","37250"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","80","80","45790","41170"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Economics","50","50","44710","35060"
