"Status","Year","Profession_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Planning","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","20-29","130","130","29610","28500"
"Leaver CS","2021","Policy","Female","30-39","100","100","44150","40510"
"Leaver CS","2021","Policy","Female","40-49","80","70","56210","54230"
"Leaver CS","2021","Policy","Female","50-59","60","50","49430","47960"
"Leaver CS","2021","Policy","Female","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Policy","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","20-29","110","110","31250","29500"
"Leaver CS","2021","Policy","Male","30-39","110","100","46040","41470"
"Leaver CS","2021","Policy","Male","40-49","60","60","59410","56500"
"Leaver CS","2021","Policy","Male","50-59","60","50","58570","56970"
"Leaver CS","2021","Policy","Male","60-64","50","50","52090","45500"
"Leaver CS","2021","Policy","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","50-59","60","60","53890","43210"
"Leaver CS","2021","Project Delivery","Male","60-64","50","50","53940","48550"
"Leaver CS","2021","Project Delivery","Male","65+","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Property","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","20-29","60","50","25480","24500"
"Leaver CS","2021","Property","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","50-59","60","60","38040","36460"
"Leaver CS","2021","Property","Male","60-64","70","60","37280","33300"
"Leaver CS","2021","Property","Male","65+","60","60","32930","33440"
"Leaver CS","2021","Property","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","30-39","50","40","[c]","[c]"
"Leaver CS","2021","Psychology","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","20-29","110","110","23690","23450"
"Leaver CS","2021","Science and Engineering","Female","30-39","90","70","32930","32900"
"Leaver CS","2021","Science and Engineering","Female","40-49","60","50","34930","34530"
"Leaver CS","2021","Science and Engineering","Female","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","20-29","150","150","23540","21640"
"Leaver CS","2021","Science and Engineering","Male","30-39","60","60","33560","33190"
"Leaver CS","2021","Science and Engineering","Male","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","50-59","90","90","41280","38280"
"Leaver CS","2021","Science and Engineering","Male","60-64","70","60","38570","37900"
"Leaver CS","2021","Science and Engineering","Male","65+","70","60","36210","32600"
"Leaver CS","2021","Science and Engineering","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Security","Male","30-39","50","50","[c]","[c]"
"Leaver CS","2021","Security","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","50-59","90","90","33430","38120"
"Leaver CS","2021","Security","Male","60-64","80","70","31870","38120"
"Leaver CS","2021","Security","Male","65+","60","50","24450","20180"
"Leaver CS","2021","Social Research","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","20-29","880","810","25560","24180"
"Leaver CS","2021","Unknown","Female","30-39","790","670","29000","27570"
"Leaver CS","2021","Unknown","Female","40-49","880","730","30570","27570"
"Leaver CS","2021","Unknown","Female","50-59","2130","1800","29850","27570"
"Leaver CS","2021","Unknown","Female","60-64","1420","1060","28900","27140"
"Leaver CS","2021","Unknown","Female","65+","1030","670","25800","25110"
"Leaver CS","2021","Unknown","Female","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","20-29","830","770","25880","24180"
"Leaver CS","2021","Unknown","Male","30-39","590","560","32540","27570"
"Leaver CS","2021","Unknown","Male","40-49","560","530","32470","27570"
"Leaver CS","2021","Unknown","Male","50-59","1290","1210","36150","27570"
"Leaver CS","2021","Unknown","Male","60-64","970","820","34810","27570"
"Leaver CS","2021","Unknown","Male","65+","650","470","28240","26890"
"Leaver CS","2021","Unknown","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","20-29","50","40","[c]","[c]"
"Leaver CS","2022","Commercial","Female","30-39","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","40-49","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","Female","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Commercial","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","20-29","60","40","[c]","[c]"
"Leaver CS","2022","Commercial","Male","30-39","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","Male","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","20-29","90","80","30380","28750"
"Leaver CS","2022","Communications","Female","30-39","60","50","[c]","[c]"
"Leaver CS","2022","Communications","Female","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Communications","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","20-29","50","40","[c]","[c]"
"Leaver CS","2022","Communications","Male","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Communications","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","60-64","50","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","65+","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","20-29","100","90","32290","30230"
"Leaver CS","2022","Digital, Data and Technology","Female","30-39","120","110","41490","38840"
"Leaver CS","2022","Digital, Data and Technology","Female","40-49","80","70","44750","40060"
"Leaver CS","2022","Digital, Data and Technology","Female","50-59","60","50","44900","39690"
"Leaver CS","2022","Digital, Data and Technology","Female","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","65+","40","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Male","20-29","230","220","32570","32720"
"Leaver CS","2022","Digital, Data and Technology","Male","30-39","240","230","42120","38420"
"Leaver CS","2022","Digital, Data and Technology","Male","40-49","180","170","48610","45150"
"Leaver CS","2022","Digital, Data and Technology","Male","50-59","140","140","48720","45480"
"Leaver CS","2022","Digital, Data and Technology","Male","60-64","100","100","44870","40670"
"Leaver CS","2022","Digital, Data and Technology","Male","65+","60","50","39530","35910"
"Leaver CS","2022","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Female","20-29","50","40","[c]","[c]"
