"Status","Year","Disability","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Worcestershire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Worcestershire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Worcestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Worcestershire","Ministry of Justice","260","250","30790","31900"
"In post","2021","Undeclared","York","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","York","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","York","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","York","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","York","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","York","Food Standards Agency","80","80","36310","37350"
"In post","2021","Undeclared","York","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","York","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","York","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","York","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Aberdeen City and Aberdeenshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Aberdeen City and Aberdeenshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Aberdeen City and Aberdeenshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Aberdeen City and Aberdeenshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Aberdeen City and Aberdeenshire","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Unknown","Aberdeen City and Aberdeenshire","Scottish Government","570","530","31280","29190"
"In post","2021","Unknown","Angus and Dundee City","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Angus and Dundee City","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Angus and Dundee City","HM Revenue and Customs","140","130","21900","20140"
"In post","2021","Unknown","Angus and Dundee City","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Angus and Dundee City","Scottish Government","220","200","30350","23730"
"In post","2021","Unknown","Antrim and Newtownabbey","Ministry of Defence","40","30","[c]","[c]"
"In post","2021","Unknown","Ards and North Down","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ards and North Down","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ards and North Down","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Unknown","Barking & Dagenham and Havering","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barking & Dagenham and Havering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barking & Dagenham and Havering","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barnet","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barnet","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barnet","Department of Health and Social Care","370","340","49770","44950"
"In post","2021","Unknown","Barnet","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barnet","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barnsley, Doncaster and Rotherham","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Unknown","Barnsley, Doncaster and Rotherham","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Barnsley, Doncaster and Rotherham","Ministry of Justice","140","130","24030","22850"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","30","30","[c]","[c]"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","1210","1160","38190","36110"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","290","280","34720","34140"
"In post","2021","Unknown","Bedford","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bedford","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bedford","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bedford","Ministry of Justice","60","60","24190","22850"
"In post","2021","Unknown","Bedford","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Belfast","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Belfast","HM Revenue and Customs","620","580","25250","21440"
"In post","2021","Unknown","Belfast","Home Office","50","40","[c]","[c]"
"In post","2021","Unknown","Belfast","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Belfast","National Crime Agency","70","70","40360","40210"
"In post","2021","Unknown","Belfast","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Berkshire","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","Unknown","Berkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Berkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Berkshire","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Unknown","Berkshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Berkshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Berkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Berkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Berkshire","HM Revenue and Customs","70","60","34320","32520"
"In post","2021","Unknown","Berkshire","Ministry of Defence","280","270","33380","30890"
"In post","2021","Unknown","Berkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Berkshire","National Crime Agency","80","70","38260","37750"
"In post","2021","Unknown","Bexley and Greenwich","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bexley and Greenwich","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bexley and Greenwich","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bexley and Greenwich","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Unknown","Bexley and Greenwich","Ministry of Justice","170","170","29310","30150"
"In post","2021","Unknown","Birmingham","Attorney General's Departments","130","120","36900","31210"
"In post","2021","Unknown","Birmingham","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Birmingham","Department for Business, Energy and Industrial Strategy","190","180","29350","24570"
"In post","2021","Unknown","Birmingham","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Birmingham","Department for Transport","30","30","[c]","[c]"
"In post","2021","Unknown","Birmingham","Department for Work and Pensions","80","70","28340","27570"
"In post","2021","Unknown","Birmingham","Department of Health and Social Care","130","120","47350","39530"
"In post","2021","Unknown","Birmingham","HM Revenue and Customs","910","850","27790","25560"
"In post","2021","Unknown","Birmingham","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Birmingham","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Unknown","Birmingham","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Birmingham","Ministry of Justice","400","380","24490","20010"
"In post","2021","Unknown","Birmingham","National Crime Agency","270","270","36180","36410"
"In post","2021","Unknown","Birmingham","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Birmingham","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Birmingham","Water Services Regulation Authority","50","40","[c]","[c]"
"In post","2021","Unknown","Blackburn with Darwen","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Blackburn with Darwen","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Blackburn with Darwen","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Blackpool","Cabinet Office","30","30","[c]","[c]"
"In post","2021","Unknown","Blackpool","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Blackpool","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Blackpool","Department for Work and Pensions","140","130","26000","21010"
"In post","2021","Unknown","Blackpool","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bournemouth and Poole","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bournemouth and Poole","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bournemouth and Poole","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bournemouth and Poole","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bournemouth and Poole","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bradford","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bradford","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Unknown","Bradford","HM Revenue and Customs","540","480","25940","21440"
"In post","2021","Unknown","Bradford","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Breckland and South Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Breckland and South Norfolk","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Breckland and South Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Breckland and South Norfolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Brent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Brent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Brent","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bridgend and Neath Port Talbot","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bridgend and Neath Port Talbot","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bridgend and Neath Port Talbot","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bridgend and Neath Port Talbot","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Unknown","Bridgend and Neath Port Talbot","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Brighton and Hove","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Brighton and Hove","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Brighton and Hove","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Brighton and Hove","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bristol, City of","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","Unknown","Bristol, City of","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bristol, City of","Department for Business, Energy and Industrial Strategy","60","50","31050","30950"
"In post","2021","Unknown","Bristol, City of","Department for Education","50","40","[c]","[c]"
"In post","2021","Unknown","Bristol, City of","Department for Environment, Food and Rural Affairs","110","100","38820","36520"
"In post","2021","Unknown","Bristol, City of","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bristol, City of","Department for Transport","60","60","32540","31040"
"In post","2021","Unknown","Bristol, City of","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","Unknown","Bristol, City of","Department of Health and Social Care","110","100","46220","39490"
"In post","2021","Unknown","Bristol, City of","HM Revenue and Customs","330","320","32540","31810"
"In post","2021","Unknown","Bristol, City of","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bristol, City of","Ministry of Housing, Communities and Local Government","160","140","41540","40720"
"In post","2021","Unknown","Bristol, City of","Ministry of Justice","100","100","23780","22850"
"In post","2021","Unknown","Bristol, City of","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","Unknown","Bristol, City of","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bromley","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bromley","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bromley","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Bromley","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Buckinghamshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
