"Status","Year","Sexual_orientation","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Declared non-disabled","410","410","47930","43650"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Unknown","50","40","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Unknown","60","50","49340","46660"
"In post","2022","Unknown","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Declared non-disabled","70","70","59670","60020"
"In post","2022","Unknown","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","Unknown","230","220","22190","20970"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","50","40","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Declared non-disabled","70","60","32300","27530"
"In post","2022","Unknown","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Unknown","100","90","40230","40720"
"In post","2022","Unknown","Queen Elizabeth II Centre","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Queen Elizabeth II Centre","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Unknown","340","310","31630","30840"
"In post","2022","Unknown","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Royal Fleet Auxiliary","Unknown","1760","1760","37450","34160"
"In post","2022","Unknown","Rural Payments Agency","Declared disabled","60","50","24430","21300"
"In post","2022","Unknown","Rural Payments Agency","Declared non-disabled","1120","1050","24770","21300"
"In post","2022","Unknown","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Declared non-disabled","140","130","22990","22000"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Unknown","1250","1120","28420","24050"
"In post","2022","Unknown","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Forestry","Declared non-disabled","90","90","35640","36390"
"In post","2022","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Declared disabled","70","70","40600","36130"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Declared non-disabled","480","440","47000","44130"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Unknown","1700","1630","40820","36130"
"In post","2022","Unknown","Scottish Housing Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Declared disabled","170","150","34570","35000"
"In post","2022","Unknown","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Unknown","2720","2560","31130","32170"
"In post","2022","Unknown","Scottish Public Pensions Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Public Pensions Agency","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Scottish Public Pensions Agency","Unknown","100","90","27930","25930"
"In post","2022","Unknown","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Unknown","90","80","48680","41970"
"In post","2022","Unknown","Social Security Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Security Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Security Scotland","Unknown","690","670","28440","27230"
"In post","2022","Unknown","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Student Awards Agency for Scotland","Unknown","110","100","28830","24400"
"In post","2022","Unknown","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Unknown","110","110","37680","32710"
"In post","2022","Unknown","Teaching Regulation Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Teaching Regulation Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Declared disabled","40","40","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Declared non-disabled","310","290","32390","28560"
"In post","2022","Unknown","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Unknown","310","300","28920","24020"
"In post","2022","Unknown","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","Declared non-disabled","90","80","35080","34770"
"In post","2022","Unknown","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The National Archives","Unknown","120","120","35780","31310"
"In post","2022","Unknown","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Transport Scotland","Unknown","120","110","41860","39770"
"In post","2022","Unknown","UK Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Debt Management Office","Unknown","110","110","58240","51220"
"In post","2022","Unknown","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Health Security Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Health Security Agency","Declared non-disabled","70","60","57240","48860"
"In post","2022","Unknown","UK Health Security Agency","Unknown","1740","1670","48760","42120"
"In post","2022","Unknown","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Hydrographic Office","Unknown","210","200","34030","33290"
"In post","2022","Unknown","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Space Agency","Unknown","60","60","44810","40310"
"In post","2022","Unknown","UK Statistics Authority","Declared disabled","60","50","32680","30710"
"In post","2022","Unknown","UK Statistics Authority","Declared non-disabled","390","340","35500","31860"
"In post","2022","Unknown","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Unknown","930","830","32000","30210"
"In post","2022","Unknown","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Valuation Office Agency","Declared non-disabled","190","170","34560","31670"
"In post","2022","Unknown","Valuation Office Agency","Undeclared","80","70","35900","31650"
"In post","2022","Unknown","Valuation Office Agency","Unknown","720","700","29640","26030"
"In post","2022","Unknown","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Unknown","100","90","38140","31210"
"In post","2022","Unknown","Welsh Revenue Authority","Unknown","80","80","43900","40100"
"In post","2022","Unknown","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Accountant in Bankruptcy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Accountant in Bankruptcy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Animal and Plant Health Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Declared non-disabled","110","110","49980","40000"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
