"Status","Year","Ethnicity","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Operational Delivery","90","90","[c]","[c]"
"Leaver CS","2021","Black","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Unknown","90","80","28630","25120"
"Leaver CS","2021","Black","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Operational Delivery","80","70","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Unknown","90","80","25960","24360"
"Leaver CS","2021","Mixed","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Finance","[c]","[c]","[c]","[c]"
