"Status","Year","Profession_of_post","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","East of England","70","60","57360","54800"
"In post","2021","Unknown","Commercial","London","760","750","75670","67770"
"In post","2021","Unknown","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","North West (England)","220","210","59050","53460"
"In post","2021","Unknown","Commercial","Scotland","40","40","[c]","[c]"
"In post","2021","Unknown","Commercial","South East (England)","70","60","67440","65640"
"In post","2021","Unknown","Commercial","South West (England)","80","80","74110","64500"
"In post","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Unknown","Commercial","Yorkshire and The Humber","110","100","64390","62210"
"In post","2021","Unknown","Communications","East Midlands (England)","80","80","28310","25560"
"In post","2021","Unknown","Communications","London","350","350","48230","43120"
"In post","2021","Unknown","Communications","North East (England)","140","130","29240","25560"
"In post","2021","Unknown","Communications","North West (England)","100","100","29070","27570"
"In post","2021","Unknown","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Yorkshire and The Humber","50","50","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","120","120","45330","36160"
"In post","2021","Unknown","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","London","930","920","52310","54700"
"In post","2021","Unknown","Digital, Data & Technology","North East (England)","60","60","39840","32000"
"In post","2021","Unknown","Digital, Data & Technology","North West (England)","50","50","41380","32960"
"In post","2021","Unknown","Digital, Data & Technology","Scotland","30","30","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","South East (England)","50","50","38320","39040"
"In post","2021","Unknown","Digital, Data & Technology","South West (England)","40","40","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","West Midlands (England)","50","50","40630","38630"
"In post","2021","Unknown","Digital, Data & Technology","Yorkshire and The Humber","60","60","39940","38630"
"In post","2021","Unknown","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","150","150","49550","41820"
"In post","2021","Unknown","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Scotland","70","70","33600","35680"
"In post","2021","Unknown","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","550","530","47450","41820"
"In post","2021","Unknown","Human Resources","North East (England)","350","320","27000","23850"
"In post","2021","Unknown","Human Resources","North West (England)","150","140","38400","37300"
"In post","2021","Unknown","Human Resources","Scotland","80","80","32680","30160"
"In post","2021","Unknown","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Yorkshire and The Humber","100","90","40630","38420"
"In post","2021","Unknown","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","London","140","130","66320","60180"
"In post","2021","Unknown","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","East Midlands (England)","150","150","30870","31810"
"In post","2021","Unknown","No function","East of England","40","40","[c]","[c]"
"In post","2021","Unknown","No function","London","3890","3840","43650","35060"
"In post","2021","Unknown","No function","North East (England)","450","420","23510","20140"
"In post","2021","Unknown","No function","North West (England)","730","700","26060","21110"
"In post","2021","Unknown","No function","Northern Ireland","110","110","26170","25560"
"In post","2021","Unknown","No function","Scotland","280","270","25150","20140"
"In post","2021","Unknown","No function","South East (England)","80","80","28380","25770"
"In post","2021","Unknown","No function","South West (England)","150","150","28000","25560"
"In post","2021","Unknown","No function","Unknown","470","470","34770","32000"
"In post","2021","Unknown","No function","Wales","330","320","25570","20140"
"In post","2021","Unknown","No function","West Midlands (England)","250","240","28420","25560"
"In post","2021","Unknown","No function","Yorkshire and The Humber","340","330","26100","20140"
"In post","2021","Unknown","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","230","220","67150","59160"
"In post","2021","Unknown","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scotland","270","250","35390","35330"
"In post","2021","Unknown","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","London","70","70","53610","54700"
"In post","2021","Unknown","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Scotland","740","720","30480","28120"
"In post","2021","Unknown","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","London","180","170","44930","38580"
"In post","2021","Unknown","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","North West (England)","50","40","[c]","[c]"
"In post","2021","Unknown","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","South East (England)","110","100","30960","33300"
"In post","2021","Unknown","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","60","60","33480","33300"
"In post","2021","Unknown","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Yorkshire and The Humber","430","410","28870","26670"
"In post","2021","Unknown","Unknown","East Midlands (England)","4520","4000","25920","27570"
"In post","2021","Unknown","Unknown","East of England","4770","4290","28380","27570"
"In post","2021","Unknown","Unknown","London","10700","10040","34490","31060"
"In post","2021","Unknown","Unknown","North East (England)","9550","8460","27110","27570"
"In post","2021","Unknown","Unknown","North West (England)","18000","16210","26980","27570"
"In post","2021","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Overseas","300","300","47010","35750"
"In post","2021","Unknown","Unknown","Scotland","20470","18940","34050","27570"
"In post","2021","Unknown","Unknown","South East (England)","6880","6230","27660","27570"
"In post","2021","Unknown","Unknown","South West (England)","6350","5580","27110","27570"
"In post","2021","Unknown","Unknown","Unknown","930","870","30720","27570"
