"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Cabinet Office (excl. agencies)","90","90","53510","54700"
"Leaver CS","2022","30-39","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Work and Pensions (excl. agencies)","290","270","28560","27570"
"Leaver CS","2022","30-39","Unknown","Department of Health and Social Care (excl. agencies)","110","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","HM Courts and Tribunals Service","100","90","22780","20970"
"Leaver CS","2022","30-39","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","HM Prison and Probation Service","490","460","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","HM Revenue and Customs (excl. agencies)","230","210","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","60","60","36400","30700"
"Leaver CS","2022","30-39","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","90","80","30940","30370"
"Leaver CS","2022","30-39","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Royal Fleet Auxiliary","60","60","34070","32700"
"Leaver CS","2022","30-39","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Scottish Prison Service","40","40","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","UK Health Security Agency","40","40","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Animal and Plant Health Agency","30","30","[c]","[c]"
"Leaver CS","2022","30-39","White","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Cabinet Office (excl. agencies)","80","70","49430","54700"
"Leaver CS","2022","30-39","White","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Crown Prosecution Service","40","40","[c]","[c]"
"Leaver CS","2022","30-39","White","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Defence Equipment and Support","100","100","33360","32590"
"Leaver CS","2022","30-39","White","Defence Science and Technology Laboratory","30","30","[c]","[c]"
"Leaver CS","2022","30-39","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","70","48750","50800"
"Leaver CS","2022","30-39","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Department for Education (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","30-39","White","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","30-39","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Department for Work and Pensions (excl. agencies)","720","680","26570","27570"
"Leaver CS","2022","30-39","White","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Driver and Vehicle Licensing Agency","70","60","25640","21840"
"Leaver CS","2022","30-39","White","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Foreign, Commonwealth and Development Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Government Legal Department","40","40","[c]","[c]"
"Leaver CS","2022","30-39","White","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","HM Courts and Tribunals Service","130","110","23870","20970"
"Leaver CS","2022","30-39","White","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","HM Prison and Probation Service","1040","990","[c]","[c]"
"Leaver CS","2022","30-39","White","HM Revenue and Customs (excl. agencies)","290","270","[c]","[c]"
"Leaver CS","2022","30-39","White","HM Treasury (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","30-39","White","Home Office","230","200","31410","25040"
"Leaver CS","2022","30-39","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Ministry of Defence (excl. agencies)","290","270","30680","27210"
"Leaver CS","2022","30-39","White","Ministry of Justice (excl. agencies)","60","50","46060","45000"
"Leaver CS","2022","30-39","White","National Crime Agency","50","50","[c]","[c]"
"Leaver CS","2022","30-39","White","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Office of Gas and Electricity Markets","50","40","[c]","[c]"
"Leaver CS","2022","30-39","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Public Health England","240","220","39890","37500"
"Leaver CS","2022","30-39","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Submarine Delivery Agency","40","30","[c]","[c]"
"Leaver CS","2022","30-39","White","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","UK Export Finance","[c]","[c]","[c]","[c]"
