"Status","Year","Responsibility_level","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","320","310","52460","49350"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Economics","80","70","56170","54600"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Finance","140","140","55320","53620"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Human Resources","110","100","54080","52290"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Operational Delivery","160","160","54140","52290"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Planning","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Policy","800","770","55340","53870"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Project Delivery","130","120","54170","53200"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Property","90","90","54250","53200"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Science and Engineering","220","210","54110","53200"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Veterinarian","120","120","55810","54730"
"In post","2021","G6/G7","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Communications","50","50","54240","51980"
"In post","2021","G6/G7","Department for International Trade","Digital, Data and Technology","50","50","56710","55080"
"In post","2021","G6/G7","Department for International Trade","Economics","70","70","54050","51970"
"In post","2021","G6/G7","Department for International Trade","Finance","40","40","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Human Resources","50","50","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","International Trade","580","570","55570","53160"
"In post","2021","G6/G7","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Other","50","50","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Policy","80","80","55070","51970"
"In post","2021","G6/G7","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Commercial","60","60","60730","57290"
"In post","2021","G6/G7","Department for Transport","Communications","60","60","57950","54760"
"In post","2021","G6/G7","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Digital, Data and Technology","200","200","61510","58850"
"In post","2021","G6/G7","Department for Transport","Economics","90","80","58050","54760"
"In post","2021","G6/G7","Department for Transport","Finance","140","140","58310","55210"
"In post","2021","G6/G7","Department for Transport","Human Resources","70","70","56980","54760"
"In post","2021","G6/G7","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Medicine","40","40","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Operational Delivery","130","120","60920","58320"
"In post","2021","G6/G7","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Other","110","110","75000","77220"
"In post","2021","G6/G7","Department for Transport","Policy","470","460","57620","54760"
"In post","2021","G6/G7","Department for Transport","Project Delivery","240","240","58760","55360"
"In post","2021","G6/G7","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Science and Engineering","30","30","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Security","50","50","57830","54760"
"In post","2021","G6/G7","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Statistics","40","40","[c]","[c]"
"In post","2021","G6/G7","Department for Transport","Unknown","60","50","58900","55380"
"In post","2021","G6/G7","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Operational Delivery","300","290","62890","59630"
"In post","2021","G6/G7","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Science and Engineering","100","80","58910","57510"
"In post","2021","G6/G7","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department for Work and Pensions","Unknown","2760","2650","56700","54070"
"In post","2021","G6/G7","Department of Health and Social Care","Commercial","60","60","56220","53360"
"In post","2021","G6/G7","Department of Health and Social Care","Communications","100","100","58790","55150"
"In post","2021","G6/G7","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department of Health and Social Care","Digital, Data and Technology","120","110","57440","53830"
"In post","2021","G6/G7","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department of Health and Social Care","Finance","120","120","58360","56220"
"In post","2021","G6/G7","Department of Health and Social Care","Human Resources","90","80","57080","53860"
"In post","2021","G6/G7","Department of Health and Social Care","Intelligence Analysis","190","180","57640","53360"
"In post","2021","G6/G7","Department of Health and Social Care","Knowledge and Information Management","170","150","56020","53830"
"In post","2021","G6/G7","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department of Health and Social Care","Medicine","100","90","62660","66580"
"In post","2021","G6/G7","Department of Health and Social Care","Operational Delivery","960","910","57960","54290"
"In post","2021","G6/G7","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department of Health and Social Care","Other","110","110","58350","54470"
"In post","2021","G6/G7","Department of Health and Social Care","Policy","750","730","57800","53480"
"In post","2021","G6/G7","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department of Health and Social Care","Science and Engineering","730","690","59180","54230"
"In post","2021","G6/G7","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Department of Health and Social Care","Statistics","40","40","[c]","[c]"
"In post","2021","G6/G7","Department of Health and Social Care","Unknown","70","70","57260","53360"
"In post","2021","G6/G7","ESTYN","Inspector of Education and Training","60","60","74480","74730"
"In post","2021","G6/G7","ESTYN","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","ESTYN","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Operational Delivery","30","30","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Policy","50","40","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Commercial","50","50","59410","56300"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Communications","50","40","[c]","[c]"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Digital, Data and Technology","70","70","58590","57180"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Economics","120","110","58290","57910"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Finance","70","70","58110","57710"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Human Resources","90","90","60740","58470"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Intelligence Analysis","60","60","60570","58600"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Legal","90","70","62840","61010"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Medicine","40","30","[c]","[c]"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Operational Delivery","90","90","56820","55610"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Operational Research","40","30","[c]","[c]"
