"Status","Year","Profession_of_post","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","Undeclared","SEO/HEO","350","330","38570","37660"
"In post","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","AA/AO","220","200","20300","19570"
"In post","2022","Property","Unknown","EO","350","330","27260","26880"
"In post","2022","Property","Unknown","G6/G7","190","190","57930","56900"
"In post","2022","Property","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","SEO/HEO","520","500","38160","37640"
"In post","2022","Psychology","Heterosexual / straight","AA/AO","50","50","21580","21550"
"In post","2022","Psychology","Heterosexual / straight","EO","310","300","26760","26850"
"In post","2022","Psychology","Heterosexual / straight","G6/G7","80","80","67470","65520"
"In post","2022","Psychology","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Heterosexual / straight","SEO/HEO","690","660","37230","33020"
"In post","2022","Psychology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","LGBO","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Psychology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","SEO/HEO","50","50","37220","32360"
"In post","2022","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","EO","70","70","29060","27380"
"In post","2022","Psychology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","SEO/HEO","110","100","37790","35660"
"In post","2022","Science and Engineering","Heterosexual / straight","AA/AO","720","700","21880","22180"
"In post","2022","Science and Engineering","Heterosexual / straight","EO","1290","1270","26040","26370"
"In post","2022","Science and Engineering","Heterosexual / straight","G6/G7","1550","1480","56750","55140"
"In post","2022","Science and Engineering","Heterosexual / straight","SCS","60","60","96370","93100"
"In post","2022","Science and Engineering","Heterosexual / straight","SEO/HEO","4170","3990","37640","38070"
"In post","2022","Science and Engineering","Heterosexual / straight","Unknown","610","610","41280","39860"
"In post","2022","Science and Engineering","LGBO","AA/AO","50","50","21880","22010"
"In post","2022","Science and Engineering","LGBO","EO","90","80","26240","26370"
"In post","2022","Science and Engineering","LGBO","G6/G7","60","60","57770","57480"
"In post","2022","Science and Engineering","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","LGBO","SEO/HEO","240","230","35800","36330"
"In post","2022","Science and Engineering","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Undeclared","AA/AO","110","110","22280","22300"
"In post","2022","Science and Engineering","Undeclared","EO","250","240","28050","28150"
"In post","2022","Science and Engineering","Undeclared","G6/G7","300","280","57660","56480"
"In post","2022","Science and Engineering","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Undeclared","SEO/HEO","800","760","38110","39110"
"In post","2022","Science and Engineering","Undeclared","Unknown","90","90","43850","43180"
"In post","2022","Science and Engineering","Unknown","AA/AO","220","210","21300","22080"
"In post","2022","Science and Engineering","Unknown","EO","350","330","25160","25460"
"In post","2022","Science and Engineering","Unknown","G6/G7","1230","1170","54530","52430"
"In post","2022","Science and Engineering","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","SEO/HEO","1630","1580","35680","38070"
"In post","2022","Science and Engineering","Unknown","Unknown","70","70","36820","32710"
"In post","2022","Security","Heterosexual / straight","AA/AO","3990","3890","26340","22460"
"In post","2022","Security","Heterosexual / straight","EO","790","770","33320","29080"
"In post","2022","Security","Heterosexual / straight","G6/G7","340","330","58930","57680"
"In post","2022","Security","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heterosexual / straight","SEO/HEO","1330","1300","39290","37450"
"In post","2022","Security","Heterosexual / straight","Unknown","150","140","32470","29680"
"In post","2022","Security","LGBO","AA/AO","160","160","27890","25000"
"In post","2022","Security","LGBO","EO","40","40","[c]","[c]"
"In post","2022","Security","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","SEO/HEO","70","70","37770","36190"
"In post","2022","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","AA/AO","540","520","29490","25630"
"In post","2022","Security","Undeclared","EO","120","120","36710","39190"
"In post","2022","Security","Undeclared","G6/G7","50","50","59600","58060"
"In post","2022","Security","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","SEO/HEO","220","210","41280","39540"
"In post","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA/AO","900","890","28370","25540"
"In post","2022","Security","Unknown","EO","100","100","32680","28500"
"In post","2022","Security","Unknown","G6/G7","100","100","59100","56780"
"In post","2022","Security","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO/HEO","290","290","38770","37450"
"In post","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Heterosexual / straight","G6/G7","280","260","57310","55980"
"In post","2022","Social Research","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Heterosexual / straight","SEO/HEO","620","590","36540","37610"
"In post","2022","Social Research","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","LGBO","SEO/HEO","90","80","35080","33710"
"In post","2022","Social Research","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","SEO/HEO","50","50","36360","38020"
"In post","2022","Social Research","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","EO","30","30","[c]","[c]"
"In post","2022","Social Research","Unknown","G6/G7","50","40","[c]","[c]"
"In post","2022","Social Research","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","SEO/HEO","110","100","36980","38340"
"In post","2022","Statistics","Heterosexual / straight","AA/AO","40","30","[c]","[c]"
"In post","2022","Statistics","Heterosexual / straight","EO","160","160","28250","28350"
"In post","2022","Statistics","Heterosexual / straight","G6/G7","590","560","58660","59220"
"In post","2022","Statistics","Heterosexual / straight","SCS","40","40","[c]","[c]"
"In post","2022","Statistics","Heterosexual / straight","SEO/HEO","870","840","37570","37930"
"In post","2022","Statistics","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","LGBO","G6/G7","50","50","[c]","[c]"
"In post","2022","Statistics","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","LGBO","SEO/HEO","110","100","36090","36320"
"In post","2022","Statistics","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","G6/G7","50","50","[c]","[c]"
"In post","2022","Statistics","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","SEO/HEO","100","90","37100","36840"
"In post","2022","Statistics","Unknown","AA/AO","40","40","[c]","[c]"
"In post","2022","Statistics","Unknown","EO","50","40","[c]","[c]"
"In post","2022","Statistics","Unknown","G6/G7","90","90","55430","53450"
"In post","2022","Statistics","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","SEO/HEO","180","180","37280","37210"
"In post","2022","Tax","Heterosexual / straight","AA/AO","1500","1400","21360","21250"
"In post","2022","Tax","Heterosexual / straight","EO","2610","2460","27410","26820"
"In post","2022","Tax","Heterosexual / straight","G6/G7","2080","1990","59470","55210"
"In post","2022","Tax","Heterosexual / straight","SCS","60","60","81620","78000"
"In post","2022","Tax","Heterosexual / straight","SEO/HEO","5260","5020","36210","33370"
"In post","2022","Tax","LGBO","AA/AO","170","170","21360","21250"
"In post","2022","Tax","LGBO","EO","240","240","26940","26820"
"In post","2022","Tax","LGBO","G6/G7","140","140","58050","55210"
"In post","2022","Tax","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Tax","LGBO","SEO/HEO","320","310","35210","33370"
"In post","2022","Tax","Undeclared","AA/AO","100","100","21660","21250"
"In post","2022","Tax","Undeclared","EO","280","250","28000","26820"
"In post","2022","Tax","Undeclared","G6/G7","320","300","59940","55410"
"In post","2022","Tax","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Undeclared","SEO/HEO","650","610","36720","35980"
"In post","2022","Tax","Unknown","AA/AO","1630","1510","21330","21250"
"In post","2022","Tax","Unknown","EO","1680","1600","27340","26820"
"In post","2022","Tax","Unknown","G6/G7","470","440","59440","55210"
"In post","2022","Tax","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Unknown","SEO/HEO","2090","2010","35740","33370"
"In post","2022","Unknown","Heterosexual / straight","AA/AO","2360","2230","22850","21830"
"In post","2022","Unknown","Heterosexual / straight","EO","3190","3080","28080","27500"
"In post","2022","Unknown","Heterosexual / straight","G6/G7","4650","4520","61340","61190"
"In post","2022","Unknown","Heterosexual / straight","SCS","730","710","94570","83230"
"In post","2022","Unknown","Heterosexual / straight","SEO/HEO","6860","6670","38130","37300"
"In post","2022","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","AA/AO","250","240","22500","21260"
"In post","2022","Unknown","LGBO","EO","320","320","27450","27230"
"In post","2022","Unknown","LGBO","G6/G7","420","410","59610","57190"
"In post","2022","Unknown","LGBO","SCS","40","40","[c]","[c]"
"In post","2022","Unknown","LGBO","SEO/HEO","650","640","36960","36130"
"In post","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA/AO","160","150","22790","22110"
"In post","2022","Unknown","Undeclared","EO","230","230","27910","27500"
"In post","2022","Unknown","Undeclared","G6/G7","480","470","60760","58600"
"In post","2022","Unknown","Undeclared","SCS","70","70","92540","88300"
"In post","2022","Unknown","Undeclared","SEO/HEO","590","570","37910","37300"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","2070","1940","23490","23230"
"In post","2022","Unknown","Unknown","EO","1690","1630","28320","27230"
"In post","2022","Unknown","Unknown","G6/G7","2550","2490","62890","62120"
"In post","2022","Unknown","Unknown","SCS","380","370","103270","95640"
"In post","2022","Unknown","Unknown","SEO/HEO","4540","4450","34940","33080"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Heterosexual / straight","G6/G7","90","90","54100","54310"
"In post","2022","Veterinarian","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Heterosexual / straight","SEO/HEO","170","170","39490","37510"
"In post","2022","Veterinarian","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Veterinarian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","SEO/HEO","70","60","37070","36940"
"Leaver CS","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
