"Status","Year","Region_ITL2","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Northern Ireland","Unknown","20-29","250","250","24380","21250"
"In post","2022","Northern Ireland","Unknown","30-39","330","310","28310","26590"
"In post","2022","Northern Ireland","Unknown","40-49","260","250","29910","26590"
"In post","2022","Northern Ireland","Unknown","50-59","240","230","31190","26820"
"In post","2022","Northern Ireland","Unknown","60-64","40","30","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","20-29","210","210","25500","21300"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","30-39","380","350","28930","27370"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","40-49","610","560","29430","27570"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","50-59","980","860","28830","26820"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","60-64","350","260","26370","22080"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","65+","70","60","24780","22080"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","20-29","1990","1950","26920","26590"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","30-39","3270","3050","30920","27570"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","40-49","4000","3700","32700","27570"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","50-59","4310","3900","31580","27570"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","60-64","1450","1090","27530","22080"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","65+","330","240","25900","22080"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","20-29","90","80","27470","26820"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","30-39","240","230","31540","27570"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","40-49","250","230","30930","27570"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","50-59","330","300","31080","26860"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","60-64","90","80","30300","27190"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","16-19","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","20-29","940","920","26510","26590"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","30-39","1050","990","30090","26820"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","40-49","930","850","31530","26820"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","50-59","900","780","29200","22080"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","60-64","340","260","26460","22080"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","65+","80","50","24440","22080"
"In post","2022","Outer London - East and North East","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","20-29","60","60","29770","31060"
"In post","2022","Outer London - East and North East","Declared disabled","30-39","60","50","30900","31060"
"In post","2022","Outer London - East and North East","Declared disabled","40-49","110","100","32300","31060"
"In post","2022","Outer London - East and North East","Declared disabled","50-59","220","210","31280","31060"
"In post","2022","Outer London - East and North East","Declared disabled","60-64","70","60","29770","30780"
"In post","2022","Outer London - East and North East","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","20-29","470","470","29370","31060"
"In post","2022","Outer London - East and North East","Declared non-disabled","30-39","590","560","32190","31060"
"In post","2022","Outer London - East and North East","Declared non-disabled","40-49","580","540","32400","31060"
"In post","2022","Outer London - East and North East","Declared non-disabled","50-59","830","780","32540","31060"
"In post","2022","Outer London - East and North East","Declared non-disabled","60-64","260","210","31180","31060"
"In post","2022","Outer London - East and North East","Declared non-disabled","65+","100","70","29060","28310"
"In post","2022","Outer London - East and North East","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","30-39","50","50","32190","31060"
"In post","2022","Outer London - East and North East","Undeclared","40-49","60","60","32530","31060"
"In post","2022","Outer London - East and North East","Undeclared","50-59","110","100","32940","32560"
"In post","2022","Outer London - East and North East","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","20-29","190","190","28500","29020"
"In post","2022","Outer London - East and North East","Unknown","30-39","90","90","31860","31060"
"In post","2022","Outer London - East and North East","Unknown","40-49","60","60","31460","31060"
"In post","2022","Outer London - East and North East","Unknown","50-59","50","40","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","20-29","100","100","32880","31020"
"In post","2022","Outer London - South","Declared disabled","30-39","150","150","40120","35070"
"In post","2022","Outer London - South","Declared disabled","40-49","250","240","38550","35060"
"In post","2022","Outer London - South","Declared disabled","50-59","500","470","38290","33700"
"In post","2022","Outer London - South","Declared disabled","60-64","140","130","35170","30600"
"In post","2022","Outer London - South","Declared disabled","65+","60","50","32640","29370"
"In post","2022","Outer London - South","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared non-disabled","20-29","820","820","34340","31060"
"In post","2022","Outer London - South","Declared non-disabled","30-39","1490","1430","39150","35200"
"In post","2022","Outer London - South","Declared non-disabled","40-49","1940","1840","42030","37610"
"In post","2022","Outer London - South","Declared non-disabled","50-59","2680","2570","39760","35070"
"In post","2022","Outer London - South","Declared non-disabled","60-64","730","650","36850","31060"
"In post","2022","Outer London - South","Declared non-disabled","65+","280","240","31910","28760"
"In post","2022","Outer London - South","Undeclared","20-29","30","30","[c]","[c]"
"In post","2022","Outer London - South","Undeclared","30-39","100","90","40680","36650"
"In post","2022","Outer London - South","Undeclared","40-49","150","140","41040","37450"
"In post","2022","Outer London - South","Undeclared","50-59","260","250","40930","35200"
"In post","2022","Outer London - South","Undeclared","60-64","60","50","36890","31810"
"In post","2022","Outer London - South","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Unknown","20-29","650","650","32830","30600"
"In post","2022","Outer London - South","Unknown","30-39","470","460","40380","37580"
"In post","2022","Outer London - South","Unknown","40-49","390","380","43520","37930"
"In post","2022","Outer London - South","Unknown","50-59","390","380","42260","37930"
"In post","2022","Outer London - South","Unknown","60-64","100","90","38380","38000"
"In post","2022","Outer London - South","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Declared disabled","20-29","90","80","28850","29250"
"In post","2022","Outer London - West and North West","Declared disabled","30-39","130","120","33070","31060"
"In post","2022","Outer London - West and North West","Declared disabled","40-49","180","170","32780","31060"
"In post","2022","Outer London - West and North West","Declared disabled","50-59","310","290","33200","31060"
"In post","2022","Outer London - West and North West","Declared disabled","60-64","120","100","31970","30500"
"In post","2022","Outer London - West and North West","Declared disabled","65+","60","50","32100","30460"
"In post","2022","Outer London - West and North West","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Declared non-disabled","20-29","980","960","30250","30930"
"In post","2022","Outer London - West and North West","Declared non-disabled","30-39","1320","1270","33200","31060"
"In post","2022","Outer London - West and North West","Declared non-disabled","40-49","1470","1380","35370","31060"
"In post","2022","Outer London - West and North West","Declared non-disabled","50-59","1720","1620","34430","31060"
"In post","2022","Outer London - West and North West","Declared non-disabled","60-64","580","500","31970","30610"
"In post","2022","Outer London - West and North West","Declared non-disabled","65+","290","220","30290","28650"
"In post","2022","Outer London - West and North West","Undeclared","20-29","30","30","[c]","[c]"
"In post","2022","Outer London - West and North West","Undeclared","30-39","60","60","33580","31060"
"In post","2022","Outer London - West and North West","Undeclared","40-49","130","130","35010","31850"
"In post","2022","Outer London - West and North West","Undeclared","50-59","200","190","34690","31520"
"In post","2022","Outer London - West and North West","Undeclared","60-64","40","40","[c]","[c]"
"In post","2022","Outer London - West and North West","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Unknown","20-29","340","330","29350","28650"
"In post","2022","Outer London - West and North West","Unknown","30-39","270","260","32820","31020"
"In post","2022","Outer London - West and North West","Unknown","40-49","290","280","40950","35370"
"In post","2022","Outer London - West and North West","Unknown","50-59","330","310","40040","34630"
"In post","2022","Outer London - West and North West","Unknown","60-64","110","100","44130","32090"
"In post","2022","Outer London - West and North West","Unknown","65+","50","50","44220","31870"
"In post","2022","Overseas","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Declared disabled","30-39","80","80","48810","51500"
"In post","2022","Overseas","Declared disabled","40-49","70","70","48050","53470"
"In post","2022","Overseas","Declared disabled","50-59","60","60","49320","40580"
"In post","2022","Overseas","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Declared non-disabled","20-29","220","220","34230","32750"
"In post","2022","Overseas","Declared non-disabled","30-39","620","620","45710","47040"
"In post","2022","Overseas","Declared non-disabled","40-49","720","710","52890","54470"
"In post","2022","Overseas","Declared non-disabled","50-59","640","640","51810","50420"
"In post","2022","Overseas","Declared non-disabled","60-64","130","130","56990","53580"
"In post","2022","Overseas","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","30-39","40","40","[c]","[c]"
"In post","2022","Overseas","Undeclared","40-49","40","40","[c]","[c]"
"In post","2022","Overseas","Undeclared","50-59","50","50","49800","48570"
"In post","2022","Overseas","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","20-29","80","80","39250","38090"
