"Status","Year","Organisation","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Legal","210","200","31530","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Operational Delivery","4420","3920","25890","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Other","60","50","41540","33710"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Project Delivery","210","200","44630","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Tax","2170","2040","33450","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Scotland","Unknown","340","320","29400","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Digital, Data and Technology","130","130","41310","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Finance","140","130","36790","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Legal","220","210","33050","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Operational Delivery","920","790","25980","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Other","30","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Project Delivery","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Tax","550","490","35580","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Unknown","130","130","33730","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Digital, Data and Technology","50","50","40350","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Legal","170","160","33790","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Operational Delivery","350","330","29600","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Tax","570","540","42650","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Unknown","180","180","36110","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Legal","180","170","31080","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Operational Delivery","1940","1760","27010","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Project Delivery","80","80","45960","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Tax","1760","1680","32550","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Wales","Unknown","340","330","29930","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Digital, Data and Technology","290","280","45000","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Finance","60","60","46680","41290"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Legal","190","180","32530","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Operational Delivery","1610","1490","27880","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Policy","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Project Delivery","210","210","45510","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Security","50","50","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Tax","1510","1430","36000","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Unknown","440","430","33720","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Digital, Data and Technology","260","250","39120","33430"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Finance","80","80","32800","31000"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Legal","240","220","33290","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Operational Delivery","2080","1870","27260","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Other","50","50","43260","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Project Delivery","130","120","45680","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
