"Status","Year","Organisation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Registers of Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Male","Digital, Data and Technology","50","50","41320","36780"
"In post","2021","Registers of Scotland","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Male","Operational Delivery","450","440","30970","30080"
"In post","2021","Registers of Scotland","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Revenue Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Female","Other","160","160","33120","32700"
"In post","2021","Royal Fleet Auxiliary","Male","Other","1670","1670","38060","34460"
"In post","2021","Rural Payments Agency","Female","Operational Delivery","1170","1010","25370","22430"
"In post","2021","Rural Payments Agency","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Female","Project Delivery","70","60","38490","35900"
"In post","2021","Rural Payments Agency","Male","Operational Delivery","860","830","26200","24920"
"In post","2021","Rural Payments Agency","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Male","Project Delivery","80","70","37370","36520"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Unknown","50","50","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Female","Operational Delivery","1110","980","26520","22820"
"In post","2021","Scottish Courts and Tribunals Service","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Male","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Male","Operational Delivery","490","460","27010","22820"
"In post","2021","Scottish Courts and Tribunals Service","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Female","Unknown","100","90","30690","29650"
"In post","2021","Scottish Forestry","Male","Unknown","100","90","39880","37530"
"In post","2021","Scottish Government (excl. agencies)","Female","Unknown","4300","4040","42560","38540"
"In post","2021","Scottish Government (excl. agencies)","Male","Unknown","3520","3450","43750","39110"
"In post","2021","Scottish Housing Regulator","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Female","Commercial","40","30","[c]","[c]"
"In post","2021","Scottish Prison Service","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Female","Finance","60","50","32480","25870"
"In post","2021","Scottish Prison Service","Female","Human Resources","80","70","32380","30930"
"In post","2021","Scottish Prison Service","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Female","Operational Delivery","1000","950","29570","28410"
"In post","2021","Scottish Prison Service","Female","Other","270","240","29080","25870"
"In post","2021","Scottish Prison Service","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Female","Psychology","60","60","37340","33650"
"In post","2021","Scottish Prison Service","Male","Commercial","50","50","[c]","[c]"
"In post","2021","Scottish Prison Service","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Male","Operational Delivery","2430","2270","32120","33650"
"In post","2021","Scottish Prison Service","Male","Other","400","370","33390","30930"
"In post","2021","Scottish Prison Service","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Female","Unknown","160","130","28590","26160"
"In post","2021","Scottish Public Pensions Agency","Male","Unknown","130","130","30910","26160"
"In post","2021","Serious Fraud Office","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Counter Fraud","110","110","42550","35480"
"In post","2021","Serious Fraud Office","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Legal","40","40","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Other","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Counter Fraud","170","170","47030","41140"
"In post","2021","Serious Fraud Office","Male","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Other","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Female","Unknown","660","620","30650","26160"
"In post","2021","Social Security Scotland","Male","Unknown","480","480","32930","28170"
"In post","2021","Standards and Testing Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Female","Operational Delivery","60","60","44160","42100"
"In post","2021","Standards and Testing Agency","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Male","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Standards and Testing Agency","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Female","Unknown","130","120","28540","24910"
"In post","2021","Student Awards Agency for Scotland","Male","Unknown","110","110","31230","27150"
"In post","2021","Submarine Delivery Agency","Female","Commercial","70","70","37150","33680"
"In post","2021","Submarine Delivery Agency","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Female","Finance","70","70","40470","39860"
