"Status","Year","Sex","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Intelligence Analysis","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Legal","170","150","54030","55000"
"Leaver CS","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Medicine","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Grants Management","40","40","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Legal","90","80","28770","22820"
"Leaver CS","2021","Male","Operational Delivery","No function","3560","3250","30040","25420"
"Leaver CS","2021","Male","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Unknown","320","280","28590","26000"
"Leaver CS","2021","Male","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Research","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","No function","70","60","44450","34850"
"Leaver CS","2021","Male","Other","Project Delivery","90","80","31610","25340"
"Leaver CS","2021","Male","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","Unknown","680","660","30240","29930"
"Leaver CS","2021","Male","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","No function","270","260","47470","40050"
"Leaver CS","2021","Male","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Unknown","120","110","47800","41010"
"Leaver CS","2021","Male","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Project Delivery","210","200","43320","39960"
"Leaver CS","2021","Male","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Property","270","240","32870","29690"
"Leaver CS","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Science and Engineering","No function","220","210","32490","28650"
"Leaver CS","2021","Male","Science and Engineering","Project Delivery","140","130","35710","33990"
"Leaver CS","2021","Male","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Science and Engineering","Unknown","100","90","30970","26020"
"Leaver CS","2021","Male","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Security","330","320","30120","26610"
"Leaver CS","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","No function","220","200","46940","33730"
"Leaver CS","2021","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Property","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","4560","4010","30120","27570"
"Leaver CS","2021","Male","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","70","60","46360","40020"
"Leaver CS","2022","Female","Commercial","Commercial","160","120","36320","34800"
"Leaver CS","2022","Female","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Communications","190","160","38820","34770"
"Leaver CS","2022","Female","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Counter Fraud","150","110","27920","27570"
"Leaver CS","2022","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Digital, Data & Technology","360","310","38160","34290"
"Leaver CS","2022","Female","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Female","Economics","Analysis","70","60","[c]","[c]"
"Leaver CS","2022","Female","Economics","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Finance","230","170","37360","33000"
"Leaver CS","2022","Female","Finance","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Unknown","80","70","32460","29200"
"Leaver CS","2022","Female","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Human Resources","360","320","35580","31460"
"Leaver CS","2022","Female","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inspector of Education and Training","No function","80","80","62030","51360"
"Leaver CS","2022","Female","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","No function","50","40","[c]","[c]"
