"Status","Year","Sex","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Policy","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Home Office","30","30","[c]","[c]"
"Leaver CS","2021","Female","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Ministry of Defence","120","110","33380","31460"
"Leaver CS","2021","Female","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","HM Revenue and Customs","80","70","30400","26450"
"Leaver CS","2021","Female","Property","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2021","Female","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Psychology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Psychology","Ministry of Justice","90","80","[c]","[c]"
"Leaver CS","2021","Female","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Department of Health and Social Care","220","190","31770","29470"
"Leaver CS","2021","Female","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Ministry of Defence","50","50","29860","27380"
"Leaver CS","2021","Female","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cabinet Office","180","170","43000","33250"
"Leaver CS","2021","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Work and Pensions","2760","2240","26140","26120"
"Leaver CS","2021","Female","Unknown","Department of Health and Social Care","100","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","HM Revenue and Customs","3330","2680","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Home Office","270","220","28280","24700"
"Leaver CS","2021","Female","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Ministry of Justice","180","150","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Scottish Government","240","210","38400","32140"
"Leaver CS","2021","Female","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
