"Status","Year","Region_ITL2","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Wales","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Tax","Female","830","780","31720","28920"
"In post","2022","East Wales","Tax","Male","930","900","33300","33080"
"In post","2022","East Wales","Unknown","Female","210","200","32690","31210"
"In post","2022","East Wales","Unknown","Male","220","210","32050","26820"
"In post","2022","East Wales","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","Female","40","30","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","Male","40","40","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Intelligence Analysis","Female","40","30","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Legal","Female","40","30","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Operational Delivery","Female","2060","1800","26580","26610"
"In post","2022","East Yorkshire and Northern Lincolnshire","Operational Delivery","Male","1810","1720","28810","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Other","Female","150","130","24310","21830"
"In post","2022","East Yorkshire and Northern Lincolnshire","Other","Male","330","320","26920","26670"
"In post","2022","East Yorkshire and Northern Lincolnshire","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Property","Female","40","40","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Property","Male","60","60","39900","34000"
"In post","2022","East Yorkshire and Northern Lincolnshire","Psychology","Female","60","60","32340","29060"
"In post","2022","East Yorkshire and Northern Lincolnshire","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Security","Male","50","50","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Commercial","Female","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","Commercial","Male","60","60","36580","33730"
"In post","2022","Eastern Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Counter Fraud","Female","90","80","26700","27570"
"In post","2022","Eastern Scotland","Counter Fraud","Male","60","60","27100","27570"
"In post","2022","Eastern Scotland","Digital, Data and Technology","Female","100","100","38440","37250"
"In post","2022","Eastern Scotland","Digital, Data and Technology","Male","220","210","38900","35000"
"In post","2022","Eastern Scotland","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Finance","Female","120","120","36200","33190"
"In post","2022","Eastern Scotland","Finance","Male","70","70","34990","33300"
"In post","2022","Eastern Scotland","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Human Resources","Female","160","150","35280","32730"
"In post","2022","Eastern Scotland","Human Resources","Male","60","60","37740","36360"
"In post","2022","Eastern Scotland","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Legal","Female","220","210","51110","52520"
"In post","2022","Eastern Scotland","Legal","Male","100","100","53810","53490"
"In post","2022","Eastern Scotland","Medicine","Female","30","30","[c]","[c]"
"In post","2022","Eastern Scotland","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Operational Delivery","Female","4310","3860","27250","26900"
"In post","2022","Eastern Scotland","Operational Delivery","Male","3420","3250","29700","27570"
"In post","2022","Eastern Scotland","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Other","Female","500","460","29830","26900"
"In post","2022","Eastern Scotland","Other","Male","480","460","32920","29900"
"In post","2022","Eastern Scotland","Policy","Female","70","60","43710","38650"
"In post","2022","Eastern Scotland","Policy","Male","50","40","[c]","[c]"
"In post","2022","Eastern Scotland","Project Delivery","Female","80","80","44510","40180"
"In post","2022","Eastern Scotland","Project Delivery","Male","120","110","47250","45000"
"In post","2022","Eastern Scotland","Property","Female","60","60","32820","33000"
"In post","2022","Eastern Scotland","Property","Male","100","100","37600","33690"
"In post","2022","Eastern Scotland","Psychology","Female","40","40","[c]","[c]"
"In post","2022","Eastern Scotland","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Science and Engineering","Male","70","70","32000","25970"
"In post","2022","Eastern Scotland","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Security","Male","80","70","27900","20310"
"In post","2022","Eastern Scotland","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Tax","Female","490","460","31630","28920"
"In post","2022","Eastern Scotland","Tax","Male","580","570","32300","28920"
"In post","2022","Eastern Scotland","Unknown","Female","4950","4670","41670","36130"
"In post","2022","Eastern Scotland","Unknown","Male","4030","3960","42300","38040"
"In post","2022","Eastern Scotland","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Counter Fraud","Female","70","60","30220","29290"
"In post","2022","Essex","Counter Fraud","Male","40","40","[c]","[c]"
"In post","2022","Essex","Digital, Data and Technology","Female","60","60","39570","40180"
"In post","2022","Essex","Digital, Data and Technology","Male","180","180","37430","35140"
"In post","2022","Essex","Finance","Female","50","50","31060","29060"
"In post","2022","Essex","Finance","Male","30","30","[c]","[c]"
"In post","2022","Essex","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Legal","Female","110","100","49040","53050"
"In post","2022","Essex","Legal","Male","30","30","[c]","[c]"
"In post","2022","Essex","Medicine","Female","40","30","[c]","[c]"
"In post","2022","Essex","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Operational Delivery","Female","2350","2100","28310","27370"
"In post","2022","Essex","Operational Delivery","Male","1490","1420","29880","29090"
"In post","2022","Essex","Other","Female","130","120","26270","24250"
"In post","2022","Essex","Other","Male","80","70","27490","26670"
"In post","2022","Essex","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Policy","Female","40","30","[c]","[c]"
"In post","2022","Essex","Policy","Male","30","30","[c]","[c]"
"In post","2022","Essex","Project Delivery","Female","50","50","41350","40520"
"In post","2022","Essex","Project Delivery","Male","30","30","[c]","[c]"
"In post","2022","Essex","Property","Female","50","40","[c]","[c]"
"In post","2022","Essex","Property","Male","60","60","31260","27000"
"In post","2022","Essex","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Security","Male","70","70","31670","25680"
"In post","2022","Essex","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Statistics","Male","[c]","[c]","[c]","[c]"
