"Status","Year","Profession_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Heterosexual / straight","150","130","57930","55610"
"Leaver CS","2021","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Unknown","70","60","60500","55610"
"Leaver CS","2021","Legal","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Heterosexual / straight","60","50","42570","43460"
"Leaver CS","2021","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Medicine","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SCS","Heterosexual / straight","30","20","[c]","[c]"
"Leaver CS","2021","Medicine","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SEO/HEO","Heterosexual / straight","50","50","38490","37890"
"Leaver CS","2021","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","Heterosexual / straight","2740","2430","20670","20650"
"Leaver CS","2021","Operational Delivery","AA/AO","LGBO","180","170","20460","19940"
"Leaver CS","2021","Operational Delivery","AA/AO","Undeclared","450","380","20730","20420"
"Leaver CS","2021","Operational Delivery","AA/AO","Unknown","1840","1660","20640","20650"
"Leaver CS","2021","Operational Delivery","EO","Heterosexual / straight","730","650","27010","26700"
"Leaver CS","2021","Operational Delivery","EO","LGBO","40","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","Undeclared","180","150","27610","26780"
"Leaver CS","2021","Operational Delivery","EO","Unknown","330","300","27920","26410"
"Leaver CS","2021","Operational Delivery","G6/G7","Heterosexual / straight","160","150","60020","56870"
"Leaver CS","2021","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","Unknown","70","70","58820","57000"
"Leaver CS","2021","Operational Delivery","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","SEO/HEO","Heterosexual / straight","510","460","37510","35990"
"Leaver CS","2021","Operational Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","SEO/HEO","Undeclared","120","100","38690","37370"
"Leaver CS","2021","Operational Delivery","SEO/HEO","Unknown","200","190","36920","34880"
"Leaver CS","2021","Operational Delivery","Unknown","Heterosexual / straight","420","360","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","110","100","[c]","[c]"
"Leaver CS","2021","Operational Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","Heterosexual / straight","340","320","20670","20920"
"Leaver CS","2021","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","Undeclared","60","60","20860","20920"
"Leaver CS","2021","Other","AA/AO","Unknown","70","70","21310","20810"
"Leaver CS","2021","Other","EO","Heterosexual / straight","290","280","27460","27580"
"Leaver CS","2021","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","EO","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Other","EO","Unknown","90","90","25850","26930"
"Leaver CS","2021","Other","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","Heterosexual / straight","200","190","35920","35740"
"Leaver CS","2021","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","Unknown","80","80","34600","35210"
"Leaver CS","2021","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","150","150","35110","32400"
"Leaver CS","2021","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Policy","EO","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","EO","Unknown","70","70","23200","24920"
"Leaver CS","2021","Policy","G6/G7","Heterosexual / straight","140","130","59520","57600"
"Leaver CS","2021","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","G6/G7","Unknown","90","80","57420","55060"
"Leaver CS","2021","Policy","SCS","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Policy","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Heterosexual / straight","160","150","37300","37350"
"Leaver CS","2021","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Unknown","90","90","36010","35040"
"Leaver CS","2021","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Heterosexual / straight","70","70","58910","55860"
"Leaver CS","2021","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Heterosexual / straight","160","150","36430","36210"
"Leaver CS","2021","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Heterosexual / straight","40","40","[c]","[c]"
