"Status","Year","Function_of_post","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Communications","Declared non-disabled","180","170","42020","40050"
"In post","2022","No function","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Unknown","50","50","[c]","[c]"
"In post","2022","No function","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Declared non-disabled","110","110","42540","41000"
"In post","2022","No function","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","Declared non-disabled","290","280","49460","52500"
"In post","2022","No function","Economics","Undeclared","40","40","[c]","[c]"
"In post","2022","No function","Economics","Unknown","40","40","[c]","[c]"
"In post","2022","No function","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","Declared non-disabled","100","100","48300","49860"
"In post","2022","No function","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Geography","Declared non-disabled","250","240","31930","33290"
"In post","2022","No function","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Geography","Unknown","130","120","30470","29130"
"In post","2022","No function","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","No function","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","Declared disabled","60","60","62130","51360"
"In post","2022","No function","Inspector of Education and Training","Declared non-disabled","740","730","65690","70500"
"In post","2022","No function","Inspector of Education and Training","Unknown","70","60","59270","51360"
"In post","2022","No function","Intelligence Analysis","Declared disabled","50","50","29430","27380"
"In post","2022","No function","Intelligence Analysis","Declared non-disabled","300","290","30870","28350"
"In post","2022","No function","Intelligence Analysis","Undeclared","70","70","31090","28960"
"In post","2022","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","International Trade","Declared disabled","130","130","47380","43820"
"In post","2022","No function","International Trade","Declared non-disabled","870","860","48120","47980"
"In post","2022","No function","International Trade","Undeclared","50","40","[c]","[c]"
"In post","2022","No function","International Trade","Unknown","590","580","46060","40520"
"In post","2022","No function","Knowledge and Information Management","Declared disabled","100","100","36160","34200"
"In post","2022","No function","Knowledge and Information Management","Declared non-disabled","580","550","35240","31990"
"In post","2022","No function","Knowledge and Information Management","Undeclared","40","30","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","Unknown","100","100","37870","33290"
"In post","2022","No function","Legal","Declared disabled","130","120","43490","42860"
"In post","2022","No function","Legal","Declared non-disabled","940","840","45560","44780"
"In post","2022","No function","Legal","Undeclared","100","90","46570","44780"
"In post","2022","No function","Legal","Unknown","170","170","36360","34260"
"In post","2022","No function","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicine","Declared non-disabled","320","280","78200","83320"
"In post","2022","No function","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicine","Unknown","230","210","92160","87600"
"In post","2022","No function","Operational Delivery","Declared disabled","26710","23880","27750","27570"
"In post","2022","No function","Operational Delivery","Declared non-disabled","132400","120780","28540","27570"
"In post","2022","No function","Operational Delivery","Undeclared","12770","11640","29120","27570"
"In post","2022","No function","Operational Delivery","Unknown","33200","30970","29260","26780"
"In post","2022","No function","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","Declared non-disabled","240","230","45740","47010"
"In post","2022","No function","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Declared disabled","1120","1030","29570","27570"
"In post","2022","No function","Other","Declared non-disabled","5200","4910","32110","27570"
"In post","2022","No function","Other","Undeclared","290","280","30180","27570"
"In post","2022","No function","Other","Unknown","890","830","37160","31990"
"In post","2022","No function","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Declared non-disabled","110","110","46640","41650"
"In post","2022","No function","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Declared non-disabled","270","240","56300","58810"
"In post","2022","No function","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Unknown","70","60","56070","58810"
"In post","2022","No function","Policy","Declared disabled","2260","2200","44590","40050"
"In post","2022","No function","Policy","Declared non-disabled","16010","15560","47830","44540"
"In post","2022","No function","Policy","Undeclared","1290","1270","46540","42470"
"In post","2022","No function","Policy","Unknown","3990","3910","44380","40050"
"In post","2022","No function","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Declared non-disabled","380","370","45520","41830"
"In post","2022","No function","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Unknown","60","60","45040","50820"
"In post","2022","No function","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Declared disabled","120","120","32490","29750"
"In post","2022","No function","Psychology","Declared non-disabled","1110","1070","36300","31180"
"In post","2022","No function","Psychology","Undeclared","130","120","37050","31180"
"In post","2022","No function","Psychology","Unknown","160","150","32780","29750"
"In post","2022","No function","Science and Engineering","Declared disabled","430","410","36260","32670"
"In post","2022","No function","Science and Engineering","Declared non-disabled","5030","4820","40190","38070"
"In post","2022","No function","Science and Engineering","Undeclared","230","220","35510","32350"
"In post","2022","No function","Science and Engineering","Unknown","980","920","45230","42000"
"In post","2022","No function","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","No function","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Tax","Declared disabled","1040","970","37010","33370"
"In post","2022","No function","Tax","Declared non-disabled","7800","7410","37710","33370"
"In post","2022","No function","Tax","Undeclared","620","580","40280","35980"
"In post","2022","No function","Tax","Unknown","3490","3320","31220","28920"
"In post","2022","No function","Unknown","Declared disabled","490","480","40890","34550"
"In post","2022","No function","Unknown","Declared non-disabled","3580","3500","41810","34550"
"In post","2022","No function","Unknown","Undeclared","220","220","40610","34550"
"In post","2022","No function","Unknown","Unknown","3480","3430","34490","29250"
"In post","2022","No function","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Veterinarian","Declared non-disabled","300","290","43720","39920"
"In post","2022","No function","Veterinarian","Undeclared","40","40","[c]","[c]"
"In post","2022","No function","Veterinarian","Unknown","40","30","[c]","[c]"
"In post","2022","Project Delivery","Commercial","Declared disabled","70","70","38380","34150"
"In post","2022","Project Delivery","Commercial","Declared non-disabled","540","520","38320","36960"
"In post","2022","Project Delivery","Commercial","Undeclared","50","50","43330","42010"
"In post","2022","Project Delivery","Commercial","Unknown","90","80","41140","37400"
"In post","2022","Project Delivery","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","Declared non-disabled","140","130","47070","47010"
"In post","2022","Project Delivery","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Project Delivery","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","Unknown","40","40","[c]","[c]"
"In post","2022","Project Delivery","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Finance","Declared non-disabled","180","170","45900","42800"
"In post","2022","Project Delivery","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","Declared non-disabled","60","50","75040","75480"
"In post","2022","Project Delivery","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
