"Status","Year","Sexual_orientation","Parent_department","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Crown Prosecution Service","180","160","42580","38760"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Government Legal Department","70","60","51400","51250"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office","Cabinet Office (excl. agencies)","140","130","47890","38700"
"Leaver CS","2021","Heterosexual / straight","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Competition and Markets Authority","Competition and Markets Authority","70","70","51530","46160"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","130","120","48590","43080"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Department for Education (excl. agencies)","180","170","44210","40510"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Education and Skills Funding Agency","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for International Trade","Department for International Trade","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Department for Transport (excl. agencies)","60","50","43060","35430"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Driver and Vehicle Licensing Agency","150","120","22760","21590"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Driver and Vehicle Standards Agency","110","90","29490","26780"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Maritime and Coastguard Agency","70","60","37960","35040"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","2340","2010","26310","25110"
"Leaver CS","2021","Heterosexual / straight","Department for Work and Pensions","Health and Safety Executive","70","60","42570","38260"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Public Health England","530","480","39770","32650"
"Leaver CS","2021","Heterosexual / straight","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Food Standards Agency","Food Standards Agency","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","FCDO Services","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Land Registry","HM Land Registry","140","110","31140","27130"
"Leaver CS","2021","Heterosexual / straight","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Revenue and Customs","Valuation Office Agency","130","100","31060","26000"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","HM Treasury (excl. agencies)","60","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Home Office","Home Office (incl. agencies)","960","830","30120","25350"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Defence Equipment and Support","340","320","35870","32560"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Defence Science and Technology Laboratory","140","130","31880","28650"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Ministry of Defence (excl. agencies)","1610","1510","31210","28750"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Submarine Delivery Agency","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","UK Hydrographic Office","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","43330","39600"
"Leaver CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","HM Courts and Tribunals Service","790","670","23890","20100"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","HM Prison and Probation Service","2320","2130","37140","31650"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Legal Aid Agency","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Ministry of Justice (excl. agencies)","120","110","39700","34130"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Office of the Public Guardian","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","National Crime Agency","National Crime Agency","120","120","45040","43030"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","100","90","53030","51360"
"Leaver CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Government","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Government","Crown Office and Procurator Fiscal Service","70","60","30070","22220"
"Leaver CS","2021","Heterosexual / straight","Scottish Government","Disclosure Scotland","[c]","[c]","[c]","[c]"
