"Status","Year","Sex","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Thurrock","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Tower Hamlets","London","210","200","47840","42080"
"Leaver CS","2021","Male","Tyneside","North East (England)","340","310","27080","21010"
"Leaver CS","2021","Male","Unknown","Unknown","360","360","41480","32700"
"Leaver CS","2021","Male","Wakefield","Yorkshire and The Humber","50","50","[c]","[c]"
"Leaver CS","2021","Male","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wandsworth","London","40","40","[c]","[c]"
"Leaver CS","2021","Male","Warrington","North West (England)","60","50","[c]","[c]"
"Leaver CS","2021","Male","Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Cumbria","North West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Male","West Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Lothian","Scotland","60","50","[c]","[c]"
"Leaver CS","2021","Male","West Northamptonshire","East Midlands (England)","90","80","[c]","[c]"
"Leaver CS","2021","Male","West Surrey","South East (England)","70","70","29600","27160"
"Leaver CS","2021","Male","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Sussex (South West)","South East (England)","60","50","[c]","[c]"
"Leaver CS","2021","Male","Westminster","London","1230","1090","46820","40220"
"Leaver CS","2021","Male","Wiltshire","South West (England)","230","220","34820","32680"
"Leaver CS","2021","Male","Wirral","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wolverhampton","West Midlands (England)","50","50","[c]","[c]"
"Leaver CS","2021","Male","Worcestershire","West Midlands (England)","90","90","[c]","[c]"
"Leaver CS","2021","Male","York","Yorkshire and The Humber","60","60","41630","36310"
"Leaver CS","2021","Unknown","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Manchester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Monmouthshire and Newport","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Sheffield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Tower Hamlets","London","80","70","47320","40450"
"Leaver CS","2021","Unknown","Westminster","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Aberdeen City and Aberdeenshire","Scotland","70","60","30360","27570"
"Leaver CS","2022","Female","Angus and Dundee City","Scotland","140","120","26340","21260"
"Leaver CS","2022","Female","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Barking & Dagenham and Havering","London","40","40","[c]","[c]"
"Leaver CS","2022","Female","Barnet","London","120","110","36520","32330"
"Leaver CS","2022","Female","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","160","130","25290","21260"
"Leaver CS","2022","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","400","360","34010","28840"
"Leaver CS","2022","Female","Bedford","East of England","80","80","[c]","[c]"
"Leaver CS","2022","Female","Belfast","Northern Ireland","80","70","[c]","[c]"
"Leaver CS","2022","Female","Berkshire","South East (England)","140","130","30630","29290"
"Leaver CS","2022","Female","Bexley and Greenwich","London","100","100","30190","31060"
"Leaver CS","2022","Female","Birmingham","West Midlands (England)","600","520","34140","27570"
"Leaver CS","2022","Female","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Blackpool","North West (England)","240","200","26220","21260"
"Leaver CS","2022","Female","Bournemouth, Christchurch and Poole","South West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Female","Bradford","Yorkshire and The Humber","170","130","25010","26120"
"Leaver CS","2022","Female","Breckland and South Norfolk","East of England","40","30","[c]","[c]"
"Leaver CS","2022","Female","Brent","London","60","50","[c]","[c]"
"Leaver CS","2022","Female","Bridgend and Neath Port Talbot","Wales","30","20","[c]","[c]"
"Leaver CS","2022","Female","Brighton and Hove","South East (England)","50","40","[c]","[c]"
"Leaver CS","2022","Female","Bristol, City of","South West (England)","330","300","32120","26540"
"Leaver CS","2022","Female","Bromley","London","50","40","[c]","[c]"
"Leaver CS","2022","Female","Buckinghamshire","South East (England)","110","100","28620","27570"
"Leaver CS","2022","Female","Caithness and Sutherland, and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Calderdale and Kirklees","Yorkshire and The Humber","110","90","25920","26120"
"Leaver CS","2022","Female","Cambridgeshire CC","East of England","250","220","36630","30190"
"Leaver CS","2022","Female","Camden and City of London","London","90","80","31680","24310"
"Leaver CS","2022","Female","Cardiff and Vale of Glamorgan","Wales","420","350","32180","26120"
"Leaver CS","2022","Female","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Central Hampshire","South East (England)","150","140","32610","29230"
"Leaver CS","2022","Female","Central Valleys","Wales","80","70","27840","27570"
"Leaver CS","2022","Female","Cheshire East","North West (England)","70","70","[c]","[c]"
"Leaver CS","2022","Female","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Chorley and West Lancashire","North West (England)","60","50","[c]","[c]"
"Leaver CS","2022","Female","City of Edinburgh","Scotland","450","410","37500","31540"
"Leaver CS","2022","Female","Clackmannanshire and Fife","Scotland","80","70","26630","27570"
"Leaver CS","2022","Female","Conwy and Denbighshire","Wales","30","30","[c]","[c]"
"Leaver CS","2022","Female","Cornwall and Isles of Scilly","South West (England)","110","90","26440","21260"
"Leaver CS","2022","Female","Coventry","West Midlands (England)","100","90","36340","27570"
"Leaver CS","2022","Female","Croydon","London","330","300","34360","29800"
"Leaver CS","2022","Female","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Derby","East Midlands (England)","70","60","25850","21260"
"Leaver CS","2022","Female","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Devon CC","South West (England)","220","190","27180","24180"
"Leaver CS","2022","Female","Dorset","South West (England)","100","90","27360","26670"
"Leaver CS","2022","Female","Dudley","West Midlands (England)","70","50","24410","21260"
"Leaver CS","2022","Female","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Durham","North East (England)","240","200","25870","22010"
"Leaver CS","2022","Female","Ealing","London","30","30","[c]","[c]"
"Leaver CS","2022","Female","East Ayrshire and North Ayrshire mainland","Scotland","40","30","[c]","[c]"
"Leaver CS","2022","Female","East Cumbria","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Female","East Derbyshire","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","80","70","28370","26900"
"Leaver CS","2022","Female","East Kent","South East (England)","130","110","28010","25120"
"Leaver CS","2022","Female","East Lancashire","North West (England)","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Merseyside","North West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Female","East Riding of Yorkshire","Yorkshire and The Humber","60","60","[c]","[c]"
"Leaver CS","2022","Female","East Surrey","South East (England)","100","80","43010","39400"
"Leaver CS","2022","Female","East Sussex CC","South East (England)","130","110","23680","21260"
"Leaver CS","2022","Female","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Essex Haven Gateway","East of England","70","60","27920","29290"
"Leaver CS","2022","Female","Essex Thames Gateway","East of England","70","60","26820","27200"
"Leaver CS","2022","Female","Falkirk","Scotland","70","60","24380","21260"
"Leaver CS","2022","Female","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Flintshire and Wrexham","Wales","130","120","25790","21260"
"Leaver CS","2022","Female","Glasgow City","Scotland","350","300","29210","25000"
"Leaver CS","2022","Female","Gloucestershire CC","South West (England)","80","60","30270","27570"
"Leaver CS","2022","Female","Greater Manchester North East","North West (England)","60","50","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester North West","North West (England)","100","80","24240","21260"
"Leaver CS","2022","Female","Greater Manchester South East","North West (England)","80","70","23770","21260"
"Leaver CS","2022","Female","Greater Manchester South West","North West (England)","260","230","28340","25220"
"Leaver CS","2022","Female","Gwent Valleys","Wales","30","30","[c]","[c]"
"Leaver CS","2022","Female","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hackney and Newham","London","220","190","32880","31060"
"Leaver CS","2022","Female","Haringey and Islington","London","120","110","28010","31060"
"Leaver CS","2022","Female","Harrow and Hillingdon","London","120","100","30480","30380"
"Leaver CS","2022","Female","Hartlepool and Stockton-on-Tees","North East (England)","70","50","[c]","[c]"
"Leaver CS","2022","Female","Heart of Essex","East of England","120","100","35360","29290"
"Leaver CS","2022","Female","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Hertfordshire CC","East of England","160","150","33060","29290"
"Leaver CS","2022","Female","Hounslow and Richmond upon Thames","London","180","160","29120","28460"
"Leaver CS","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","30","20","[c]","[c]"
"Leaver CS","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","60","50","26580","24020"
"Leaver CS","2022","Female","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Isle of Wight","South East (England)","40","30","[c]","[c]"
"Leaver CS","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","London","70","60","[c]","[c]"
"Leaver CS","2022","Female","Kent Thames Gateway","South East (England)","90","80","[c]","[c]"
"Leaver CS","2022","Female","Kingston upon Hull, City of","Yorkshire and The Humber","80","70","25600","25480"
"Leaver CS","2022","Female","Lambeth","London","570","520","41130","36330"
"Leaver CS","2022","Female","Lancaster and Wyre","North West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Female","Leeds","Yorkshire and The Humber","730","590","30940","27570"
"Leaver CS","2022","Female","Leicester","East Midlands (England)","240","200","24810","21260"
"Leaver CS","2022","Female","Leicestershire CC and Rutland","East Midlands (England)","150","140","31630","24920"
"Leaver CS","2022","Female","Lewisham and Southwark","London","240","220","44980","41030"
"Leaver CS","2022","Female","Lincolnshire CC","East Midlands (England)","130","120","26670","26670"
"Leaver CS","2022","Female","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Liverpool","North West (England)","430","360","28130","25040"
"Leaver CS","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Luton","East of England","50","40","[c]","[c]"
"Leaver CS","2022","Female","Manchester","North West (England)","330","290","33260","27370"
"Leaver CS","2022","Female","Medway","South East (England)","80","70","[c]","[c]"
"Leaver CS","2022","Female","Merton, Kingston upon Thames and Sutton","London","50","50","[c]","[c]"
"Leaver CS","2022","Female","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Mid Kent","South East (England)","80","70","[c]","[c]"
"Leaver CS","2022","Female","Mid Lancashire","North West (England)","250","200","26600","21960"
"Leaver CS","2022","Female","Milton Keynes","South East (England)","130","110","32350","27570"
"Leaver CS","2022","Female","Monmouthshire and Newport","Wales","180","150","28040","23880"
"Leaver CS","2022","Female","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","North and North East Lincolnshire","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2022","Female","North and West Norfolk","East of England","30","30","[c]","[c]"
"Leaver CS","2022","Female","North Hampshire","South East (England)","50","50","[c]","[c]"
"Leaver CS","2022","Female","North Lanarkshire","Scotland","150","110","24540","21640"
"Leaver CS","2022","Female","North Northamptonshire","East Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2022","Female","North Nottinghamshire","East Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2022","Female","North Yorkshire CC","Yorkshire and The Humber","100","80","29560","27570"
"Leaver CS","2022","Female","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Norwich and East Norfolk","East of England","100","90","[c]","[c]"
"Leaver CS","2022","Female","Nottingham","East Midlands (England)","280","250","26830","23720"
"Leaver CS","2022","Female","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Overseas","Overseas","60","60","[c]","[c]"
"Leaver CS","2022","Female","Oxfordshire CC","South East (England)","220","200","28260","23280"
"Leaver CS","2022","Female","Perth and Kinross, and Stirling","Scotland","50","40","[c]","[c]"
"Leaver CS","2022","Female","Peterborough","East of England","80","70","26950","23620"
"Leaver CS","2022","Female","Plymouth","South West (England)","110","90","28840","26350"
"Leaver CS","2022","Female","Portsmouth","South East (England)","180","150","28310","26350"
"Leaver CS","2022","Female","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Redbridge and Waltham Forest","London","70","60","28950","31060"
"Leaver CS","2022","Female","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Sefton","North West (England)","220","180","28250","25310"
"Leaver CS","2022","Female","Sheffield","Yorkshire and The Humber","240","210","30440","27370"
"Leaver CS","2022","Female","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Shropshire","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2022","Female","Solihull","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Female","Somerset CC","South West (England)","110","90","28390","26410"
"Leaver CS","2022","Female","South and West Derbyshire","East Midlands (England)","80","70","[c]","[c]"
