"Status","Year","Region_ITL2","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Dorset and Somerset","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Property","Declared non-disabled","70","70","35520","33300"
"In post","2022","Dorset and Somerset","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Security","Declared non-disabled","110","110","24750","21170"
"In post","2022","Dorset and Somerset","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Unknown","Declared disabled","70","70","28460","26050"
"In post","2022","Dorset and Somerset","Unknown","Declared non-disabled","510","490","27680","25510"
"In post","2022","Dorset and Somerset","Unknown","Undeclared","50","50","28140","26540"
"In post","2022","Dorset and Somerset","Unknown","Unknown","90","90","33030","25190"
"In post","2022","East Anglia","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Analysis","Declared non-disabled","240","230","33200","30220"
"In post","2022","East Anglia","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Analysis","Unknown","80","80","39530","37280"
"In post","2022","East Anglia","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Commercial","Declared non-disabled","100","100","39630","37300"
"In post","2022","East Anglia","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Commercial","Unknown","80","80","47690","40250"
"In post","2022","East Anglia","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Communications","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","East Anglia","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Counter Fraud","Declared disabled","60","50","28710","27570"
"In post","2022","East Anglia","Counter Fraud","Declared non-disabled","280","260","29030","27570"
"In post","2022","East Anglia","Counter Fraud","Undeclared","40","40","[c]","[c]"
"In post","2022","East Anglia","Counter Fraud","Unknown","100","90","27640","26820"
"In post","2022","East Anglia","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Digital, Data & Technology","Declared disabled","50","40","[c]","[c]"
"In post","2022","East Anglia","Digital, Data & Technology","Declared non-disabled","230","220","33190","31990"
"In post","2022","East Anglia","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Digital, Data & Technology","Unknown","50","50","36020","31760"
"In post","2022","East Anglia","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Finance","Declared non-disabled","120","110","35820","32130"
"In post","2022","East Anglia","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Grants Management","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","East Anglia","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Human Resources","Declared non-disabled","150","140","34290","31180"
"In post","2022","East Anglia","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Legal","Declared non-disabled","100","90","39350","33730"
"In post","2022","East Anglia","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","No function","Declared disabled","940","850","28820","27570"
"In post","2022","East Anglia","No function","Declared non-disabled","5110","4720","29610","27570"
"In post","2022","East Anglia","No function","Undeclared","670","620","30710","31370"
"In post","2022","East Anglia","No function","Unknown","760","710","30280","26190"
"In post","2022","East Anglia","Project Delivery","Declared disabled","40","40","[c]","[c]"
"In post","2022","East Anglia","Project Delivery","Declared non-disabled","270","260","37790","35900"
"In post","2022","East Anglia","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Project Delivery","Unknown","40","30","[c]","[c]"
"In post","2022","East Anglia","Property","Declared disabled","50","40","[c]","[c]"
"In post","2022","East Anglia","Property","Declared non-disabled","290","280","35560","33300"
"In post","2022","East Anglia","Property","Undeclared","30","30","[c]","[c]"
"In post","2022","East Anglia","Property","Unknown","70","70","30580","26980"
"In post","2022","East Anglia","Security","Declared disabled","70","70","34710","33300"
"In post","2022","East Anglia","Security","Declared non-disabled","470","460","34360","33300"
"In post","2022","East Anglia","Security","Undeclared","60","60","35160","33300"
"In post","2022","East Anglia","Security","Unknown","100","100","34750","33300"
"In post","2022","East Anglia","Unknown","Declared disabled","160","150","25060","21680"
"In post","2022","East Anglia","Unknown","Declared non-disabled","1310","1220","26310","21830"
"In post","2022","East Anglia","Unknown","Undeclared","130","120","26780","24880"
"In post","2022","East Anglia","Unknown","Unknown","270","260","27470","23270"
"In post","2022","East Wales","Analysis","Declared disabled","120","110","36180","36440"
"In post","2022","East Wales","Analysis","Declared non-disabled","740","700","38110","36840"
"In post","2022","East Wales","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Analysis","Unknown","420","410","36160","36840"
"In post","2022","East Wales","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Commercial","Declared non-disabled","80","80","36450","32450"
"In post","2022","East Wales","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Commercial","Unknown","60","60","40720","38980"
"In post","2022","East Wales","Communications","Declared disabled","70","60","32690","29430"
"In post","2022","East Wales","Communications","Declared non-disabled","500","480","31600","26820"
"In post","2022","East Wales","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Communications","Unknown","270","260","30090","26820"
"In post","2022","East Wales","Counter Fraud","Declared disabled","60","50","32800","28070"
"In post","2022","East Wales","Counter Fraud","Declared non-disabled","400","370","31370","28310"
"In post","2022","East Wales","Counter Fraud","Undeclared","50","50","29940","27960"
"In post","2022","East Wales","Counter Fraud","Unknown","130","120","28840","26820"
"In post","2022","East Wales","Debt","Declared disabled","40","40","[c]","[c]"
"In post","2022","East Wales","Debt","Declared non-disabled","220","210","24770","21250"
"In post","2022","East Wales","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Debt","Unknown","110","110","23190","21250"
"In post","2022","East Wales","Digital, Data & Technology","Declared disabled","80","70","40240","36840"
"In post","2022","East Wales","Digital, Data & Technology","Declared non-disabled","640","620","41840","39650"
"In post","2022","East Wales","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"In post","2022","East Wales","Digital, Data & Technology","Unknown","370","360","40650","36950"
"In post","2022","East Wales","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Finance","Declared non-disabled","160","150","37500","33170"
"In post","2022","East Wales","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Finance","Unknown","40","40","[c]","[c]"
"In post","2022","East Wales","Human Resources","Declared disabled","60","50","36770","33160"
"In post","2022","East Wales","Human Resources","Declared non-disabled","340","310","36600","32700"
"In post","2022","East Wales","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Human Resources","Unknown","60","60","34410","30210"
"In post","2022","East Wales","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Legal","Declared disabled","30","30","[c]","[c]"
"In post","2022","East Wales","Legal","Declared non-disabled","270","250","40700","40520"
"In post","2022","East Wales","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Legal","Unknown","90","80","42090","48080"
"In post","2022","East Wales","No function","Declared disabled","1030","940","28840","26820"
"In post","2022","East Wales","No function","Declared non-disabled","6440","6010","30670","27570"
"In post","2022","East Wales","No function","Undeclared","550","520","30600","28170"
"In post","2022","East Wales","No function","Unknown","2010","1880","27460","24030"
"In post","2022","East Wales","Project Delivery","Declared disabled","40","40","[c]","[c]"
"In post","2022","East Wales","Project Delivery","Declared non-disabled","290","270","45830","40180"
"In post","2022","East Wales","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Project Delivery","Unknown","100","90","42480","40180"
"In post","2022","East Wales","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Property","Declared non-disabled","250","230","35950","33300"
"In post","2022","East Wales","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Property","Unknown","40","40","[c]","[c]"
"In post","2022","East Wales","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Security","Declared non-disabled","130","130","28440","24030"
"In post","2022","East Wales","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Security","Unknown","40","30","[c]","[c]"
"In post","2022","East Wales","Unknown","Declared disabled","300","280","37080","30830"
"In post","2022","East Wales","Unknown","Declared non-disabled","3530","3330","40910","38160"
"In post","2022","East Wales","Unknown","Undeclared","140","130","38250","33190"
"In post","2022","East Wales","Unknown","Unknown","320","310","35570","28650"
"In post","2022","East Yorkshire and Northern Lincolnshire","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","Declared non-disabled","80","70","28150","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Legal","Declared non-disabled","60","50","43410","48080"
"In post","2022","East Yorkshire and Northern Lincolnshire","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","No function","Declared disabled","440","390","27160","27380"
