"Status","Year","Sex","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Undeclared","Unknown","290","220","26580","26510"
"Leaver CS","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Communications","50","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Legal","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Operational Delivery","1040","960","24630","21590"
"Leaver CS","2021","Female","Unknown","Other","90","90","31060","27600"
"Leaver CS","2021","Female","Unknown","Policy","130","130","39190","32960"
"Leaver CS","2021","Female","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Property","50","40","28300","24800"
"Leaver CS","2021","Female","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","1620","1350","30640","27570"
"Leaver CS","2021","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Commercial","70","60","37960","35050"
"Leaver CS","2021","Female","White","Communications","70","60","38060","34490"
"Leaver CS","2021","Female","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Digital, Data and Technology","80","70","39750","36740"
"Leaver CS","2021","Female","White","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Finance","80","80","36940","32430"
"Leaver CS","2021","Female","White","Human Resources","140","130","37070","32490"
"Leaver CS","2021","Female","White","Inspector of Education and Training","40","40","[c]","[c]"
"Leaver CS","2021","Female","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Knowledge and Information Management","60","50","33100","28540"
"Leaver CS","2021","Female","White","Legal","160","130","52370","51510"
"Leaver CS","2021","Female","White","Medicine","130","100","48100","37890"
"Leaver CS","2021","Female","White","Operational Delivery","2610","2220","26740","22020"
"Leaver CS","2021","Female","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Other","420","380","26910","21580"
"Leaver CS","2021","Female","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Policy","220","210","47620","42360"
"Leaver CS","2021","Female","White","Project Delivery","140","130","38370","33300"
"Leaver CS","2021","Female","White","Property","80","60","31180","26500"
"Leaver CS","2021","Female","White","Psychology","60","50","[c]","[c]"
"Leaver CS","2021","Female","White","Science and Engineering","190","170","32690","29750"
"Leaver CS","2021","Female","White","Security","40","40","[c]","[c]"
"Leaver CS","2021","Female","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Unknown","4710","3690","27780","26120"
"Leaver CS","2021","Female","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Operational Delivery","130","110","27080","23600"
"Leaver CS","2021","Male","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Unknown","240","230","26920","25120"
"Leaver CS","2021","Male","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Operational Delivery","90","90","[c]","[c]"
"Leaver CS","2021","Male","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Unknown","90","80","28630","25120"
"Leaver CS","2021","Male","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
