"Status","Year","Ethnicity","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","East of England","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Operational Delivery","460","440","28790","28200"
"In post","2022","Black","East of England","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Other","30","30","[c]","[c]"
"In post","2022","Black","East of England","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Commercial","100","100","40140","37770"
"In post","2022","Black","London","Communications","100","100","39400","37320"
"In post","2022","Black","London","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Counter Fraud","220","200","30000","31060"
"In post","2022","Black","London","Digital, Data and Technology","330","330","42910","41380"
"In post","2022","Black","London","Economics","50","50","[c]","[c]"
"In post","2022","Black","London","Finance","300","290","41730","39320"
"In post","2022","Black","London","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Human Resources","260","250","38100","35060"
"In post","2022","Black","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Black","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","International Trade","60","60","41540","38160"
"In post","2022","Black","London","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Black","London","Legal","350","340","50630","51250"
"In post","2022","Black","London","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Operational Delivery","5600","5340","31230","31060"
"In post","2022","Black","London","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Other","500","490","32000","31060"
"In post","2022","Black","London","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Policy","1110","1100","40770","37560"
"In post","2022","Black","London","Project Delivery","350","340","42410","39000"
"In post","2022","Black","London","Property","100","100","40420","36930"
"In post","2022","Black","London","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Science and Engineering","90","90","39910","40070"
"In post","2022","Black","London","Security","90","90","33600","30730"
"In post","2022","Black","London","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Statistics","40","40","[c]","[c]"
"In post","2022","Black","London","Tax","260","250","38180","37930"
"In post","2022","Black","London","Unknown","400","400","42020","37610"
"In post","2022","Black","London","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Operational Delivery","100","90","24990","21420"
"In post","2022","Black","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Digital, Data and Technology","80","80","37950","35660"
"In post","2022","Black","North West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Operational Delivery","500","470","26200","25310"
"In post","2022","Black","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Other","50","40","[c]","[c]"
"In post","2022","Black","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Tax","90","90","27830","26590"
"In post","2022","Black","North West (England)","Unknown","40","40","[c]","[c]"
"In post","2022","Black","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Other","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Policy","30","30","[c]","[c]"
"In post","2022","Black","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Operational Delivery","130","130","28350","25120"
"In post","2022","Black","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Other","[c]","[c]","[c]","[c]"
