"Status","Year","Organisation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Courts and Tribunals Service","Shropshire and Staffordshire","Declared non-disabled","440","400","23890","20970"
"In post","2022","HM Courts and Tribunals Service","Shropshire and Staffordshire","Undeclared","40","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Shropshire and Staffordshire","Unknown","70","60","22320","20970"
"In post","2022","HM Courts and Tribunals Service","South Yorkshire","Declared disabled","40","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","South Yorkshire","Declared non-disabled","210","180","25370","20970"
"In post","2022","HM Courts and Tribunals Service","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Surrey, East and West Sussex","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Surrey, East and West Sussex","Declared non-disabled","210","180","26770","21490"
"In post","2022","HM Courts and Tribunals Service","Surrey, East and West Sussex","Undeclared","50","50","28320","21490"
"In post","2022","HM Courts and Tribunals Service","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Tees Valley and Durham","Declared disabled","40","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Tees Valley and Durham","Declared non-disabled","210","180","26520","20970"
"In post","2022","HM Courts and Tribunals Service","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","West Central Scotland","Declared disabled","30","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","West Central Scotland","Declared non-disabled","140","130","24270","21410"
"In post","2022","HM Courts and Tribunals Service","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","West Midlands","Declared disabled","160","140","24150","21410"
"In post","2022","HM Courts and Tribunals Service","West Midlands","Declared non-disabled","770","690","25490","21410"
"In post","2022","HM Courts and Tribunals Service","West Midlands","Undeclared","70","70","23880","21410"
"In post","2022","HM Courts and Tribunals Service","West Midlands","Unknown","130","130","23420","20970"
"In post","2022","HM Courts and Tribunals Service","West Wales and The Valleys","Declared disabled","60","60","23750","20970"
"In post","2022","HM Courts and Tribunals Service","West Wales and The Valleys","Declared non-disabled","340","310","25460","20970"
"In post","2022","HM Courts and Tribunals Service","West Wales and The Valleys","Undeclared","30","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","West Wales and The Valleys","Unknown","50","50","23030","20970"
"In post","2022","HM Courts and Tribunals Service","West Yorkshire","Declared disabled","80","70","25510","20970"
"In post","2022","HM Courts and Tribunals Service","West Yorkshire","Declared non-disabled","500","430","26020","20970"
"In post","2022","HM Courts and Tribunals Service","West Yorkshire","Undeclared","40","40","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","West Yorkshire","Unknown","70","70","22820","20970"
"In post","2022","HM Crown Prosecution Service Inspectorate","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Derbyshire and Nottinghamshire","Declared disabled","60","60","31040","27130"
"In post","2022","HM Land Registry","Derbyshire and Nottinghamshire","Declared non-disabled","390","350","33480","33840"
"In post","2022","HM Land Registry","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Derbyshire and Nottinghamshire","Unknown","140","130","26970","23860"
"In post","2022","HM Land Registry","Devon","Declared disabled","100","90","31960","31740"
"In post","2022","HM Land Registry","Devon","Declared non-disabled","560","510","36520","33840"
"In post","2022","HM Land Registry","Devon","Undeclared","50","50","37310","38450"
"In post","2022","HM Land Registry","Devon","Unknown","210","200","30990","27130"
"In post","2022","HM Land Registry","Dorset and Somerset","Declared disabled","30","30","[c]","[c]"
"In post","2022","HM Land Registry","Dorset and Somerset","Declared non-disabled","180","160","30730","27130"
"In post","2022","HM Land Registry","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Dorset and Somerset","Unknown","60","60","27460","22600"
"In post","2022","HM Land Registry","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Anglia","Declared non-disabled","200","180","32210","33840"
"In post","2022","HM Land Registry","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Anglia","Unknown","60","50","24800","22600"
"In post","2022","HM Land Registry","East Yorkshire and Northern Lincolnshire","Declared disabled","40","30","[c]","[c]"
"In post","2022","HM Land Registry","East Yorkshire and Northern Lincolnshire","Declared non-disabled","240","210","30500","27130"
"In post","2022","HM Land Registry","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Yorkshire and Northern Lincolnshire","Unknown","60","60","24990","22600"
"In post","2022","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","200","170","32300","27130"
"In post","2022","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","120","110","26000","22600"
"In post","2022","HM Land Registry","Lancashire","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Land Registry","Lancashire","Declared non-disabled","260","230","31720","27130"
"In post","2022","HM Land Registry","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Lancashire","Unknown","120","120","24990","22600"
"In post","2022","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","210","190","30760","27130"
"In post","2022","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Unknown","60","60","24820","22600"
"In post","2022","HM Land Registry","Merseyside","Declared disabled","60","50","27850","27130"
"In post","2022","HM Land Registry","Merseyside","Declared non-disabled","320","280","31590","27130"
"In post","2022","HM Land Registry","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Merseyside","Unknown","130","120","26580","22600"
"In post","2022","HM Land Registry","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Outer London - South","Declared non-disabled","270","260","41880","37290"
"In post","2022","HM Land Registry","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Outer London - South","Unknown","100","100","39500","30600"
"In post","2022","HM Land Registry","Shropshire and Staffordshire","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Land Registry","Shropshire and Staffordshire","Declared non-disabled","210","190","30630","27130"
"In post","2022","HM Land Registry","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Shropshire and Staffordshire","Unknown","90","80","25500","22600"
"In post","2022","HM Land Registry","Tees Valley and Durham","Declared disabled","80","70","28470","27130"
"In post","2022","HM Land Registry","Tees Valley and Durham","Declared non-disabled","420","380","30160","27130"
"In post","2022","HM Land Registry","Tees Valley and Durham","Undeclared","40","30","[c]","[c]"
"In post","2022","HM Land Registry","Tees Valley and Durham","Unknown","190","180","25900","22600"
"In post","2022","HM Land Registry","West Midlands","Declared disabled","50","40","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands","Declared non-disabled","170","160","32390","27130"
"In post","2022","HM Land Registry","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands","Unknown","40","40","[c]","[c]"
"In post","2022","HM Land Registry","West Wales and The Valleys","Declared disabled","70","60","28200","27130"
"In post","2022","HM Land Registry","West Wales and The Valleys","Declared non-disabled","520","460","30400","27130"
"In post","2022","HM Land Registry","West Wales and The Valleys","Undeclared","30","30","[c]","[c]"
"In post","2022","HM Land Registry","West Wales and The Valleys","Unknown","160","150","26590","22600"
"In post","2022","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Declared disabled","140","130","29780","28170"
"In post","2022","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Declared non-disabled","740","710","30840","30210"
"In post","2022","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Undeclared","60","60","31180","30550"
"In post","2022","HM Prison and Probation Service","Bedfordshire and Hertfordshire","Unknown","170","160","26970","28000"
"In post","2022","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","290","280","30890","30700"
"In post","2022","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","1520","1460","31200","30700"
"In post","2022","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","300","280","33430","34250"
"In post","2022","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","Unknown","330","310","27460","28140"
"In post","2022","HM Prison and Probation Service","Cheshire","Declared disabled","130","120","29230","28200"
"In post","2022","HM Prison and Probation Service","Cheshire","Declared non-disabled","730","690","29900","27120"
"In post","2022","HM Prison and Probation Service","Cheshire","Undeclared","160","150","31000","31650"
"In post","2022","HM Prison and Probation Service","Cheshire","Unknown","190","180","24150","23170"
"In post","2022","HM Prison and Probation Service","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Cornwall and Isles of Scilly","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Cumbria","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Cumbria","Declared non-disabled","250","230","29580","27700"
"In post","2022","HM Prison and Probation Service","Cumbria","Undeclared","30","30","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Cumbria","Unknown","30","30","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Derbyshire and Nottinghamshire","Declared disabled","370","340","29790","28200"
"In post","2022","HM Prison and Probation Service","Derbyshire and Nottinghamshire","Declared non-disabled","1780","1670","29110","26890"
"In post","2022","HM Prison and Probation Service","Derbyshire and Nottinghamshire","Undeclared","250","230","30370","31650"
