"Status","Year","Function_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Heterosexual / straight","130","120","22870","22120"
"Leaver CS","2021","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Unknown","50","50","19930","19040"
"Leaver CS","2021","Project Delivery","G6/G7","Heterosexual / straight","100","90","58630","56350"
"Leaver CS","2021","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Heterosexual / straight","280","260","36260","35660"
"Leaver CS","2021","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Unknown","60","50","35240","34800"
"Leaver CS","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Heterosexual / straight","70","60","19950","19560"
"Leaver CS","2021","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Unknown","100","90","21660","20880"
"Leaver CS","2021","Property","EO","Heterosexual / straight","80","70","26210","26000"
"Leaver CS","2021","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Unknown","70","60","26730","25500"
"Leaver CS","2021","Property","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Heterosexual / straight","100","90","37630","36460"
"Leaver CS","2021","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Heterosexual / straight","190","180","27470","21720"
"Leaver CS","2021","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Unknown","90","90","25430","22650"
"Leaver CS","2021","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Heterosexual / straight","2030","1760","21250","21010"
"Leaver CS","2021","Unknown","AA/AO","LGBO","100","100","21590","21010"
"Leaver CS","2021","Unknown","AA/AO","Undeclared","250","210","21150","21010"
"Leaver CS","2021","Unknown","AA/AO","Unknown","3330","2660","21130","21010"
"Leaver CS","2021","Unknown","EO","Heterosexual / straight","1600","1390","27910","27570"
"Leaver CS","2021","Unknown","EO","LGBO","90","80","27600","27570"
"Leaver CS","2021","Unknown","EO","Undeclared","250","210","27930","27570"
"Leaver CS","2021","Unknown","EO","Unknown","2230","1820","28080","27570"
"Leaver CS","2021","Unknown","G6/G7","Heterosexual / straight","350","310","61870","60740"
"Leaver CS","2021","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Undeclared","70","60","62960","63180"
"Leaver CS","2021","Unknown","G6/G7","Unknown","590","480","61530","59090"
"Leaver CS","2021","Unknown","SCS","Heterosexual / straight","70","70","88340","81760"
"Leaver CS","2021","Unknown","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","90","60","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Heterosexual / straight","870","800","36900","36500"
"Leaver CS","2021","Unknown","SEO/HEO","LGBO","50","50","36610","36780"
"Leaver CS","2021","Unknown","SEO/HEO","Undeclared","130","110","37150","35480"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","1580","1350","36300","35930"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","510","490","35000","32400"
"Leaver CS","2022","Analysis","AA/AO","Heterosexual / straight","70","70","21820","21510"
"Leaver CS","2022","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Heterosexual / straight","110","100","36460","36580"
"Leaver CS","2022","Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Unknown","60","60","34630","33390"
"Leaver CS","2022","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Unknown","110","110","68220","67470"
"Leaver CS","2022","Commercial","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Heterosexual / straight","130","120","37420","36820"
"Leaver CS","2022","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Heterosexual / straight","110","100","38110","37510"
"Leaver CS","2022","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Unknown","70","60","38750","38230"
"Leaver CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Heterosexual / straight","60","50","21590","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Heterosexual / straight","80","60","27860","27570"
"Leaver CS","2022","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Unknown","50","40","27860","27570"
"Leaver CS","2022","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Heterosexual / straight","130","110","21390","21260"
"Leaver CS","2022","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Heterosexual / straight","60","60","21000","21170"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Heterosexual / straight","140","120","27430","26990"
"Leaver CS","2022","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Unknown","60","60","26800","26840"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Heterosexual / straight","230","220","59400","57540"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Unknown","90","90","56920","54700"
"Leaver CS","2022","Digital, Data & Technology","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","350","330","38620","38450"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Undeclared","100","70","37930","38110"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","150","150","36930","36500"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Heterosexual / straight","50","50","26710","26670"
"Leaver CS","2022","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Heterosexual / straight","60","50","59540","57450"
"Leaver CS","2022","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Heterosexual / straight","150","130","38480","37120"
"Leaver CS","2022","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","Unknown","60","60","21140","21300"
"Leaver CS","2022","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
