"Status","Year","Responsibility_level","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","20-29","3410","3340","25400","24090"
"In post","2022","Unknown","Operational Delivery","30-39","4430","4100","29040","27980"
"In post","2022","Unknown","Operational Delivery","40-49","4690","4320","32520","31420"
"In post","2022","Unknown","Operational Delivery","50-59","4690","4380","31700","28320"
"In post","2022","Unknown","Operational Delivery","60-64","1670","1440","30940","28200"
"In post","2022","Unknown","Operational Delivery","65+","580","440","31120","28200"
"In post","2022","Unknown","Operational Research","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","16-19","40","40","[c]","[c]"
"In post","2022","Unknown","Other","20-29","370","370","28250","28980"
"In post","2022","Unknown","Other","30-39","440","440","37330","34460"
"In post","2022","Unknown","Other","40-49","430","420","41190","35380"
"In post","2022","Unknown","Other","50-59","540","540","42480","37300"
"In post","2022","Unknown","Other","60-64","120","120","39790","37140"
"In post","2022","Unknown","Other","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","20-29","80","80","29660","29750"
"In post","2022","Unknown","Project Delivery","30-39","120","110","40180","39860"
"In post","2022","Unknown","Project Delivery","40-49","140","140","47010","42280"
"In post","2022","Unknown","Project Delivery","50-59","130","130","53680","54190"
"In post","2022","Unknown","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","20-29","260","260","28850","27540"
"In post","2022","Unknown","Science and Engineering","30-39","180","180","41780","40490"
"In post","2022","Unknown","Science and Engineering","40-49","110","110","50030","50000"
"In post","2022","Unknown","Science and Engineering","50-59","160","160","53920","48680"
"In post","2022","Unknown","Science and Engineering","60-64","50","40","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","30-39","30","30","[c]","[c]"
"In post","2022","Unknown","Security","40-49","60","60","34810","33950"
"In post","2022","Unknown","Security","50-59","60","60","33940","28320"
"In post","2022","Unknown","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","20-29","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Economics","20-29","60","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Medicine","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Medicine","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Medicine","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Medicine","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Medicine","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","16-19","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","20-29","1660","1620","20700","20760"
"Leaver CS","2021","AA/AO","Operational Delivery","30-39","900","840","20900","21010"
"Leaver CS","2021","AA/AO","Operational Delivery","40-49","580","530","21120","21050"
"Leaver CS","2021","AA/AO","Operational Delivery","50-59","810","720","20720","20470"
"Leaver CS","2021","AA/AO","Operational Delivery","60-64","530","420","20630","20420"
"Leaver CS","2021","AA/AO","Operational Delivery","65+","680","480","20240","20100"
"Leaver CS","2021","AA/AO","Operational Research","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","20-29","60","60","20340","20020"
"Leaver CS","2021","AA/AO","Other","30-39","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","40-49","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","50-59","100","100","20560","20920"
"Leaver CS","2021","AA/AO","Other","60-64","100","100","21220","21130"
"Leaver CS","2021","AA/AO","Other","65+","130","120","20850","20720"
"Leaver CS","2021","AA/AO","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","20-29","50","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","20-29","130","130","19700","19120"
"Leaver CS","2021","AA/AO","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","20-29","50","50","25910","25680"
"Leaver CS","2021","AA/AO","Security","30-39","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","50-59","80","80","29740","29560"
"Leaver CS","2021","AA/AO","Security","60-64","60","60","28700","21590"
"Leaver CS","2021","AA/AO","Security","65+","50","40","23970","20340"
"Leaver CS","2021","AA/AO","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","16-19","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","20-29","920","860","21650","21010"
"Leaver CS","2021","AA/AO","Unknown","30-39","590","500","21530","21010"
"Leaver CS","2021","AA/AO","Unknown","40-49","670","570","21200","21010"
"Leaver CS","2021","AA/AO","Unknown","50-59","1240","1020","21180","21010"
"Leaver CS","2021","AA/AO","Unknown","60-64","840","650","21110","21010"
"Leaver CS","2021","AA/AO","Unknown","65+","800","560","21030","21010"
"Leaver CS","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","50-59","[c]","[c]","[c]","[c]"
