"Status","Year","Parent_department","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","G6/G7","Female","30","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","SEO/HEO","Female","30","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","AA/AO","Female","190","160","22260","22220"
"Leaver CS","2021","Scottish Government","AA/AO","Male","160","150","22680","21870"
"Leaver CS","2021","Scottish Government","EO","Female","80","70","28970","29120"
"Leaver CS","2021","Scottish Government","EO","Male","150","130","31180","33650"
"Leaver CS","2021","Scottish Government","G6/G7","Female","60","50","65200","64060"
"Leaver CS","2021","Scottish Government","G6/G7","Male","60","50","63790","61010"
"Leaver CS","2021","Scottish Government","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","SEO/HEO","Female","110","90","39040","37940"
"Leaver CS","2021","Scottish Government","SEO/HEO","Male","140","130","40150","39500"
"Leaver CS","2021","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","AA/AO","Female","70","50","19330","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","AA/AO","Male","90","70","19520","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO/HEO","Female","40","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO/HEO","Male","30","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","AA/AO","Female","110","100","22220","22200"
"Leaver CS","2022","Attorney General's Departments","AA/AO","Male","40","40","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","EO","Female","60","60","27860","27350"
"Leaver CS","2022","Attorney General's Departments","EO","Male","30","30","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","G6/G7","Female","170","150","58190","55610"
"Leaver CS","2022","Attorney General's Departments","G6/G7","Male","130","120","58650","55610"
"Leaver CS","2022","Attorney General's Departments","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","Female","60","50","36910","38000"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","Male","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","AA/AO","Female","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","AA/AO","Male","50","50","20380","19600"
"Leaver CS","2022","Cabinet Office","EO","Female","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","EO","Male","50","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","G6/G7","Female","130","130","61340","59250"
"Leaver CS","2022","Cabinet Office","G6/G7","Male","180","170","63680","60640"
"Leaver CS","2022","Cabinet Office","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","SCS","Male","50","50","100410","94460"
"Leaver CS","2022","Cabinet Office","SEO/HEO","Female","140","130","35240","34640"
"Leaver CS","2022","Cabinet Office","SEO/HEO","Male","120","110","35480","34550"
"Leaver CS","2022","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Female","70","60","21610","21130"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Male","60","60","20780","20920"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","EO","Female","70","60","26440","26630"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","EO","Male","60","50","26320","24570"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Female","70","70","56520","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Male","130","130","56810","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SCS","Female","[c]","[c]","[c]","[c]"
