"Status","Year","Disability","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Unknown","90","80","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Unknown","170","160","35240","26550"
"Leaver CS","2021","Unknown","Legal","White","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Undeclared","150","130","26520","19520"
"Leaver CS","2021","Unknown","No function","Unknown","1980","1900","28890","24000"
"Leaver CS","2021","Unknown","No function","White","370","330","40250","33650"
"Leaver CS","2021","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","110","100","34000","29180"
"Leaver CS","2021","Unknown","Project Delivery","White","50","50","38890","37010"
"Leaver CS","2021","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","130","110","26810","24500"
"Leaver CS","2021","Unknown","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","100","90","26970","24610"
"Leaver CS","2021","Unknown","Security","White","50","50","28650","24300"
"Leaver CS","2021","Unknown","Unknown","Asian","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","2710","2360","31010","27570"
"Leaver CS","2021","Unknown","Unknown","White","770","630","36750","33240"
"Leaver CS","2022","Declared disabled","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","White","50","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","White","90","80","38850","35360"
"Leaver CS","2022","Declared disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","White","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","White","70","60","33440","27570"
"Leaver CS","2022","Declared disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","White","60","50","47740","53050"
"Leaver CS","2022","Declared disabled","No function","Asian","130","110","28150","27570"
"Leaver CS","2022","Declared disabled","No function","Black","100","90","30570","27570"
"Leaver CS","2022","Declared disabled","No function","Mixed","90","90","26810","26870"
"Leaver CS","2022","Declared disabled","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Undeclared","90","80","30170","27570"
"Leaver CS","2022","Declared disabled","No function","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","White","2200","1900","28540","27570"
"Leaver CS","2022","Declared disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","White","100","100","38140","34090"
"Leaver CS","2022","Declared disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","White","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","White","50","50","33350","32230"
"Leaver CS","2022","Declared disabled","Unknown","Asian","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Black","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","White","850","690","29130","25940"
"Leaver CS","2022","Declared non-disabled","Analysis","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","White","220","200","39970","36130"
"Leaver CS","2022","Declared non-disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","White","170","160","44510","38200"
"Leaver CS","2022","Declared non-disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","White","160","150","41500","37540"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","White","200","160","29880","27570"
"Leaver CS","2022","Declared non-disabled","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","White","130","110","22750","21260"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Asian","90","80","44410","39930"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","White","580","550","43000","40000"
