"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","EO","Blackpool","510","460","27440","27570"
"In post","2021","Unknown","EO","Bournemouth and Poole","60","50","27310","27570"
"In post","2021","Unknown","EO","Bradford","270","240","26650","27570"
"In post","2021","Unknown","EO","Breckland and South Norfolk","30","30","[c]","[c]"
"In post","2021","Unknown","EO","Brent","70","60","30340","31060"
"In post","2021","Unknown","EO","Bridgend and Neath Port Talbot","50","50","28230","27570"
"In post","2021","Unknown","EO","Brighton and Hove","50","40","[c]","[c]"
"In post","2021","Unknown","EO","Bristol, City of","320","290","26530","26500"
"In post","2021","Unknown","EO","Bromley","60","50","31350","31060"
"In post","2021","Unknown","EO","Buckinghamshire CC","70","60","29360","27570"
"In post","2021","Unknown","EO","Caithness and Sutherland and Ross and Cromarty","30","30","[c]","[c]"
"In post","2021","Unknown","EO","Calderdale and Kirklees","140","120","27370","27570"
"In post","2021","Unknown","EO","Cambridgeshire CC","110","100","28900","27570"
"In post","2021","Unknown","EO","Camden and City of London","230","210","30180","29570"
"In post","2021","Unknown","EO","Cardiff and Vale of Glamorgan","700","660","26340","25560"
"In post","2021","Unknown","EO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Central Hampshire","80","70","28100","27240"
"In post","2021","Unknown","EO","Central Valleys","80","70","27390","27570"
"In post","2021","Unknown","EO","Cheshire East","60","50","26950","26750"
"In post","2021","Unknown","EO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Chorley and West Lancashire","70","70","30220","27570"
"In post","2021","Unknown","EO","City of Edinburgh","710","670","29080","29140"
"In post","2021","Unknown","EO","Clackmannanshire and Fife","170","160","31430","33650"
"In post","2021","Unknown","EO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Cornwall and Isles of Scilly","130","110","27060","27570"
"In post","2021","Unknown","EO","Coventry","130","120","27200","27130"
"In post","2021","Unknown","EO","Croydon","390","370","29960","29570"
"In post","2021","Unknown","EO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Derby","70","60","27270","27570"
"In post","2021","Unknown","EO","Devon CC","420","380","26570","26750"
"In post","2021","Unknown","EO","Dorset CC","100","90","27430","27130"
"In post","2021","Unknown","EO","Dudley","130","110","27320","27570"
"In post","2021","Unknown","EO","Dumfries and Galloway","90","80","31710","33650"
"In post","2021","Unknown","EO","Durham CC","250","220","27750","27230"
"In post","2021","Unknown","EO","Ealing","80","80","31330","31060"
"In post","2021","Unknown","EO","East Ayrshire and North Ayrshire mainland","80","80","24290","27360"
"In post","2021","Unknown","EO","East Cumbria","50","40","26370","26520"
"In post","2021","Unknown","EO","East Derbyshire","40","30","[c]","[c]"
"In post","2021","Unknown","EO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","160","160","31200","33650"
"In post","2021","Unknown","EO","East Kent","220","200","28450","29290"
"In post","2021","Unknown","EO","East Lancashire","50","50","27070","27570"
"In post","2021","Unknown","EO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","East Merseyside","130","120","27620","27570"
"In post","2021","Unknown","EO","East Riding of Yorkshire","60","50","29070","27570"
"In post","2021","Unknown","EO","East Surrey","50","50","[c]","[c]"
"In post","2021","Unknown","EO","East Sussex CC","130","110","27220","27570"
"In post","2021","Unknown","EO","Enfield","60","50","31010","31060"
"In post","2021","Unknown","EO","Essex Haven Gateway","70","70","29230","29290"
"In post","2021","Unknown","EO","Essex Thames Gateway","90","70","29930","29290"
"In post","2021","Unknown","EO","Falkirk","280","250","31020","33650"
"In post","2021","Unknown","EO","Flintshire and Wrexham","90","80","27670","27570"
"In post","2021","Unknown","EO","Glasgow City","850","780","27850","27570"
"In post","2021","Unknown","EO","Gloucestershire","120","100","27650","27570"
"In post","2021","Unknown","EO","Greater Manchester North East","120","110","27650","27570"
"In post","2021","Unknown","EO","Greater Manchester North West","160","140","27520","27570"
"In post","2021","Unknown","EO","Greater Manchester South East","80","80","27290","27570"
"In post","2021","Unknown","EO","Greater Manchester South West","550","520","25710","25560"
"In post","2021","Unknown","EO","Gwent Valleys","80","80","27540","27570"
"In post","2021","Unknown","EO","Gwynedd","30","30","[c]","[c]"
"In post","2021","Unknown","EO","Hackney and Newham","300","270","30820","31060"
"In post","2021","Unknown","EO","Haringey and Islington","150","140","31320","31060"
"In post","2021","Unknown","EO","Harrow and Hillingdon","170","160","29710","30330"
"In post","2021","Unknown","EO","Hartlepool and Stockton-on-Tees","100","90","27930","27570"
"In post","2021","Unknown","EO","Heart of Essex","60","50","29020","29290"
"In post","2021","Unknown","EO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Hertfordshire","170","150","30140","29750"
"In post","2021","Unknown","EO","Hounslow and Richmond upon Thames","130","120","29470","30470"
"In post","2021","Unknown","EO","Inverclyde, East Renfrewshire and Renfrewshire","100","90","30130","28410"
"In post","2021","Unknown","EO","Inverness and Nairn and Moray, Badenoch and Strathspey","100","90","29700","29140"
"In post","2021","Unknown","EO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Isle of Wight","40","30","[c]","[c]"
"In post","2021","Unknown","EO","Kensington & Chelsea and Hammersmith & Fulham","60","60","32310","31060"
"In post","2021","Unknown","EO","Kent Thames Gateway","60","60","30690","29290"
"In post","2021","Unknown","EO","Kingston upon Hull, City of","140","120","27600","27570"
"In post","2021","Unknown","EO","Lambeth","200","190","32610","31880"
"In post","2021","Unknown","EO","Lancaster and Wyre","60","60","27570","27570"
"In post","2021","Unknown","EO","Leeds","790","750","26100","25560"
"In post","2021","Unknown","EO","Leicester","200","180","27100","27570"
"In post","2021","Unknown","EO","Leicestershire CC and Rutland","80","70","28680","27570"
"In post","2021","Unknown","EO","Lewisham and Southwark","80","70","30890","31060"
"In post","2021","Unknown","EO","Lincolnshire","110","100","27710","27570"
"In post","2021","Unknown","EO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Liverpool","380","340","26270","25720"
"In post","2021","Unknown","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","40","40","[c]","[c]"
"In post","2021","Unknown","EO","Luton","40","30","[c]","[c]"
"In post","2021","Unknown","EO","Manchester","460","430","26530","26180"
"In post","2021","Unknown","EO","Medway","70","70","31320","31520"
"In post","2021","Unknown","EO","Merton, Kingston upon Thames and Sutton","80","70","31280","31060"
"In post","2021","Unknown","EO","Mid Kent","50","50","31050","29510"
"In post","2021","Unknown","EO","Mid Lancashire","330","290","27280","27570"
"In post","2021","Unknown","EO","Milton Keynes","90","80","28250","27570"
"In post","2021","Unknown","EO","Monmouthshire and Newport","450","420","25080","23320"
"In post","2021","Unknown","EO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","North and North East Lincolnshire","80","70","27400","27570"
"In post","2021","Unknown","EO","North and West Norfolk","30","30","[c]","[c]"
"In post","2021","Unknown","EO","North Hampshire","30","30","[c]","[c]"
"In post","2021","Unknown","EO","North Lanarkshire","260","240","30160","30930"
"In post","2021","Unknown","EO","North Northamptonshire","40","40","[c]","[c]"
"In post","2021","Unknown","EO","North Nottinghamshire","50","50","27780","27570"
"In post","2021","Unknown","EO","North Yorkshire CC","90","80","27080","27570"
"In post","2021","Unknown","EO","Northumberland","40","30","[c]","[c]"
"In post","2021","Unknown","EO","Norwich and East Norfolk","100","90","27470","27570"
"In post","2021","Unknown","EO","Nottingham","600","560","26300","25560"
"In post","2021","Unknown","EO","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Oxfordshire","90","80","28510","27570"
"In post","2021","Unknown","EO","Perth and Kinross and Stirling","270","250","31640","33650"
"In post","2021","Unknown","EO","Peterborough","80","60","27080","27570"
"In post","2021","Unknown","EO","Plymouth","190","180","27520","27130"
"In post","2021","Unknown","EO","Portsmouth","150","130","26750","26670"
"In post","2021","Unknown","EO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Redbridge and Waltham Forest","150","140","30560","31060"
"In post","2021","Unknown","EO","Sandwell","70","70","27330","27570"
"In post","2021","Unknown","EO","Scottish Borders","70","60","28780","29190"
"In post","2021","Unknown","EO","Sefton","460","410","26200","26000"
"In post","2021","Unknown","EO","Sheffield","230","200","27190","27570"
"In post","2021","Unknown","EO","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Shropshire CC","50","50","27720","27570"
"In post","2021","Unknown","EO","Solihull","50","50","26460","26120"
"In post","2021","Unknown","EO","Somerset","140","120","27250","27570"
"In post","2021","Unknown","EO","South and West Derbyshire","80","70","28030","27570"
"In post","2021","Unknown","EO","South Ayrshire","40","40","[c]","[c]"
"In post","2021","Unknown","EO","South Hampshire","170","160","26010","26090"
"In post","2021","Unknown","EO","South Lanarkshire","270","230","25820","25560"
"In post","2021","Unknown","EO","South Nottinghamshire","40","30","[c]","[c]"
"In post","2021","Unknown","EO","South Teesside","100","90","27230","27570"
"In post","2021","Unknown","EO","South West Wales","80","70","26890","27570"
"In post","2021","Unknown","EO","Southampton","60","50","26790","27570"
"In post","2021","Unknown","EO","Southend-on-Sea","120","100","27020","25560"
"In post","2021","Unknown","EO","Staffordshire CC","160","140","28950","27570"
"In post","2021","Unknown","EO","Stoke-on-Trent","80","70","27280","27570"
"In post","2021","Unknown","EO","Suffolk","260","230","27170","27570"
"In post","2021","Unknown","EO","Sunderland","310","270","26710","27570"
"In post","2021","Unknown","EO","Swansea","250","220","27060","27130"
"In post","2021","Unknown","EO","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Telford and Wrekin","110","100","26610","27130"
"In post","2021","Unknown","EO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Tower Hamlets","270","260","29540","29570"
"In post","2021","Unknown","EO","Tyneside","1090","1000","26150","25560"
"In post","2021","Unknown","EO","Unknown","120","110","28020","27570"
"In post","2021","Unknown","EO","Wakefield","110","90","29250","27570"
"In post","2021","Unknown","EO","Walsall","80","70","27230","27570"
"In post","2021","Unknown","EO","Wandsworth","30","30","[c]","[c]"
"In post","2021","Unknown","EO","Warrington","130","120","31190","30640"
"In post","2021","Unknown","EO","Warwickshire","70","60","26400","27570"
"In post","2021","Unknown","EO","West Cumbria","100","90","26880","25900"
"In post","2021","Unknown","EO","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","West Lothian","40","40","[c]","[c]"
"In post","2021","Unknown","EO","West Northamptonshire","40","40","[c]","[c]"
"In post","2021","Unknown","EO","West Surrey","90","90","29280","29290"
"In post","2021","Unknown","EO","West Sussex (North East)","80","80","28850","27570"
"In post","2021","Unknown","EO","West Sussex (South West)","130","110","27270","27570"
"In post","2021","Unknown","EO","Westminster","1360","1330","28800","28500"
"In post","2021","Unknown","EO","Wiltshire","130","120","26670","26670"
"In post","2021","Unknown","EO","Wirral","190","160","27320","27570"
"In post","2021","Unknown","EO","Wolverhampton","110","100","27550","27570"
"In post","2021","Unknown","EO","Worcestershire","90","80","27460","27570"
"In post","2021","Unknown","EO","York","110","110","26410","26670"
"In post","2021","Unknown","G6/G7","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Barnet","90","80","60470","57520"
"In post","2021","Unknown","G6/G7","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","100","100","58360","54620"
"In post","2021","Unknown","G6/G7","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Belfast","30","30","[c]","[c]"
"In post","2021","Unknown","G6/G7","Berkshire","70","70","56760","54540"
"In post","2021","Unknown","G6/G7","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Birmingham","230","210","57670","54930"
"In post","2021","Unknown","G6/G7","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Blackpool","110","100","55620","52750"
"In post","2021","Unknown","G6/G7","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Bradford","40","40","[c]","[c]"
"In post","2021","Unknown","G6/G7","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Bristol, City of","220","200","56230","53490"
"In post","2021","Unknown","G6/G7","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Cambridgeshire CC","30","30","[c]","[c]"
"In post","2021","Unknown","G6/G7","Camden and City of London","140","140","68750","62860"
"In post","2021","Unknown","G6/G7","Cardiff and Vale of Glamorgan","120","110","57870","55610"
"In post","2021","Unknown","G6/G7","Central Hampshire","180","170","54200","53500"
"In post","2021","Unknown","G6/G7","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","City of Edinburgh","510","490","61380","61010"
"In post","2021","Unknown","G6/G7","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Coventry","150","150","54420","50630"
"In post","2021","Unknown","G6/G7","Croydon","180","170","63300","59960"
"In post","2021","Unknown","G6/G7","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Devon CC","540","520","52520","49000"
"In post","2021","Unknown","G6/G7","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Falkirk","[c]","[c]","[c]","[c]"
