"Status","Year","Sexual_orientation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Devon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Greater Manchester","30","30","[c]","[c]"
"In post","2022","LGBO","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Inner London - East","40","40","[c]","[c]"
"In post","2022","LGBO","Legal","Inner London - West","240","230","51730","51430"
"In post","2022","LGBO","Legal","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","West Yorkshire","30","30","[c]","[c]"
"In post","2022","LGBO","No function","Bedfordshire and Hertfordshire","130","120","30430","29290"
"In post","2022","LGBO","No function","Berkshire, Buckinghamshire and Oxfordshire","230","220","31390","29290"
"In post","2022","LGBO","No function","Cheshire","180","170","30880","28010"
"In post","2022","LGBO","No function","Cornwall and Isles of Scilly","50","50","26300","24920"
"In post","2022","LGBO","No function","Cumbria","50","40","[c]","[c]"
"In post","2022","LGBO","No function","Derbyshire and Nottinghamshire","420","400","30100","27570"
"In post","2022","LGBO","No function","Devon","190","180","27260","26950"
"In post","2022","LGBO","No function","Dorset and Somerset","140","140","29190","27570"
"In post","2022","LGBO","No function","East Anglia","300","290","28880","27570"
"In post","2022","LGBO","No function","East Wales","510","490","28880","26570"
"In post","2022","LGBO","No function","East Yorkshire and Northern Lincolnshire","150","140","27210","26950"
"In post","2022","LGBO","No function","Eastern Scotland","330","320","28360","27560"
"In post","2022","LGBO","No function","Essex","130","130","30060","29290"
"In post","2022","LGBO","No function","Gloucestershire, Wiltshire and Bath/Bristol area","480","460","31350","28550"
"In post","2022","LGBO","No function","Greater Manchester","730","710","29310","27570"
"In post","2022","LGBO","No function","Hampshire and Isle of Wight","280","260","28940","27570"
"In post","2022","LGBO","No function","Herefordshire, Worcestershire and Warwickshire","130","120","28560","25700"
"In post","2022","LGBO","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","No function","Inner London - East","480","470","38790","34240"
"In post","2022","LGBO","No function","Inner London - West","2190","2170","46490","41060"
"In post","2022","LGBO","No function","Kent","240","240","31960","29290"
"In post","2022","LGBO","No function","Lancashire","430","410","26870","26470"
"In post","2022","LGBO","No function","Leicestershire, Rutland and Northamptonshire","210","200","27540","26610"
"In post","2022","LGBO","No function","Lincolnshire","70","70","27470","27570"
"In post","2022","LGBO","No function","Merseyside","430","410","28150","26820"
"In post","2022","LGBO","No function","North Eastern Scotland","50","40","[c]","[c]"
"In post","2022","LGBO","No function","North Yorkshire","120","120","31710","28200"
"In post","2022","LGBO","No function","Northern Ireland","80","80","28220","26590"
"In post","2022","LGBO","No function","Northumberland, and Tyne and Wear","490","460","27150","22080"
"In post","2022","LGBO","No function","Outer London - East and North East","110","110","32350","31060"
"In post","2022","LGBO","No function","Outer London - South","130","120","36840","31060"
"In post","2022","LGBO","No function","Outer London - West and North West","210","200","34240","31060"
"In post","2022","LGBO","No function","Overseas","110","110","52660","53470"
"In post","2022","LGBO","No function","Shropshire and Staffordshire","260","250","27270","25860"
"In post","2022","LGBO","No function","South Yorkshire","210","200","31260","27570"
"In post","2022","LGBO","No function","Southern Scotland","80","70","26490","26820"
"In post","2022","LGBO","No function","Surrey, East and West Sussex","390","370","30110","27570"
"In post","2022","LGBO","No function","Tees Valley and Durham","290","280","29010","27570"
"In post","2022","LGBO","No function","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","No function","West Central Scotland","360","350","28200","26820"
"In post","2022","LGBO","No function","West Midlands","480","460","30600","27570"
"In post","2022","LGBO","No function","West Wales and The Valleys","420","400","25410","23170"
"In post","2022","LGBO","No function","West Yorkshire","480","470","30910","27570"
"In post","2022","LGBO","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","300","300","35040","33000"
"In post","2022","LGBO","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Inner London - East","60","60","52190","46000"
"In post","2022","LGBO","Project Delivery","Inner London - West","150","150","52700","53000"
"In post","2022","LGBO","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Merseyside","40","30","[c]","[c]"
"In post","2022","LGBO","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Northumberland, and Tyne and Wear","50","40","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Overseas","30","30","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Devon","30","30","[c]","[c]"
"In post","2022","LGBO","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Inner London - West","40","40","[c]","[c]"
"In post","2022","LGBO","Property","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2022","LGBO","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Devon","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Essex","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Inner London - West","70","70","43770","41170"
"In post","2022","LGBO","Security","Kent","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
