"Status","Year","Region_ITL2","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Anglia","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","No function","Food Standards Agency","40","30","[c]","[c]"
"In post","2021","East Anglia","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","No function","HM Courts and Tribunals Service","450","390","21000","19830"
"In post","2021","East Anglia","No function","HM Land Registry","240","220","29040","27130"
"In post","2021","East Anglia","No function","HM Prison and Probation Service","3620","3420","29240","28400"
"In post","2021","East Anglia","No function","HM Revenue and Customs (excl. agencies)","150","130","34720","31870"
"In post","2021","East Anglia","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","No function","Insolvency Service","70","70","27070","20880"
"In post","2021","East Anglia","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","No function","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","No function","Office for Standards in Education, Children's Services and Skills","100","100","62610","64500"
"In post","2021","East Anglia","No function","Public Health England","310","280","42650","34530"
"In post","2021","East Anglia","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","50","50","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Defence Equipment and Support","150","150","34470","33510"
"In post","2021","East Anglia","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Ministry of Defence (excl. agencies)","230","220","38250","36460"
"In post","2021","East Anglia","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","East Anglia","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Property","Ministry of Defence (excl. agencies)","270","250","33410","33300"
"In post","2021","East Anglia","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Property","Valuation Office Agency","80","80","34260","31100"
"In post","2021","East Anglia","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Security","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","East Anglia","Security","Ministry of Defence (excl. agencies)","190","190","27940","23540"
"In post","2021","East Anglia","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Department for Work and Pensions (excl. agencies)","1840","1610","26920","27570"
"In post","2021","East Anglia","Unknown","Home Office (incl. agencies)","830","750","24910","21430"
"In post","2021","East Anglia","Unknown","Ministry of Defence (excl. agencies)","1280","1240","26920","22500"
"In post","2021","East Wales","Analysis","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Analysis","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Analysis","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Analysis","United Kingdom Statistics Authority","1020","980","36210","36030"
"In post","2021","East Wales","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Analysis","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Crown Commercial Service","70","60","31160","28540"
"In post","2021","East Wales","Commercial","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","HM Revenue and Customs (excl. agencies)","760","730","28070","25560"
"In post","2021","East Wales","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2021","East Wales","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Counter Fraud","HM Revenue and Customs (excl. agencies)","350","320","30670","31810"
"In post","2021","East Wales","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Debt","HM Revenue and Customs (excl. agencies)","330","310","23100","20140"
"In post","2021","East Wales","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","Companies House","260","250","38840","38000"
"In post","2021","East Wales","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","100","90","34460","31810"
"In post","2021","East Wales","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data & Technology","UK Intellectual Property Office","210","200","44100","41600"
"In post","2021","East Wales","Digital, Data & Technology","United Kingdom Statistics Authority","430","420","40030","36180"
"In post","2021","East Wales","Finance","Companies House","60","50","30930","27460"
"In post","2021","East Wales","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","United Kingdom Statistics Authority","50","50","[c]","[c]"
"In post","2021","East Wales","Finance","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","Companies House","90","80","33040","27460"
"In post","2021","East Wales","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
