"Status","Year","Responsibility_level","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","G6/G7","London","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Competition and Markets Authority","400","390","66020","62980"
"In post","2022","G6/G7","London","Crown Commercial Service","30","30","[c]","[c]"
"In post","2022","G6/G7","London","Crown Prosecution Service","770","730","61370","61860"
"In post","2022","G6/G7","London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","2390","2320","58680","56550"
"In post","2022","G6/G7","London","Department for Digital, Culture, Media and Sport","840","820","56510","54700"
"In post","2022","G6/G7","London","Department for Education (excl. agencies)","960","920","58890","54700"
"In post","2022","G6/G7","London","Department for Environment, Food and Rural Affairs (excl. agencies)","930","890","57180","54650"
"In post","2022","G6/G7","London","Department for International Trade","980","960","56720","53600"
"In post","2022","G6/G7","London","Department for Levelling Up, Housing and Communities (excl. agencies)","990","960","57680","53900"
"In post","2022","G6/G7","London","Department for Transport (excl. agencies)","1230","1200","59040","54760"
"In post","2022","G6/G7","London","Department for Work and Pensions (excl. agencies)","680","650","60250","57230"
"In post","2022","G6/G7","London","Department of Health and Social Care (excl. agencies)","1110","1070","58350","53870"
"In post","2022","G6/G7","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Education and Skills Funding Agency","120","120","59040","54750"
"In post","2022","G6/G7","London","FCDO Services","60","50","66450","63300"
"In post","2022","G6/G7","London","Food Standards Agency","70","70","58680","56130"
"In post","2022","G6/G7","London","Foreign, Commonwealth and Development Office (excl. agencies)","1650","1610","60690","59470"
"In post","2022","G6/G7","London","Government Actuary's Department","120","110","86100","80760"
"In post","2022","G6/G7","London","Government Internal Audit Agency","70","60","59830","58550"
"In post","2022","G6/G7","London","Government Legal Department","1670","1530","59380","59910"
"In post","2022","G6/G7","London","Government Property Agency","50","50","[c]","[c]"
"In post","2022","G6/G7","London","Health and Safety Executive","40","30","[c]","[c]"
"In post","2022","G6/G7","London","HM Courts and Tribunals Service","300","290","60600","59290"
"In post","2022","G6/G7","London","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","HM Land Registry","50","50","68030","68660"
"In post","2022","G6/G7","London","HM Prison and Probation Service","270","270","71310","69610"
"In post","2022","G6/G7","London","HM Revenue and Customs (excl. agencies)","2320","2230","66040","62120"
"In post","2022","G6/G7","London","HM Treasury (excl. agencies)","870","840","58400","55840"
"In post","2022","G6/G7","London","Home Office","2780","2720","62250","57740"
"In post","2022","G6/G7","London","Institute for Apprenticeships and Technical Education","70","60","58190","54230"
"In post","2022","G6/G7","London","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Legal Aid Agency","40","40","[c]","[c]"
"In post","2022","G6/G7","London","Medicines and Healthcare Products Regulatory Agency","260","250","59720","54470"
"In post","2022","G6/G7","London","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Ministry of Defence (excl. agencies)","720","710","62660","59730"
"In post","2022","G6/G7","London","Ministry of Justice (excl. agencies)","1200","1160","60750","59680"
"In post","2022","G6/G7","London","National Crime Agency","190","190","66880","66260"
"In post","2022","G6/G7","London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","National Savings and Investments","60","60","58400","56000"
"In post","2022","G6/G7","London","Northern Ireland Office","30","30","[c]","[c]"
"In post","2022","G6/G7","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Office for Standards in Education, Children's Services and Skills","90","80","70360","73550"
"In post","2022","G6/G7","London","Office of Gas and Electricity Markets","300","290","61270","60000"
"In post","2022","G6/G7","London","Office of Rail and Road","110","100","64480","63580"
"In post","2022","G6/G7","London","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Serious Fraud Office","180","170","62180","61370"
"In post","2022","G6/G7","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","The Insolvency Service","50","50","62620","60000"
"In post","2022","G6/G7","London","The National Archives","100","90","52640","50840"
"In post","2022","G6/G7","London","UK Debt Management Office","60","60","72010","68040"
"In post","2022","G6/G7","London","UK Export Finance","160","160","66400","65630"
"In post","2022","G6/G7","London","UK Health Security Agency","830","810","60340","55640"
"In post","2022","G6/G7","London","UK Space Agency","50","50","56980","53600"
"In post","2022","G6/G7","London","UK Statistics Authority","90","80","57750","54420"
"In post","2022","G6/G7","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","London","Valuation Office Agency","110","100","64870","64390"
"In post","2022","G6/G7","London","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2022","G6/G7","London","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Cabinet Office (excl. agencies)","50","50","58930","54700"
"In post","2022","G6/G7","North East (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Crown Prosecution Service","150","140","54710","55610"
"In post","2022","G6/G7","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Department for Education (excl. agencies)","200","190","53380","50400"
"In post","2022","G6/G7","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","90","90","51730","48450"
"In post","2022","G6/G7","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Department for Work and Pensions (excl. agencies)","710","680","56610","52750"
"In post","2022","G6/G7","North East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Education and Skills Funding Agency","50","50","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2022","G6/G7","North East (England)","HM Revenue and Customs (excl. agencies)","950","930","57120","55210"
"In post","2022","G6/G7","North East (England)","HM Treasury (excl. agencies)","40","40","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Home Office","50","40","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Ministry of Justice (excl. agencies)","40","30","[c]","[c]"
"In post","2022","G6/G7","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Planning Inspectorate","40","30","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North East (England)","Valuation Office Agency","40","40","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Cabinet Office (excl. agencies)","240","230","59930","59820"
"In post","2022","G6/G7","North West (England)","Charity Commission","40","30","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Crown Commercial Service","90","90","53890","51600"
"In post","2022","G6/G7","North West (England)","Crown Prosecution Service","420","390","55170","55610"
"In post","2022","G6/G7","North West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","70","54750","52370"
"In post","2022","G6/G7","North West (England)","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Department for Education (excl. agencies)","380","360","53990","50400"
"In post","2022","G6/G7","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","150","150","52090","49290"
"In post","2022","G6/G7","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","51890","48200"
"In post","2022","G6/G7","North West (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Department for Work and Pensions (excl. agencies)","900","870","56900","54840"
"In post","2022","G6/G7","North West (England)","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Education and Skills Funding Agency","50","50","53830","50630"
"In post","2022","G6/G7","North West (England)","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
