"Status","Year","Organisation","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","White","130","120","46720","41690"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","White","50","50","51160","46660"
"In post","2021","Office of Rail and Road","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","White","210","200","57730","56810"
"In post","2021","Office of Rail and Road","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared disabled","Asian","30","30","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared disabled","White","140","130","23300","21170"
"In post","2021","Office of the Public Guardian","Declared non-disabled","Asian","350","320","21270","19930"
"In post","2021","Office of the Public Guardian","Declared non-disabled","Black","80","70","21270","19930"
"In post","2021","Office of the Public Guardian","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared non-disabled","Undeclared","30","30","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Declared non-disabled","White","420","390","23220","21170"
"In post","2021","Office of the Public Guardian","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Undeclared","White","40","30","[c]","[c]"
"In post","2021","Office of the Public Guardian","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Unknown","Unknown","140","130","20630","19930"
"In post","2021","Office of the Public Guardian","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared disabled","White","60","50","34180","24310"
"In post","2021","Planning Inspectorate","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Declared non-disabled","White","560","510","45120","47660"
"In post","2021","Planning Inspectorate","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Unknown","Unknown","80","70","38730","40720"
"In post","2021","Planning Inspectorate","Unknown","White","70","60","45610","47660"
"In post","2021","Public Health England","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Declared disabled","White","270","250","39370","35370"
"In post","2021","Public Health England","Declared non-disabled","Asian","520","490","39940","32330"
"In post","2021","Public Health England","Declared non-disabled","Black","370","340","37140","32330"
"In post","2021","Public Health England","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Declared non-disabled","Mixed","110","100","38620","33640"
"In post","2021","Public Health England","Declared non-disabled","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Public Health England","Declared non-disabled","Undeclared","70","60","40000","32820"
"In post","2021","Public Health England","Declared non-disabled","Unknown","70","60","43160","34980"
"In post","2021","Public Health England","Declared non-disabled","White","3270","2970","42630","37480"
"In post","2021","Public Health England","Undeclared","Asian","40","30","[c]","[c]"
"In post","2021","Public Health England","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Undeclared","Mixed","[c]","[c]","[c]","[c]"
