"Status","Year","Region_ITL2","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Cheshire","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","No function","80","70","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","White","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","White","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","White","Unknown","60","50","25470","21130"
"Leaver CS","2021","Cumbria","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
