"Status","Year","Region_ITL1","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","North East (England)","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Work and Pensions","Unknown","90","80","24530","21010"
"Leaver CS","2021","North East (England)","Department for Work and Pensions","White","360","290","25620","21010"
"Leaver CS","2021","North East (England)","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department of Health and Social Care","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs","Unknown","150","120","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs","White","500","390","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Treasury","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office","White","50","30","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Housing, Communities and Local Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Housing, Communities and Local Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice","White","220","180","24480","20100"
"Leaver CS","2021","North East (England)","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
