"Status","Year","Parent_department","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Grants Management","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","No function","130","130","36850","28170"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","No function","40","40","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","No function","50","50","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","No function","240","190","22940","21590"
"Leaver CS","2021","Department for Transport","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","No function","300","260","29560","26590"
"Leaver CS","2021","Department for Transport","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Unknown","60","60","47790","42940"
"Leaver CS","2021","Department for Work and Pensions","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Female","No function","50","40","36600","30820"
"Leaver CS","2021","Department for Work and Pensions","Female","Unknown","2760","2240","26140","26120"
"Leaver CS","2021","Department for Work and Pensions","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Male","No function","60","50","52030","45240"
"Leaver CS","2021","Department for Work and Pensions","Male","Unknown","1630","1490","26970","26890"
"Leaver CS","2021","Department of Health and Social Care","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","No function","490","430","37560","32330"
"Leaver CS","2021","Department of Health and Social Care","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","No function","210","190","47170","37890"
"Leaver CS","2021","Department of Health and Social Care","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Unknown","90","90","47200","40450"
"Leaver CS","2021","ESTYN","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","No function","120","100","27390","27130"
"Leaver CS","2021","HM Land Registry","Female","Project Delivery","[c]","[c]","[c]","[c]"
