"Status","Year","Parent_department","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Foreign, Commonwealth and Development Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Declared non-disabled","140","140","48460","43960"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Undeclared","150","140","49120","44640"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Declared non-disabled","90","80","47910","51500"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","1010","990","47470","49370"
"In post","2022","Foreign, Commonwealth and Development Office","White","Declared disabled","610","590","45690","40330"
"In post","2022","Foreign, Commonwealth and Development Office","White","Declared non-disabled","4580","4460","48850","45540"
"In post","2022","Foreign, Commonwealth and Development Office","White","Undeclared","150","150","49470","45840"
"In post","2022","Foreign, Commonwealth and Development Office","White","Unknown","350","340","54640","55620"
"In post","2022","HM Land Registry","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Asian","Declared non-disabled","150","140","31830","27130"
"In post","2022","HM Land Registry","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Asian","Unknown","50","50","29570","22600"
"In post","2022","HM Land Registry","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Black","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","HM Land Registry","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Mixed","Declared non-disabled","50","50","31380","27130"
"In post","2022","HM Land Registry","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Undeclared","Declared non-disabled","90","70","33830","33840"
"In post","2022","HM Land Registry","Undeclared","Undeclared","120","110","34550","33840"
"In post","2022","HM Land Registry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Declared disabled","40","30","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Declared non-disabled","250","230","29750","27130"
"In post","2022","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Unknown","Unknown","730","700","27500","22600"
"In post","2022","HM Land Registry","White","Declared disabled","580","510","30020","27130"
"In post","2022","HM Land Registry","White","Declared non-disabled","3560","3180","32940","30600"
"In post","2022","HM Land Registry","White","Undeclared","140","130","32490","27130"
"In post","2022","HM Land Registry","White","Unknown","690","670","27510","22600"
"In post","2022","HM Revenue and Customs","Asian","Declared disabled","410","390","33600","33080"
"In post","2022","HM Revenue and Customs","Asian","Declared non-disabled","4570","4340","32760","31020"
"In post","2022","HM Revenue and Customs","Asian","Undeclared","200","190","32830","31020"
"In post","2022","HM Revenue and Customs","Asian","Unknown","670","620","32920","31020"
"In post","2022","HM Revenue and Customs","Black","Declared disabled","180","170","33900","33080"
"In post","2022","HM Revenue and Customs","Black","Declared non-disabled","1450","1400","33810","33020"
"In post","2022","HM Revenue and Customs","Black","Undeclared","60","60","35490","33220"
"In post","2022","HM Revenue and Customs","Black","Unknown","200","200","34030","33080"
"In post","2022","HM Revenue and Customs","Mixed","Declared disabled","130","110","31370","28570"
"In post","2022","HM Revenue and Customs","Mixed","Declared non-disabled","690","670","35950","33080"
"In post","2022","HM Revenue and Customs","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Mixed","Unknown","100","90","35960","33080"
"In post","2022","HM Revenue and Customs","Other ethnicity","Declared disabled","40","40","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other ethnicity","Declared non-disabled","190","180","35450","33080"
"In post","2022","HM Revenue and Customs","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Undeclared","Declared disabled","220","200","33750","31070"
"In post","2022","HM Revenue and Customs","Undeclared","Declared non-disabled","740","670","35440","33370"
"In post","2022","HM Revenue and Customs","Undeclared","Undeclared","1570","1450","37510","33370"
"In post","2022","HM Revenue and Customs","Undeclared","Unknown","340","320","34290","33370"
"In post","2022","HM Revenue and Customs","Unknown","Declared disabled","210","180","31110","26820"
"In post","2022","HM Revenue and Customs","Unknown","Declared non-disabled","540","470","32790","28920"
"In post","2022","HM Revenue and Customs","Unknown","Undeclared","140","120","33010","31020"
"In post","2022","HM Revenue and Customs","Unknown","Unknown","14510","13680","29710","26820"
"In post","2022","HM Revenue and Customs","White","Declared disabled","5210","4710","32960","28920"
"In post","2022","HM Revenue and Customs","White","Declared non-disabled","33680","31300","35070","33080"
"In post","2022","HM Revenue and Customs","White","Undeclared","1460","1350","33340","31000"
"In post","2022","HM Revenue and Customs","White","Unknown","3820","3380","31270","26820"
"In post","2022","HM Treasury","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Asian","Declared non-disabled","220","220","45230","40890"
"In post","2022","HM Treasury","Asian","Undeclared","40","40","[c]","[c]"
"In post","2022","HM Treasury","Asian","Unknown","40","40","[c]","[c]"
"In post","2022","HM Treasury","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Black","Declared non-disabled","80","70","39940","35780"
"In post","2022","HM Treasury","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Mixed","Declared non-disabled","80","80","46870","45390"
"In post","2022","HM Treasury","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","Undeclared","60","60","48190","49500"
"In post","2022","HM Treasury","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","White","Declared disabled","220","210","46070","41590"
"In post","2022","HM Treasury","White","Declared non-disabled","1480","1430","49710","52500"
"In post","2022","HM Treasury","White","Undeclared","240","240","45630","41900"
"In post","2022","HM Treasury","White","Unknown","110","110","60070","52840"
"In post","2022","Home Office","Asian","Declared disabled","370","340","32610","29080"
"In post","2022","Home Office","Asian","Declared non-disabled","3750","3490","31840","28850"
"In post","2022","Home Office","Asian","Undeclared","140","130","32090","29080"
"In post","2022","Home Office","Asian","Unknown","230","230","31920","28650"
"In post","2022","Home Office","Black","Declared disabled","180","170","32130","29080"
"In post","2022","Home Office","Black","Declared non-disabled","1500","1410","33210","29080"
"In post","2022","Home Office","Black","Undeclared","50","50","31420","29190"
"In post","2022","Home Office","Black","Unknown","70","70","36700","35050"
"In post","2022","Home Office","Mixed","Declared disabled","90","80","33090","28500"
"In post","2022","Home Office","Mixed","Declared non-disabled","530","500","34910","29370"
"In post","2022","Home Office","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Mixed","Unknown","50","40","[c]","[c]"
"In post","2022","Home Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Other ethnicity","Declared non-disabled","160","150","32540","28710"
"In post","2022","Home Office","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Undeclared","Declared disabled","180","160","30920","28630"
"In post","2022","Home Office","Undeclared","Declared non-disabled","880","810","33430","28990"
"In post","2022","Home Office","Undeclared","Undeclared","880","820","34350","30820"
"In post","2022","Home Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Declared disabled","50","50","[c]","[c]"
"In post","2022","Home Office","Unknown","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Unknown","4130","3990","32440","27370"
"In post","2022","Home Office","White","Declared disabled","2150","1990","32160","27370"
"In post","2022","Home Office","White","Declared non-disabled","19250","17910","32720","27370"
"In post","2022","Home Office","White","Undeclared","550","510","32200","27370"
