"Status","Year","Responsibility_level","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","AA/AO","Northumberland and Tyne and Wear","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Northumberland and Tyne and Wear","Declared non-disabled","340","270","20500","21010"
"Leaver CS","2021","AA/AO","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northumberland and Tyne and Wear","Unknown","170","140","20740","21010"
"Leaver CS","2021","AA/AO","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - East and North East","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - East and North East","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - South","Declared non-disabled","80","70","23780","25110"
"Leaver CS","2021","AA/AO","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - West and North West","Declared non-disabled","110","100","22740","23450"
"Leaver CS","2021","AA/AO","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Outer London - West and North West","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Shropshire and Staffordshire","Declared non-disabled","140","120","20710","20920"
"Leaver CS","2021","AA/AO","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Shropshire and Staffordshire","Unknown","80","80","[c]","[c]"
"Leaver CS","2021","AA/AO","South Yorkshire","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2021","AA/AO","South Yorkshire","Declared non-disabled","180","160","20730","21010"
"Leaver CS","2021","AA/AO","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","South Yorkshire","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Southern Scotland","Declared non-disabled","80","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Southern Scotland","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Surrey, East and West Sussex","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Surrey, East and West Sussex","Declared non-disabled","140","130","21740","21010"
"Leaver CS","2021","AA/AO","Surrey, East and West Sussex","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","AA/AO","Surrey, East and West Sussex","Unknown","90","90","22530","23660"
"Leaver CS","2021","AA/AO","Tees Valley and Durham","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Tees Valley and Durham","Declared non-disabled","220","180","20450","21010"
"Leaver CS","2021","AA/AO","Tees Valley and Durham","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Tees Valley and Durham","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","West Central Scotland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","West Central Scotland","Declared non-disabled","170","140","22160","21010"
"Leaver CS","2021","AA/AO","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","West Central Scotland","Unknown","100","90","22930","21150"
"Leaver CS","2021","AA/AO","West Midlands","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","West Midlands","Declared non-disabled","270","220","20420","20500"
"Leaver CS","2021","AA/AO","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","West Midlands","Unknown","150","130","20230","19930"
"Leaver CS","2021","AA/AO","West Wales and The Valleys","Declared disabled","70","50","20300","21170"
"Leaver CS","2021","AA/AO","West Wales and The Valleys","Declared non-disabled","260","220","20520","21010"
"Leaver CS","2021","AA/AO","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","West Wales and The Valleys","Unknown","90","80","20770","21170"
"Leaver CS","2021","AA/AO","West Yorkshire","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","West Yorkshire","Declared non-disabled","220","190","20320","20500"
"Leaver CS","2021","AA/AO","West Yorkshire","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","West Yorkshire","Unknown","140","130","[c]","[c]"
"Leaver CS","2021","EO","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Bedfordshire and Hertfordshire","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","EO","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","70","70","29280","29290"
"Leaver CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","EO","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Derbyshire and Nottinghamshire","Declared non-disabled","80","60","26050","26780"
"Leaver CS","2021","EO","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Derbyshire and Nottinghamshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","EO","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Devon","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","EO","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Dorset and Somerset","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","EO","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","East Anglia","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","EO","East Anglia","Declared non-disabled","120","110","26640","26930"
"Leaver CS","2021","EO","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","East Anglia","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","EO","East Wales","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","EO","East Wales","Declared non-disabled","150","130","26960","27570"
"Leaver CS","2021","EO","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","East Wales","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","EO","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","East Yorkshire and Northern Lincolnshire","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","EO","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Eastern Scotland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","EO","Eastern Scotland","Declared non-disabled","100","90","27530","27570"
"Leaver CS","2021","EO","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Eastern Scotland","Unknown","110","100","29800","29350"
"Leaver CS","2021","EO","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Essex","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","EO","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","170","150","24950","25970"
"Leaver CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60","60","25900","27130"
"Leaver CS","2021","EO","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Greater Manchester","Declared non-disabled","140","130","26600","27470"
"Leaver CS","2021","EO","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Greater Manchester","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","EO","Hampshire and Isle of Wight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","EO","Hampshire and Isle of Wight","Declared non-disabled","110","100","26970","26890"
"Leaver CS","2021","EO","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Hampshire and Isle of Wight","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Inner London - East","Declared non-disabled","110","100","28840","28500"
"Leaver CS","2021","EO","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Inner London - East","Unknown","80","80","30060","30680"
"Leaver CS","2021","EO","Inner London - West","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","EO","Inner London - West","Declared non-disabled","240","210","28230","27850"
"Leaver CS","2021","EO","Inner London - West","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","EO","Inner London - West","Unknown","210","170","25640","26510"
"Leaver CS","2021","EO","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Kent","Declared non-disabled","80","60","28780","29050"
"Leaver CS","2021","EO","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Lancashire","Declared non-disabled","100","80","27030","27570"
"Leaver CS","2021","EO","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2021","EO","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Leicestershire, Rutland and Northamptonshire","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","EO","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Lincolnshire","Declared non-disabled","80","70","28940","29930"
"Leaver CS","2021","EO","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Merseyside","Declared non-disabled","150","120","25980","26120"
"Leaver CS","2021","EO","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Eastern Scotland","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","EO","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northumberland and Tyne and Wear","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","EO","Northumberland and Tyne and Wear","Declared non-disabled","140","110","26860","27570"
"Leaver CS","2021","EO","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northumberland and Tyne and Wear","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","EO","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Outer London - East and North East","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","EO","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
