"Status","Year","Ethnicity","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Operational Delivery","90","70","31410","27410"
"Leaver CS","2021","Undeclared","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Unknown","210","170","28290","26890"
"Leaver CS","2021","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Operational Delivery","110","90","30390","26780"
"Leaver CS","2021","Undeclared","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Science and Engineering","50","40","32170","34530"
"Leaver CS","2021","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Unknown","230","200","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Operational Delivery","110","80","26360","21590"
"Leaver CS","2021","Undeclared","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Operational Delivery","180","160","33840","25850"
"Leaver CS","2021","Unknown","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","310","250","33910","26890"
"Leaver CS","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Operational Delivery","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Communications","60","60","36390","33730"
"Leaver CS","2021","Unknown","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Digital, Data and Technology","110","110","42910","38690"
"Leaver CS","2021","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Finance","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Human Resources","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Legal","50","50","52340","55000"
"Leaver CS","2021","Unknown","Unknown","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Operational Delivery","1830","1740","25530","21810"
"Leaver CS","2021","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other","320","310","32300","29960"
"Leaver CS","2021","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Policy","260","250","41060","33540"
"Leaver CS","2021","Unknown","Unknown","Project Delivery","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Property","90","80","28510","25100"
"Leaver CS","2021","Unknown","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Science and Engineering","80","80","27730","24370"
"Leaver CS","2021","Unknown","Unknown","Security","60","60","26950","24970"
"Leaver CS","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","2500","2160","32410","27570"
"Leaver CS","2021","Unknown","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
