"Status","Year","Function_of_post","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Department for Transport (excl. agencies)","Unknown","420","400","43230","36340"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Declared disabled","12720","11130","26270","27570"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Declared non-disabled","52520","46890","26560","27570"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Undeclared","3140","2890","26220","27570"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","2370","2250","26700","27570"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Declared disabled","100","90","46910","37810"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Declared non-disabled","430","410","50990","49530"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","1360","1310","48800","49530"
"In post","2022","No function","Driver and Vehicle Licensing Agency","Declared disabled","540","430","22230","21840"
"In post","2022","No function","Driver and Vehicle Licensing Agency","Declared non-disabled","3240","2800","23220","21840"
"In post","2022","No function","Driver and Vehicle Licensing Agency","Undeclared","330","290","23050","21840"
"In post","2022","No function","Driver and Vehicle Licensing Agency","Unknown","640","560","21780","21840"
"In post","2022","No function","Driver and Vehicle Standards Agency","Declared disabled","350","310","28520","26780"
"In post","2022","No function","Driver and Vehicle Standards Agency","Declared non-disabled","2730","2550","29020","26830"
"In post","2022","No function","Driver and Vehicle Standards Agency","Undeclared","210","200","28220","26780"
"In post","2022","No function","Driver and Vehicle Standards Agency","Unknown","810","790","26640","26470"
"In post","2022","No function","Education and Skills Funding Agency","Declared disabled","110","100","41870","37100"
"In post","2022","No function","Education and Skills Funding Agency","Declared non-disabled","750","720","44760","40300"
"In post","2022","No function","Education and Skills Funding Agency","Undeclared","50","40","[c]","[c]"
"In post","2022","No function","Education and Skills Funding Agency","Unknown","190","180","34570","30320"
"In post","2022","No function","Food Standards Agency","Declared disabled","80","80","35670","32350"
"In post","2022","No function","Food Standards Agency","Declared non-disabled","700","680","35980","30810"
"In post","2022","No function","Food Standards Agency","Undeclared","230","230","36490","32350"
"In post","2022","No function","Food Standards Agency","Unknown","50","50","34030","30350"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","340","330","44800","37560"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","2680","2650","48270","40120"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","170","170","51690","50940"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","400","400","50260","49420"
"In post","2022","No function","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Health and Safety Executive","Declared disabled","280","260","39740","35910"
"In post","2022","No function","Health and Safety Executive","Declared non-disabled","1780","1680","43600","41000"
"In post","2022","No function","Health and Safety Executive","Undeclared","130","130","45800","44610"
"In post","2022","No function","Health and Safety Executive","Unknown","60","60","36510","31660"
"In post","2022","No function","HM Courts and Tribunals Service","Declared disabled","1990","1780","25000","21490"
"In post","2022","No function","HM Courts and Tribunals Service","Declared non-disabled","10710","9590","26440","21650"
"In post","2022","No function","HM Courts and Tribunals Service","Undeclared","1060","950","25880","21490"
"In post","2022","No function","HM Courts and Tribunals Service","Unknown","1540","1480","24530","20970"
"In post","2022","No function","HM Land Registry","Declared disabled","550","480","27990","27130"
"In post","2022","No function","HM Land Registry","Declared non-disabled","3270","2890","30130","27130"
"In post","2022","No function","HM Land Registry","Undeclared","220","190","29940","27130"
"In post","2022","No function","HM Land Registry","Unknown","1190","1130","24720","22600"
"In post","2022","No function","HM Prison and Probation Service","Declared disabled","7110","6660","30680","28370"
"In post","2022","No function","HM Prison and Probation Service","Declared non-disabled","39230","37140","30460","28200"
"In post","2022","No function","HM Prison and Probation Service","Undeclared","6540","5980","31450","31650"
"In post","2022","No function","HM Prison and Probation Service","Unknown","7790","7350","27010","25480"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Declared disabled","3120","2770","30360","26820"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Declared non-disabled","19070","17570","32070","28570"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Undeclared","1450","1330","32940","28920"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Unknown","10170","9290","27680","22080"
"In post","2022","No function","HM Treasury (excl. agencies)","Declared disabled","180","170","45550","41140"
"In post","2022","No function","HM Treasury (excl. agencies)","Declared non-disabled","1260","1240","48580","52500"
"In post","2022","No function","HM Treasury (excl. agencies)","Undeclared","300","290","45100","41900"
"In post","2022","No function","HM Treasury (excl. agencies)","Unknown","50","50","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Declared non-disabled","120","120","49730","49960"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Institute for Apprenticeships and Technical Education","Unknown","40","40","[c]","[c]"
"In post","2022","No function","Intellectual Property Office","Declared disabled","70","60","33880","28750"
"In post","2022","No function","Intellectual Property Office","Declared non-disabled","820","770","38060","30770"
"In post","2022","No function","Intellectual Property Office","Unknown","280","270","31700","27380"
"In post","2022","No function","Legal Aid Agency","Declared disabled","150","140","27720","25120"
"In post","2022","No function","Legal Aid Agency","Declared non-disabled","850","790","30560","25120"
"In post","2022","No function","Legal Aid Agency","Undeclared","90","80","31890","25120"
"In post","2022","No function","Legal Aid Agency","Unknown","60","60","25490","20970"
"In post","2022","No function","Maritime and Coastguard Agency","Declared disabled","50","50","[c]","[c]"
"In post","2022","No function","Maritime and Coastguard Agency","Declared non-disabled","650","630","39640","36180"
"In post","2022","No function","Maritime and Coastguard Agency","Undeclared","60","60","38630","36020"
"In post","2022","No function","Maritime and Coastguard Agency","Unknown","220","210","31400","26840"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Declared disabled","30","30","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","320","310","55500","53830"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicines and Healthcare Products Regulatory Agency","Unknown","450","430","47500","41010"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Declared disabled","200","190","39120","36010"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Declared non-disabled","1420","1370","42790","41750"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Undeclared","150","140","42390","38370"
"In post","2022","No function","Ministry of Justice (excl. agencies)","Unknown","380","370","39190","34260"
"In post","2022","No function","National Crime Agency","Declared disabled","200","200","38210","36410"
"In post","2022","No function","National Crime Agency","Declared non-disabled","1380","1340","43750","41000"
"In post","2022","No function","National Crime Agency","Unknown","3190","3130","39060","36740"
"In post","2022","No function","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","National Savings and Investments","Declared non-disabled","50","50","58830","43300"
"In post","2022","No function","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Declared non-disabled","70","70","47790","41750"
"In post","2022","No function","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Northern Ireland Office","Unknown","40","40","[c]","[c]"
"In post","2022","No function","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Declared disabled","110","110","49980","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","1180","1140","53670","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Unknown","120","110","44340","51360"
"In post","2022","No function","Office of Gas and Electricity Markets","Declared disabled","60","60","33780","29210"
"In post","2022","No function","Office of Gas and Electricity Markets","Declared non-disabled","760","750","40600","33400"
"In post","2022","No function","Office of Gas and Electricity Markets","Unknown","60","60","42990","40820"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Declared non-disabled","150","140","44640","38000"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Unknown","50","40","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of Rail and Road","Declared non-disabled","220","210","55710","55410"
"In post","2022","No function","Office of the Public Guardian","Declared disabled","200","180","24870","21490"
"In post","2022","No function","Office of the Public Guardian","Declared non-disabled","900","830","24330","21220"
"In post","2022","No function","Office of the Public Guardian","Undeclared","90","80","23990","21220"
"In post","2022","No function","Office of the Public Guardian","Unknown","250","230","22000","20970"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
