"Status","Year","Sex","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Operational Delivery","160","140","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Other","160","160","36220","33270"
"Leaver CS","2021","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","140","130","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Counter Fraud","50","30","21780","21260"
"Leaver CS","2022","Female","AA/AO","Digital, Data and Technology","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Economics","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Finance","50","40","21750","21460"
"Leaver CS","2022","Female","AA/AO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Human Resources","80","70","21630","21260"
"Leaver CS","2022","Female","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Medicine","50","50","22830","23280"
"Leaver CS","2022","Female","AA/AO","Operational Delivery","5760","4920","21220","21260"
"Leaver CS","2022","Female","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Other","630","560","21260","21260"
"Leaver CS","2022","Female","AA/AO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Policy","60","60","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Property","40","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Science and Engineering","70","70","20590","20020"
"Leaver CS","2022","Female","AA/AO","Security","80","80","26350","22630"
"Leaver CS","2022","Female","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Unknown","2260","1810","21780","21260"
"Leaver CS","2022","Female","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Commercial","40","30","[c]","[c]"
"Leaver CS","2022","Female","EO","Communications","50","40","[c]","[c]"
"Leaver CS","2022","Female","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Counter Fraud","70","50","27740","27570"
"Leaver CS","2022","Female","EO","Digital, Data and Technology","90","70","27330","26700"
"Leaver CS","2022","Female","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Finance","80","60","26320","26670"
"Leaver CS","2022","Female","EO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Human Resources","100","80","25920","26670"
"Leaver CS","2022","Female","EO","Intelligence Analysis","40","30","[c]","[c]"
"Leaver CS","2022","Female","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Knowledge and Information Management","110","90","25780","25080"
"Leaver CS","2022","Female","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Medicine","60","50","31010","31530"
"Leaver CS","2022","Female","EO","Operational Delivery","3530","3030","27780","27570"
"Leaver CS","2022","Female","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Other","370","330","26500","27570"
"Leaver CS","2022","Female","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Policy","130","110","27080","27760"
"Leaver CS","2022","Female","EO","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Female","EO","Property","40","30","[c]","[c]"
"Leaver CS","2022","Female","EO","Psychology","30","30","[c]","[c]"
"Leaver CS","2022","Female","EO","Science and Engineering","70","60","25410","24920"
"Leaver CS","2022","Female","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","EO","Unknown","1000","840","28020","27570"
"Leaver CS","2022","Female","EO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Commercial","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Communications","40","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Digital, Data and Technology","100","90","57950","56100"
"Leaver CS","2022","Female","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Finance","60","50","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Human Resources","70","60","58370","57660"
"Leaver CS","2022","Female","G6/G7","Inspector of Education and Training","40","40","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Knowledge and Information Management","40","40","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Legal","190","160","58940","55610"
"Leaver CS","2022","Female","G6/G7","Medicine","40","30","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Operational Delivery","470","430","57760","54760"
"Leaver CS","2022","Female","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Other","60","50","59760","57060"
"Leaver CS","2022","Female","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Policy","240","200","58340","56750"
"Leaver CS","2022","Female","G6/G7","Project Delivery","80","70","58060","56360"
"Leaver CS","2022","Female","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Science and Engineering","120","100","57610","53220"
"Leaver CS","2022","Female","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Unknown","360","300","62030","61710"
"Leaver CS","2022","Female","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Medicine","80","60","100870","101430"
"Leaver CS","2022","Female","SCS","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Female","SCS","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Policy","40","30","[c]","[c]"
"Leaver CS","2022","Female","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Commercial","110","80","36260","36120"
"Leaver CS","2022","Female","SEO/HEO","Communications","120","110","37800","37320"
"Leaver CS","2022","Female","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Digital, Data and Technology","190","160","37500","37100"
"Leaver CS","2022","Female","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Finance","130","100","37440","35640"
"Leaver CS","2022","Female","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Human Resources","150","130","37220","36650"
"Leaver CS","2022","Female","SEO/HEO","Inspector of Education and Training","50","40","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Knowledge and Information Management","120","110","35180","36330"
"Leaver CS","2022","Female","SEO/HEO","Legal","60","50","42070","40000"
"Leaver CS","2022","Female","SEO/HEO","Medicine","80","80","39300","39030"
"Leaver CS","2022","Female","SEO/HEO","Operational Delivery","1200","1060","36220","35310"
"Leaver CS","2022","Female","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Other","230","210","35980","35300"
"Leaver CS","2022","Female","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Policy","380","320","36720","35730"
"Leaver CS","2022","Female","SEO/HEO","Project Delivery","160","150","36290","36540"
"Leaver CS","2022","Female","SEO/HEO","Property","60","50","39630","40580"
"Leaver CS","2022","Female","SEO/HEO","Psychology","40","40","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Science and Engineering","320","280","36990","38070"
"Leaver CS","2022","Female","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Unknown","760","660","37290","36130"
"Leaver CS","2022","Female","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Operational Delivery","1120","1000","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Other","30","30","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","310","210","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Digital, Data and Technology","60","60","21220","21220"
"Leaver CS","2022","Male","AA/AO","Economics","40","40","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Finance","30","30","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Operational Delivery","5090","4740","21480","21260"
"Leaver CS","2022","Male","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Other","540","520","21010","20970"
"Leaver CS","2022","Male","AA/AO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Policy","40","30","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Property","50","50","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Science and Engineering","120","110","20580","20770"
"Leaver CS","2022","Male","AA/AO","Security","430","420","29100","25680"
"Leaver CS","2022","Male","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Unknown","1490","1360","22570","21260"
"Leaver CS","2022","Male","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","EO","Corporate Finance","[c]","[c]","[c]","[c]"
