"Status","Year","Responsibility_level","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","EO","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","240","230","23950","25000"
"In post","2022","EO","Unknown","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Belfast","200","190","26340","26590"
"In post","2022","EO","Unknown","Berkshire","90","80","32310","29290"
"In post","2022","EO","Unknown","Bexley and Greenwich","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Birmingham","500","490","26840","26820"
"In post","2022","EO","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Blackpool","140","130","27450","27570"
"In post","2022","EO","Unknown","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Bradford","110","100","26930","27370"
"In post","2022","EO","Unknown","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Brent","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Bristol, City of","150","140","26710","26820"
"In post","2022","EO","Unknown","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Calderdale and Kirklees","50","50","27160","27570"
"In post","2022","EO","Unknown","Cambridgeshire CC","60","60","27870","26470"
"In post","2022","EO","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Cardiff and Vale of Glamorgan","420","410","26690","26820"
"In post","2022","EO","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Central Hampshire","70","60","27880","26350"
"In post","2022","EO","Unknown","Central Valleys","80","70","27620","27570"
"In post","2022","EO","Unknown","Cheshire East","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","City of Edinburgh","660","630","29440","28570"
"In post","2022","EO","Unknown","Clackmannanshire and Fife","140","130","32770","35000"
"In post","2022","EO","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Cornwall and Isles of Scilly","40","30","[c]","[c]"
"In post","2022","EO","Unknown","Coventry","60","60","27450","26000"
"In post","2022","EO","Unknown","Croydon","430","420","29920","29970"
"In post","2022","EO","Unknown","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Derby","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Devon CC","100","80","26880","26950"
"In post","2022","EO","Unknown","Dorset","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Dudley","40","30","[c]","[c]"
"In post","2022","EO","Unknown","Dumfries and Galloway","40","30","[c]","[c]"
"In post","2022","EO","Unknown","Durham","110","100","27000","27130"
"In post","2022","EO","Unknown","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Ayrshire and North Ayrshire mainland","50","50","24150","27080"
"In post","2022","EO","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","140","130","33100","35000"
"In post","2022","EO","Unknown","East Kent","230","210","27180","24880"
"In post","2022","EO","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Merseyside","40","30","[c]","[c]"
"In post","2022","EO","Unknown","East Riding of Yorkshire","30","30","[c]","[c]"
"In post","2022","EO","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","East Sussex CC","50","50","27740","27570"
"In post","2022","EO","Unknown","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Falkirk","220","200","32690","35000"
"In post","2022","EO","Unknown","Flintshire and Wrexham","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Glasgow City","670","640","28590","27230"
"In post","2022","EO","Unknown","Gloucestershire CC","50","50","27250","27130"
"In post","2022","EO","Unknown","Greater Manchester North East","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Greater Manchester North West","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Greater Manchester South West","440","430","26370","26820"
"In post","2022","EO","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Hackney and Newham","360","340","31300","31020"
"In post","2022","EO","Unknown","Haringey and Islington","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Harrow and Hillingdon","160","150","29430","28650"
"In post","2022","EO","Unknown","Hartlepool and Stockton-on-Tees","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Heart of Essex","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Hertfordshire CC","60","50","29890","29290"
"In post","2022","EO","Unknown","Hounslow and Richmond upon Thames","130","130","29230","28650"
"In post","2022","EO","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","90","80","31500","32170"
"In post","2022","EO","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","60","60","30290","30040"
"In post","2022","EO","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Kingston upon Hull, City of","60","50","26740","27110"
"In post","2022","EO","Unknown","Lambeth","80","70","33740","32260"
"In post","2022","EO","Unknown","Lancaster and Wyre","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Leeds","660","630","26500","26820"
"In post","2022","EO","Unknown","Leicester","60","50","27430","27570"
"In post","2022","EO","Unknown","Leicestershire CC and Rutland","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Lewisham and Southwark","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Lincolnshire CC","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Liverpool","400","390","26150","26590"
"In post","2022","EO","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Luton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Manchester","360","340","26940","26820"
"In post","2022","EO","Unknown","Medway","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Merton, Kingston upon Thames and Sutton","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Mid Lancashire","140","130","27340","27570"
"In post","2022","EO","Unknown","Milton Keynes","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Monmouthshire and Newport","250","230","25180","24030"
"In post","2022","EO","Unknown","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North Lanarkshire","200","180","31620","35000"
"In post","2022","EO","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","North Yorkshire CC","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Nottingham","400","390","26500","26590"
"In post","2022","EO","Unknown","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Oxfordshire CC","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Perth and Kinross, and Stirling","220","210","32560","35000"
"In post","2022","EO","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Plymouth","110","100","27930","27130"
"In post","2022","EO","Unknown","Portsmouth","100","90","27650","26670"
"In post","2022","EO","Unknown","Powys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Redbridge and Waltham Forest","60","60","30660","31060"
"In post","2022","EO","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Sefton","280","270","26080","26370"
"In post","2022","EO","Unknown","Sheffield","170","160","26260","25000"
"In post","2022","EO","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Solihull","80","70","26040","24880"
"In post","2022","EO","Unknown","Somerset CC","90","80","27400","26740"
"In post","2022","EO","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","South Hampshire","100","90","26480","26350"
"In post","2022","EO","Unknown","South Lanarkshire","210","190","26940","26820"
"In post","2022","EO","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Southampton","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Southend-on-Sea","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Staffordshire CC","90","80","27890","26780"
"In post","2022","EO","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Suffolk CC","110","110","26990","26820"
"In post","2022","EO","Unknown","Sunderland","130","120","26740","26820"
"In post","2022","EO","Unknown","Swansea","130","120","26630","26470"
"In post","2022","EO","Unknown","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Telford and Wrekin","50","50","26820","26820"
"In post","2022","EO","Unknown","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Tower Hamlets","90","90","29340","28950"
"In post","2022","EO","Unknown","Tyneside","740","710","26440","26820"
"In post","2022","EO","Unknown","Unknown","60","60","27540","27570"
"In post","2022","EO","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Warrington","60","60","31730","30690"
"In post","2022","EO","Unknown","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","West Cumbria","50","50","26020","24920"
"In post","2022","EO","Unknown","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","West Surrey","40","40","[c]","[c]"
"In post","2022","EO","Unknown","West Sussex (North East)","120","100","28530","25770"
"In post","2022","EO","Unknown","West Sussex (South West)","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Westminster","1080","1060","28640","28310"
"In post","2022","EO","Unknown","Wiltshire","80","80","27070","26670"
"In post","2022","EO","Unknown","Wirral","60","60","27270","27570"
"In post","2022","EO","Unknown","Wolverhampton","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Worcestershire CC","40","30","[c]","[c]"
"In post","2022","EO","Unknown","York","80","80","25950","26190"
"In post","2022","EO","White","Aberdeen City and Aberdeenshire","440","410","29090","27570"
"In post","2022","EO","White","Angus and Dundee City","500","460","27620","27570"
"In post","2022","EO","White","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","EO","White","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","EO","White","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","EO","White","Barking & Dagenham and Havering","130","110","31030","31060"
"In post","2022","EO","White","Barnet","170","160","29600","30350"
"In post","2022","EO","White","Barnsley, Doncaster and Rotherham","840","730","28380","27570"
"In post","2022","EO","White","Bath and North East Somerset, North Somerset and South Gloucestershire","1900","1800","25380","26030"
"In post","2022","EO","White","Bedford","180","160","27920","27570"
"In post","2022","EO","White","Belfast","680","640","26980","26820"
"In post","2022","EO","White","Berkshire","420","400","31310","29290"
"In post","2022","EO","White","Bexley and Greenwich","300","280","32690","31320"
"In post","2022","EO","White","Birmingham","1610","1480","27470","27570"
"In post","2022","EO","White","Blackburn with Darwen","110","90","27630","27570"
"In post","2022","EO","White","Blackpool","1610","1450","27470","27570"
"In post","2022","EO","White","Bournemouth, Christchurch and Poole","280","250","27120","27570"
"In post","2022","EO","White","Bradford","400","350","27210","27570"
"In post","2022","EO","White","Breckland and South Norfolk","110","100","28670","27570"
"In post","2022","EO","White","Brent","50","40","[c]","[c]"
"In post","2022","EO","White","Bridgend and Neath Port Talbot","260","230","28170","27570"
"In post","2022","EO","White","Brighton and Hove","220","200","27630","27570"
"In post","2022","EO","White","Bristol, City of","1060","960","26970","27530"
"In post","2022","EO","White","Bromley","110","100","31070","31060"
"In post","2022","EO","White","Buckinghamshire","370","350","29090","28550"
"In post","2022","EO","White","Caithness and Sutherland, and Ross and Cromarty","70","60","30060","30020"
"In post","2022","EO","White","Calderdale and Kirklees","350","310","27410","27570"
"In post","2022","EO","White","Cambridgeshire CC","580","550","28630","27380"
"In post","2022","EO","White","Camden and City of London","160","160","29850","28810"
"In post","2022","EO","White","Cardiff and Vale of Glamorgan","2290","2140","27350","26820"
"In post","2022","EO","White","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","EO","White","Central Bedfordshire","100","100","28110","27000"
"In post","2022","EO","White","Central Hampshire","580","550","27330","26670"
"In post","2022","EO","White","Central Valleys","980","900","27670","27570"
"In post","2022","EO","White","Cheshire East","230","210","27520","27570"
"In post","2022","EO","White","Cheshire West and Chester","150","140","27200","27570"
"In post","2022","EO","White","Chorley and West Lancashire","270","240","29660","27570"
"In post","2022","EO","White","City of Edinburgh","1920","1830","28930","27940"
"In post","2022","EO","White","Clackmannanshire and Fife","370","340","28860","27570"
"In post","2022","EO","White","Conwy and Denbighshire","180","160","27840","27570"
"In post","2022","EO","White","Cornwall and Isles of Scilly","510","470","27310","27570"
"In post","2022","EO","White","Coventry","290","270","27270","27130"
"In post","2022","EO","White","Croydon","980","930","30040","29370"
"In post","2022","EO","White","Darlington","180","170","26220","26000"
"In post","2022","EO","White","Derby","200","170","27680","27570"
"In post","2022","EO","White","Devon CC","1060","960","27350","27570"
"In post","2022","EO","White","Dorset","510","480","28030","27130"
"In post","2022","EO","White","Dudley","350","300","27350","27570"
"In post","2022","EO","White","Dumfries and Galloway","170","160","30510","29780"
"In post","2022","EO","White","Durham","1160","1040","27750","27130"
"In post","2022","EO","White","Ealing","60","60","30960","31060"
"In post","2022","EO","White","East Ayrshire and North Ayrshire mainland","420","380","26090","27570"
"In post","2022","EO","White","East Cumbria","280","250","25510","25560"
"In post","2022","EO","White","East Derbyshire","160","140","27330","27570"
"In post","2022","EO","White","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","390","370","30780","27570"
"In post","2022","EO","White","East Kent","1920","1760","27340","27110"
"In post","2022","EO","White","East Lancashire","160","140","27420","27570"
"In post","2022","EO","White","East Lothian and Midlothian","70","60","27370","27570"
"In post","2022","EO","White","East Merseyside","420","370","27540","27570"
"In post","2022","EO","White","East Riding of Yorkshire","530","500","28590","27380"
"In post","2022","EO","White","East Surrey","130","120","32270","30220"
"In post","2022","EO","White","East Sussex CC","560","500","27430","27570"
"In post","2022","EO","White","Enfield","50","50","31060","31060"
"In post","2022","EO","White","Essex Haven Gateway","360","340","29100","29290"
