"Status","Year","Parent_department","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport","Hertfordshire","No function","50","50","[c]","[c]"
"In post","2021","Department for Transport","Hounslow and Richmond upon Thames","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Inverclyde, East Renfrewshire and Renfrewshire","No function","50","50","44290","46160"
"In post","2021","Department for Transport","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Isle of Anglesey","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Isle of Wight","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Kent Thames Gateway","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Kent Thames Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Kingston upon Hull, City of","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","Lancaster and Wyre","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Leeds","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Leeds","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Leeds","No function","160","150","28340","26350"
"In post","2021","Department for Transport","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Leicester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Leicester","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Leicestershire CC and Rutland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Leicestershire CC and Rutland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Leicestershire CC and Rutland","No function","100","90","33230","27620"
"In post","2021","Department for Transport","Lewisham and Southwark","No function","100","80","32880","32740"
"In post","2021","Department for Transport","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Lincolnshire","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Liverpool","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Liverpool","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Luton","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Manchester","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medway","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medway","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","Merton, Kingston upon Thames and Sutton","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Merton, Kingston upon Thames and Sutton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Merton, Kingston upon Thames and Sutton","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Mid Kent","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Mid Lancashire","No function","50","50","28770","27680"
"In post","2021","Department for Transport","Milton Keynes","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Monmouthshire and Newport","No function","40","30","[c]","[c]"
"In post","2021","Department for Transport","Na h-Eileanan Siar","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","North and North East Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North and North East Lincolnshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North and West Norfolk","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North Hampshire","No function","100","90","55810","73670"
"In post","2021","Department for Transport","North Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North Lanarkshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North Northamptonshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North Northamptonshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North Yorkshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North Yorkshire CC","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","Northumberland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Norwich and East Norfolk","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Nottingham","Communications","40","30","[c]","[c]"
"In post","2021","Department for Transport","Nottingham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Nottingham","Digital, Data & Technology","90","90","38800","39060"
"In post","2021","Department for Transport","Nottingham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Nottingham","No function","60","60","31530","26780"
"In post","2021","Department for Transport","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Nottingham","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Nottingham","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Orkney Islands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Oxfordshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Perth and Kinross and Stirling","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Perth and Kinross and Stirling","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Perth and Kinross and Stirling","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Peterborough","No function","40","30","[c]","[c]"
"In post","2021","Department for Transport","Peterborough","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Plymouth","No function","50","50","37610","30990"
"In post","2021","Department for Transport","Portsmouth","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Powys","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Redbridge and Waltham Forest","No function","50","40","[c]","[c]"
"In post","2021","Department for Transport","Sandwell","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Scottish Borders","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Sefton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Sefton","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Sheffield","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Sheffield","No function","40","30","[c]","[c]"
"In post","2021","Department for Transport","Shetland Islands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Shropshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Shropshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Solihull","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Somerset","No function","30","30","[c]","[c]"
"In post","2021","Department for Transport","South and West Derbyshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South Ayrshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South Hampshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South Hampshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South Hampshire","No function","150","150","32230","31350"
"In post","2021","Department for Transport","South Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South Lanarkshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South Nottinghamshire","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","South Teesside","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South West Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South West Wales","No function","40","40","[c]","[c]"
"In post","2021","Department for Transport","Southampton","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Southampton","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Southampton","Digital, Data & Technology","90","90","39320","34040"
