"Status","Year","Responsibility_level","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","No function","130","120","35920","36500"
"In post","2022","SEO/HEO","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Unknown","190","190","40730","40050"
"In post","2022","SEO/HEO","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Corporate Finance","Finance","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Counter Fraud","1270","1200","35480","34290"
"In post","2022","SEO/HEO","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data and Technology","Analysis","80","80","38960","39030"
"In post","2022","SEO/HEO","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data and Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data and Technology","Digital, Data & Technology","8620","8400","37660","36840"
"In post","2022","SEO/HEO","Digital, Data and Technology","Finance","140","140","34600","36500"
"In post","2022","SEO/HEO","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data and Technology","No function","80","80","38430","38030"
"In post","2022","SEO/HEO","Digital, Data and Technology","Project Delivery","70","70","37260","38070"
"In post","2022","SEO/HEO","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Digital, Data and Technology","Unknown","910","890","39610","39580"
"In post","2022","SEO/HEO","Economics","Analysis","580","580","35290","34020"
"In post","2022","SEO/HEO","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Economics","No function","160","160","36060","34320"
"In post","2022","SEO/HEO","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Economics","Unknown","110","110","36530","35050"
"In post","2022","SEO/HEO","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Commercial","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Finance","4100","3950","37640","36820"
"In post","2022","SEO/HEO","Finance","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Finance","No function","60","60","36010","36500"
"In post","2022","SEO/HEO","Finance","Project Delivery","100","100","36950","34770"
"In post","2022","SEO/HEO","Finance","Property","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Unknown","1410","1390","37360","35610"
"In post","2022","SEO/HEO","Geography","Analysis","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Geography","No function","210","200","35740","33290"
"In post","2022","SEO/HEO","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Human Resources","3740","3570","36480","35980"
"In post","2022","SEO/HEO","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","No function","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Unknown","420","390","37490","37450"
"In post","2022","SEO/HEO","Inspector of Education and Training","No function","390","370","50370","51360"
"In post","2022","SEO/HEO","Intelligence Analysis","Analysis","80","70","35810","35900"
"In post","2022","SEO/HEO","Intelligence Analysis","Counter Fraud","160","150","37400","37610"
"In post","2022","SEO/HEO","Intelligence Analysis","No function","70","70","37270","38160"
"In post","2022","SEO/HEO","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Intelligence Analysis","Security","590","580","38640","37640"
"In post","2022","SEO/HEO","Intelligence Analysis","Unknown","380","370","34650","33900"
"In post","2022","SEO/HEO","Internal Audit","Internal Audit","440","410","40700","40580"
"In post","2022","SEO/HEO","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","International Trade","No function","730","730","36330","37930"
"In post","2022","SEO/HEO","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Communications","60","60","41670","41530"
"In post","2022","SEO/HEO","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Digital, Data & Technology","360","360","35740","34460"
"In post","2022","SEO/HEO","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","No function","360","340","36120","34990"
"In post","2022","SEO/HEO","Knowledge and Information Management","Project Delivery","50","50","35900","38000"
"In post","2022","SEO/HEO","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Security","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Knowledge and Information Management","Unknown","100","100","39630","38160"
"In post","2022","SEO/HEO","Legal","Counter Fraud","1650","1590","36720","35980"
"In post","2022","SEO/HEO","Legal","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Legal","Legal","1220","1160","42950","41750"
"In post","2022","SEO/HEO","Legal","No function","1010","910","39880","41100"
"In post","2022","SEO/HEO","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medicine","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medicine","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medicine","No function","90","80","39000","40060"
"In post","2022","SEO/HEO","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medicine","Unknown","660","590","40290","39030"
"In post","2022","SEO/HEO","Operational Delivery","Analysis","440","430","34840","35790"
"In post","2022","SEO/HEO","Operational Delivery","Commercial","180","180","39560","39370"
"In post","2022","SEO/HEO","Operational Delivery","Communications","690","680","35040","33370"
"In post","2022","SEO/HEO","Operational Delivery","Counter Fraud","1330","1250","35880","33370"
"In post","2022","SEO/HEO","Operational Delivery","Debt","250","230","35950","33370"
"In post","2022","SEO/HEO","Operational Delivery","Digital, Data & Technology","330","320","36640","35310"
"In post","2022","SEO/HEO","Operational Delivery","Finance","320","310","36440","33930"
"In post","2022","SEO/HEO","Operational Delivery","Grants Management","360","330","32600","31040"
"In post","2022","SEO/HEO","Operational Delivery","Human Resources","400","380","35130","33650"
"In post","2022","SEO/HEO","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Operational Delivery","Legal","400","390","34760","33370"
"In post","2022","SEO/HEO","Operational Delivery","No function","26780","25470","37560","36130"
"In post","2022","SEO/HEO","Operational Delivery","Project Delivery","710","680","36060","35830"
"In post","2022","SEO/HEO","Operational Delivery","Property","300","290","37310","37110"
"In post","2022","SEO/HEO","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Operational Delivery","Unknown","5740","5510","35500","35070"
"In post","2022","SEO/HEO","Operational Research","Analysis","350","340","37250","38070"
"In post","2022","SEO/HEO","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Operational Research","No function","120","120","35610","38070"
"In post","2022","SEO/HEO","Operational Research","Unknown","50","50","38940","37840"
"In post","2022","SEO/HEO","Other","Analysis","130","130","38720","37640"
"In post","2022","SEO/HEO","Other","Commercial","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Other","Counter Fraud","130","120","37500","37930"
"In post","2022","SEO/HEO","Other","Debt","90","80","32950","31990"
"In post","2022","SEO/HEO","Other","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Other","Human Resources","60","50","35700","38220"
"In post","2022","SEO/HEO","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Other","Legal","110","110","34070","31640"
"In post","2022","SEO/HEO","Other","No function","1320","1250","35680","34290"
"In post","2022","SEO/HEO","Other","Project Delivery","1730","1660","33000","33050"
"In post","2022","SEO/HEO","Other","Property","120","120","34430","33650"
"In post","2022","SEO/HEO","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Other","Unknown","2900","2820","38520","37450"
"In post","2022","SEO/HEO","Planning","No function","90","80","38210","39100"
"In post","2022","SEO/HEO","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Analysis","220","200","38240","37160"
"In post","2022","SEO/HEO","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Digital, Data & Technology","120","120","35170","36500"
"In post","2022","SEO/HEO","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Legal","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Policy","No function","10540","10320","36390","35900"
"In post","2022","SEO/HEO","Policy","Project Delivery","640","610","38930","39300"
"In post","2022","SEO/HEO","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Policy","Unknown","2830","2750","39690","38430"
"In post","2022","SEO/HEO","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Project Delivery","Commercial","60","60","37070","37500"
"In post","2022","SEO/HEO","Project Delivery","Digital, Data & Technology","130","120","35510","34290"
"In post","2022","SEO/HEO","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Project Delivery","No function","220","210","35760","34110"
"In post","2022","SEO/HEO","Project Delivery","Project Delivery","6830","6550","37360","38070"
"In post","2022","SEO/HEO","Project Delivery","Property","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Project Delivery","Unknown","1060","1030","37450","37450"
"In post","2022","SEO/HEO","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Property","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Property","Project Delivery","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Property","Property","3310","3180","37800","36500"
"In post","2022","SEO/HEO","Property","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Psychology","No function","900","860","37070","33120"
"In post","2022","SEO/HEO","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Science and Engineering","Analysis","390","370","34070","35900"
"In post","2022","SEO/HEO","Science and Engineering","Commercial","80","80","38070","39940"
"In post","2022","SEO/HEO","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Science and Engineering","Digital, Data & Technology","650","610","37020","38200"
"In post","2022","SEO/HEO","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Science and Engineering","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Science and Engineering","No function","3200","3050","36270","38070"
"In post","2022","SEO/HEO","Science and Engineering","Project Delivery","1770","1720","38100","38250"
"In post","2022","SEO/HEO","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Science and Engineering","Unknown","740","720","40430","40000"
"In post","2022","SEO/HEO","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
