"Status","Year","Sex","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","20-29","Department for Transport","70","60","23570","21590"
"Leaver CS","2021","Female","20-29","Department for Work and Pensions","370","360","24980","24180"
"Leaver CS","2021","Female","20-29","Department of Health and Social Care","160","130","25160","23450"
"Leaver CS","2021","Female","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","HM Land Registry","30","30","[c]","[c]"
"Leaver CS","2021","Female","20-29","HM Revenue and Customs","280","260","[c]","[c]"
"Leaver CS","2021","Female","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Home Office","160","150","26040","24110"
"Leaver CS","2021","Female","20-29","Ministry of Defence","150","150","22860","20920"
"Leaver CS","2021","Female","20-29","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Ministry of Justice","890","880","21650","19930"
"Leaver CS","2021","Female","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Scottish Government","80","80","24860","22820"
"Leaver CS","2021","Female","20-29","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver CS","2021","Female","20-29","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Attorney General's Departments","50","50","[c]","[c]"
"Leaver CS","2021","Female","30-39","Cabinet Office","40","40","[c]","[c]"
"Leaver CS","2021","Female","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"Leaver CS","2021","Female","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Department for Education","50","50","45650","40860"
"Leaver CS","2021","Female","30-39","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver CS","2021","Female","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Department for Transport","50","40","[c]","[c]"
"Leaver CS","2021","Female","30-39","Department for Work and Pensions","330","290","25990","27570"
"Leaver CS","2021","Female","30-39","Department of Health and Social Care","150","130","35740","34460"
"Leaver CS","2021","Female","30-39","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","HM Revenue and Customs","290","230","[c]","[c]"
"Leaver CS","2021","Female","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Home Office","110","90","28370","25310"
"Leaver CS","2021","Female","30-39","Ministry of Defence","180","170","30910","29930"
"Leaver CS","2021","Female","30-39","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Ministry of Justice","510","460","25570","21300"
"Leaver CS","2021","Female","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Scottish Government","80","70","30560","28140"
"Leaver CS","2021","Female","30-39","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2021","Female","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2021","Female","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Department for Transport","50","40","[c]","[c]"
"Leaver CS","2021","Female","40-49","Department for Work and Pensions","310","270","26430","25860"
"Leaver CS","2021","Female","40-49","Department of Health and Social Care","90","70","41200","40130"
"Leaver CS","2021","Female","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","HM Revenue and Customs","430","350","[c]","[c]"
"Leaver CS","2021","Female","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Home Office","90","70","32290","25640"
"Leaver CS","2021","Female","40-49","Ministry of Defence","200","170","34390","30620"
"Leaver CS","2021","Female","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Ministry of Justice","390","340","29370","22680"
"Leaver CS","2021","Female","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Scottish Government","60","50","36000","30650"
"Leaver CS","2021","Female","40-49","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Attorney General's Departments","50","40","51840","55610"
"Leaver CS","2021","Female","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Department for Education","30","30","[c]","[c]"
"Leaver CS","2021","Female","50-59","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"Leaver CS","2021","Female","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Department for Transport","50","40","29530","21590"
"Leaver CS","2021","Female","50-59","Department for Work and Pensions","670","560","27400","27570"
"Leaver CS","2021","Female","50-59","Department of Health and Social Care","90","70","48480","44500"
"Leaver CS","2021","Female","50-59","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","HM Land Registry","40","30","[c]","[c]"
"Leaver CS","2021","Female","50-59","HM Revenue and Customs","1310","1120","[c]","[c]"
"Leaver CS","2021","Female","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Home Office","150","130","31780","27240"
"Leaver CS","2021","Female","50-59","Ministry of Defence","230","210","31650","26670"
"Leaver CS","2021","Female","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Ministry of Justice","530","470","28120","22240"
"Leaver CS","2021","Female","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","Scottish Government","80","70","40350","33650"
"Leaver CS","2021","Female","50-59","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
