"Status","Year","Region_ITL1","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","London","Analysis","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","London","Commercial","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","London","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Communications","Heterosexual / straight","80","80","38960","34640"
"Leaver CS","2021","London","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Communications","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","London","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Digital, Data & Technology","Heterosexual / straight","90","90","50100","48200"
"Leaver CS","2021","London","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Digital, Data & Technology","Unknown","50","50","41290","35290"
"Leaver CS","2021","London","Finance","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","London","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Heterosexual / straight","70","60","50910","45200"
"Leaver CS","2021","London","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Heterosexual / straight","140","130","49990","51250"
"Leaver CS","2021","London","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Legal","Unknown","70","60","50560","48830"
"Leaver CS","2021","London","No function","Heterosexual / straight","930","880","42300","33570"
"Leaver CS","2021","London","No function","LGBO","70","70","47010","39660"
"Leaver CS","2021","London","No function","Undeclared","160","140","39940","33490"
"Leaver CS","2021","London","No function","Unknown","690","660","37040","30480"
"Leaver CS","2021","London","Project Delivery","Heterosexual / straight","70","60","52370","49200"
"Leaver CS","2021","London","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","London","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Property","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","London","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Heterosexual / straight","860","780","37520","31060"
"Leaver CS","2021","London","Unknown","LGBO","70","60","41030","32230"
"Leaver CS","2021","London","Unknown","Undeclared","140","120","42760","37570"
"Leaver CS","2021","London","Unknown","Unknown","1230","940","36480","31060"
"Leaver CS","2021","North East (England)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","No function","Heterosexual / straight","200","170","25630","21920"
"Leaver CS","2021","North East (England)","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","No function","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","North East (England)","No function","Unknown","120","110","[c]","[c]"
"Leaver CS","2021","North East (England)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Heterosexual / straight","360","290","26160","21010"
"Leaver CS","2021","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Unknown","830","660","24930","21010"
"Leaver CS","2021","North West (England)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","No function","Heterosexual / straight","490","420","31370","23370"
"Leaver CS","2021","North West (England)","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","No function","Undeclared","90","80","[c]","[c]"
"Leaver CS","2021","North West (England)","No function","Unknown","290","250","26910","21590"
"Leaver CS","2021","North West (England)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Heterosexual / straight","670","570","26550","24110"
"Leaver CS","2021","North West (England)","Unknown","LGBO","50","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Undeclared","70","60","25810","24510"
"Leaver CS","2021","North West (England)","Unknown","Unknown","840","690","25510","21430"
"Leaver CS","2021","Northern Ireland","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
