"Status","Year","Sexual_orientation","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","30-39","Home Office","60","60","36140","30700"
"Leaver CS","2022","Unknown","30-39","Ministry of Defence","210","200","32890","32630"
"Leaver CS","2022","Unknown","30-39","Ministry of Justice","610","570","26180","22680"
"Leaver CS","2022","Unknown","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Scottish Government","110","100","30000","27940"
"Leaver CS","2022","Unknown","30-39","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","UK Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Cabinet Office","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Department for Transport","60","60","28660","26130"
"Leaver CS","2022","Unknown","40-49","Department for Work and Pensions","280","240","28070","27570"
"Leaver CS","2022","Unknown","40-49","Department of Health and Social Care","120","110","54810","50730"
"Leaver CS","2022","Unknown","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","HM Revenue and Customs","490","430","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Home Office","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Ministry of Defence","140","130","35510","32700"
"Leaver CS","2022","Unknown","40-49","Ministry of Justice","330","300","30110","23720"
"Leaver CS","2022","Unknown","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Scottish Government","90","80","35730","31540"
"Leaver CS","2022","Unknown","40-49","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Cabinet Office","60","60","79080","71460"
"Leaver CS","2022","Unknown","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Department for Transport","70","70","30340","26130"
"Leaver CS","2022","Unknown","50-59","Department for Work and Pensions","380","330","27040","27570"
"Leaver CS","2022","Unknown","50-59","Department of Health and Social Care","130","120","53710","47090"
"Leaver CS","2022","Unknown","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","HM Revenue and Customs","970","830","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Home Office","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Ministry of Defence","150","140","38060","34170"
"Leaver CS","2022","Unknown","50-59","Ministry of Justice","380","350","27820","21720"
"Leaver CS","2022","Unknown","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Scottish Government","180","170","36400","35000"
"Leaver CS","2022","Unknown","50-59","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Work and Pensions","300","220","28540","27570"
"Leaver CS","2022","Unknown","60-64","Department of Health and Social Care","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","HM Revenue and Customs","970","740","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Ministry of Defence","120","110","39440","35380"
"Leaver CS","2022","Unknown","60-64","Ministry of Justice","200","150","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Scottish Government","160","140","38010","35000"
"Leaver CS","2022","Unknown","60-64","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Work and Pensions","280","190","25660","26120"
"Leaver CS","2022","Unknown","65+","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","HM Revenue and Customs","640","440","[c]","[c]"
"Leaver CS","2022","Unknown","65+","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Ministry of Defence","80","70","34500","31910"
"Leaver CS","2022","Unknown","65+","Ministry of Justice","200","130","[c]","[c]"
"Leaver CS","2022","Unknown","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Scottish Government","110","80","34560","30450"
"Leaver CS","2022","Unknown","65+","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Attorney General's Departments","60","50","29510","27350"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Cabinet Office","290","290","33430","32000"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Business, Energy and Industrial Strategy","140","130","37140","33570"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Education","60","60","35650","33300"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for International Trade","50","50","36230","31460"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Transport","70","70","32250","34330"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Work and Pensions","220","220","28020","27570"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Home Office","260","250","30670","28670"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Ministry of Defence","210","200","29040","27540"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Ministry of Housing, Communities and Local Government","110","110","33560","32560"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Ministry of Justice","270","270","27050","23360"
"Leaver Dept.","2021","Heterosexual / straight","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Scottish Government","[c]","[c]","[c]","[c]"
