"Status","Year","Responsibility_level","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Home Office","450","440","60330","57680"
"In post","2021","G6/G7","Project Delivery","Ministry of Defence","1490","1460","56510","54540"
"In post","2021","G6/G7","Project Delivery","Ministry of Housing, Communities and Local Government","50","50","54660","53130"
"In post","2021","G6/G7","Project Delivery","Ministry of Justice","170","170","55200","54120"
"In post","2021","G6/G7","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Other Cabinet Office Agencies","40","40","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","United Kingdom Statistics Authority","90","90","52380","49120"
"In post","2021","G6/G7","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Department for Education","360","360","59990","61680"
"In post","2021","G6/G7","Property","Department for Environment, Food and Rural Affairs","90","90","54250","53200"
"In post","2021","G6/G7","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Foreign, Commonwealth and Development Office","100","100","63310","61720"
"In post","2021","G6/G7","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","HM Revenue and Customs","290","270","57410","55930"
"In post","2021","G6/G7","Property","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Ministry of Defence","190","190","55300","54540"
"In post","2021","G6/G7","Property","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","G6/G7","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Psychology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Psychology","Ministry of Justice","90","80","66820","65520"
"In post","2021","G6/G7","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Department for Business, Energy and Industrial Strategy","380","350","56010","58370"
"In post","2021","G6/G7","Science and Engineering","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Department for Environment, Food and Rural Affairs","220","210","54110","53200"
"In post","2021","G6/G7","Science and Engineering","Department for Transport","30","30","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Department for Work and Pensions","100","80","58910","57510"
"In post","2021","G6/G7","Science and Engineering","Department of Health and Social Care","730","690","59180","54230"
"In post","2021","G6/G7","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Home Office","40","40","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Ministry of Defence","1520","1470","53120","50760"
"In post","2021","G6/G7","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Department for Transport","50","50","57830","54760"
"In post","2021","G6/G7","Security","Foreign, Commonwealth and Development Office","60","60","60900","58980"
"In post","2021","G6/G7","Security","HM Revenue and Customs","60","50","57560","52770"
"In post","2021","G6/G7","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Home Office","30","30","[c]","[c]"
"In post","2021","G6/G7","Security","Ministry of Defence","50","50","58640","56080"
"In post","2021","G6/G7","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","G6/G7","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2021","G6/G7","Social Research","Home Office","40","40","[c]","[c]"
"In post","2021","G6/G7","Social Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","United Kingdom Statistics Authority","110","110","51580","49120"
"In post","2021","G6/G7","Statistics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Department for Transport","40","40","[c]","[c]"
"In post","2021","G6/G7","Statistics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","G6/G7","Statistics","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"In post","2021","G6/G7","Statistics","HM Revenue and Customs","100","100","57090","59160"
"In post","2021","G6/G7","Statistics","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Ministry of Housing, Communities and Local Government","50","40","[c]","[c]"
"In post","2021","G6/G7","Statistics","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","G6/G7","Statistics","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","United Kingdom Statistics Authority","170","160","53940","51640"
"In post","2021","G6/G7","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Tax","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Tax","HM Revenue and Customs","2680","2560","56870","52580"
"In post","2021","G6/G7","Tax","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Tax","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Cabinet Office","2990","2930","59600","56340"
"In post","2021","G6/G7","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Department for Transport","60","50","58900","55380"
"In post","2021","G6/G7","Unknown","Department for Work and Pensions","2760","2650","56700","54070"
"In post","2021","G6/G7","Unknown","Department of Health and Social Care","70","70","57260","53360"
"In post","2021","G6/G7","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Foreign, Commonwealth and Development Office","100","100","61220","59470"
"In post","2021","G6/G7","Unknown","HM Revenue and Customs","580","560","58930","59160"
"In post","2021","G6/G7","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Home Office","40","40","[c]","[c]"
"In post","2021","G6/G7","Unknown","Ministry of Defence","130","120","59650","55480"
"In post","2021","G6/G7","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Scotland Office","40","30","[c]","[c]"
"In post","2021","G6/G7","Unknown","Scottish Government","2810","2690","62520","61010"
"In post","2021","G6/G7","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Veterinarian","Department for Environment, Food and Rural Affairs","120","120","55810","54730"
"In post","2021","G6/G7","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Veterinarian","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Veterinarian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
