"Status","Year","Region_ITL2","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Lincolnshire","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","No function","700","660","28380","26750"
"In post","2021","Lincolnshire","Declared non-disabled","Project Delivery","230","230","34600","33300"
"In post","2021","Lincolnshire","Declared non-disabled","Property","50","50","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Security","40","40","[c]","[c]"
"In post","2021","Lincolnshire","Declared non-disabled","Unknown","850","790","26100","25730"
"In post","2021","Lincolnshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","No function","130","120","29620","31410"
"In post","2021","Lincolnshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","Unknown","80","70","26230","21580"
"In post","2021","Lincolnshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","No function","80","80","25580","24440"
"In post","2021","Lincolnshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Unknown","Unknown","80","80","27390","21220"
"In post","2021","Merseyside","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Human Resources","40","40","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Legal","40","40","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","No function","690","620","28480","25560"
"In post","2021","Merseyside","Declared disabled","Project Delivery","70","70","38170","35000"
"In post","2021","Merseyside","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared disabled","Unknown","1250","1090","25590","25040"
"In post","2021","Merseyside","Declared non-disabled","Analysis","90","80","41090","38630"
"In post","2021","Merseyside","Declared non-disabled","Commercial","100","90","44390","35570"
"In post","2021","Merseyside","Declared non-disabled","Communications","70","70","38510","35910"
"In post","2021","Merseyside","Declared non-disabled","Counter Fraud","360","330","33520","31810"
"In post","2021","Merseyside","Declared non-disabled","Debt","190","170","23740","21440"
"In post","2021","Merseyside","Declared non-disabled","Digital, Data & Technology","170","160","37220","32800"
"In post","2021","Merseyside","Declared non-disabled","Finance","130","130","34690","30960"
"In post","2021","Merseyside","Declared non-disabled","Human Resources","210","190","34160","31660"
"In post","2021","Merseyside","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Legal","280","260","40150","36530"
"In post","2021","Merseyside","Declared non-disabled","No function","3590","3270","30260","26470"
"In post","2021","Merseyside","Declared non-disabled","Project Delivery","400","390","39590","38630"
"In post","2021","Merseyside","Declared non-disabled","Property","110","100","33210","30000"
"In post","2021","Merseyside","Declared non-disabled","Security","30","30","[c]","[c]"
"In post","2021","Merseyside","Declared non-disabled","Unknown","7720","6960","26050","24890"
"In post","2021","Merseyside","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","No function","380","340","30780","28130"
"In post","2021","Merseyside","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Undeclared","Unknown","330","300","26640","25900"
"In post","2021","Merseyside","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Commercial","200","190","41060","35490"
"In post","2021","Merseyside","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Counter Fraud","120","110","28880","25560"
"In post","2021","Merseyside","Unknown","Debt","80","80","21570","20140"
"In post","2021","Merseyside","Unknown","Digital, Data & Technology","90","90","37410","36820"
"In post","2021","Merseyside","Unknown","Finance","50","50","34470","31810"
"In post","2021","Merseyside","Unknown","Human Resources","60","60","31710","27770"
"In post","2021","Merseyside","Unknown","Legal","90","80","35830","38000"
"In post","2021","Merseyside","Unknown","No function","1590","1460","25510","21440"
"In post","2021","Merseyside","Unknown","Project Delivery","130","120","37770","35000"
"In post","2021","Merseyside","Unknown","Property","30","30","[c]","[c]"
"In post","2021","Merseyside","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Unknown","400","380","27590","24880"
"In post","2021","North Eastern Scotland","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","No function","40","40","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared disabled","Unknown","80","80","30110","27570"
"In post","2021","North Eastern Scotland","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","No function","320","300","49050","36620"
"In post","2021","North Eastern Scotland","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Declared non-disabled","Property","70","60","30900","30160"
"In post","2021","North Eastern Scotland","Declared non-disabled","Security","50","50","41170","44070"
"In post","2021","North Eastern Scotland","Declared non-disabled","Unknown","560","520","33080","27570"
"In post","2021","North Eastern Scotland","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Legal","80","70","24570","22820"
"In post","2021","North Eastern Scotland","Unknown","No function","290","280","30810","28410"
"In post","2021","North Eastern Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Security","30","30","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","Unknown","200","190","35910","32140"
"In post","2021","North Yorkshire","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","No function","150","130","32890","30210"
"In post","2021","North Yorkshire","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared disabled","Security","50","50","28290","26670"
"In post","2021","North Yorkshire","Declared disabled","Unknown","140","120","26570","27570"
"In post","2021","North Yorkshire","Declared non-disabled","Analysis","60","60","36900","31060"
"In post","2021","North Yorkshire","Declared non-disabled","Commercial","40","40","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Digital, Data & Technology","110","100","39950","37910"
"In post","2021","North Yorkshire","Declared non-disabled","Finance","120","110","39520","36970"
"In post","2021","North Yorkshire","Declared non-disabled","Grants Management","130","130","26710","24920"
"In post","2021","North Yorkshire","Declared non-disabled","Human Resources","60","50","40690","37910"
"In post","2021","North Yorkshire","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Declared non-disabled","Legal","170","150","52180","55610"
"In post","2021","North Yorkshire","Declared non-disabled","No function","1070","1010","37220","31680"
"In post","2021","North Yorkshire","Declared non-disabled","Project Delivery","130","120","36280","33740"
"In post","2021","North Yorkshire","Declared non-disabled","Property","130","120","33640","33300"
