"Status","Year","Parent_department","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Crime Agency","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","Undeclared","190","190","38850","36740"
"In post","2022","National Crime Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","White","140","140","41210","39830"
"In post","2022","National Crime Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Unknown","550","530","41430","39830"
"In post","2022","National Crime Agency","Unknown","White","140","140","43210","43450"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Heterosexual / straight","White","100","100","46330","41750"
"In post","2022","Northern Ireland Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Unknown","50","50","46280","41750"
"In post","2022","Northern Ireland Office","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Asian","100","90","40330","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Black","50","50","44370","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","White","1310","1260","52260","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","White","120","110","49690","42660"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","White","70","70","47150","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","White","70","60","42830","39850"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Asian","90","90","39110","33400"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Black","60","60","38100","34620"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","White","500","490","42780","35900"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","LGBO","White","80","80","35620","30950"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","White","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Asian","50","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Unknown","70","70","45940","37980"
"In post","2022","Office of Gas and Electricity Markets","Unknown","White","310","310","48430","44520"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","White","150","150","46310","42000"
"In post","2022","Office of Qualifications and Examinations Regulation","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","White","50","50","[c]","[c]"
"In post","2022","Office of Rail and Road","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Heterosexual / straight","White","170","160","54130","54890"
"In post","2022","Office of Rail and Road","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","White","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
