"Status","Year","Profession_of_post","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Delivery","LGBO","Inner London - East","280","270","36510","35050"
"In post","2021","Operational Delivery","LGBO","Inner London - West","400","390","38680","33260"
"In post","2021","Operational Delivery","LGBO","Kent","210","200","30610","30400"
"In post","2021","Operational Delivery","LGBO","Lancashire","160","150","28000","26300"
"In post","2021","Operational Delivery","LGBO","Leicestershire, Rutland and Northamptonshire","130","120","27180","24620"
"In post","2021","Operational Delivery","LGBO","Lincolnshire","40","40","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Merseyside","320","310","26180","24890"
"In post","2021","Operational Delivery","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","North Yorkshire","50","50","27770","28030"
"In post","2021","Operational Delivery","LGBO","Northern Ireland","50","40","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Northumberland and Tyne and Wear","210","200","25610","21440"
"In post","2021","Operational Delivery","LGBO","Outer London - East and North East","60","60","31680","31260"
"In post","2021","Operational Delivery","LGBO","Outer London - South","110","100","35820","30460"
"In post","2021","Operational Delivery","LGBO","Outer London - West and North West","130","120","32430","30470"
"In post","2021","Operational Delivery","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Shropshire and Staffordshire","190","180","25600","24120"
"In post","2021","Operational Delivery","LGBO","South Yorkshire","160","150","27500","25300"
"In post","2021","Operational Delivery","LGBO","Southern Scotland","60","60","25700","24110"
"In post","2021","Operational Delivery","LGBO","Surrey, East and West Sussex","220","210","29730","28200"
"In post","2021","Operational Delivery","LGBO","Tees Valley and Durham","170","160","27860","24920"
"In post","2021","Operational Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","West Central Scotland","180","170","27610","25040"
"In post","2021","Operational Delivery","LGBO","West Midlands","230","220","28310","25040"
"In post","2021","Operational Delivery","LGBO","West Wales and The Valleys","240","230","24720","21590"
"In post","2021","Operational Delivery","LGBO","West Yorkshire","280","270","28040","25560"
"In post","2021","Operational Delivery","Undeclared","Bedfordshire and Hertfordshire","190","170","30880","28990"
"In post","2021","Operational Delivery","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","280","270","29960","29460"
"In post","2021","Operational Delivery","Undeclared","Cheshire","210","200","31820","31650"
"In post","2021","Operational Delivery","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","Cumbria","80","70","26770","24450"
"In post","2021","Operational Delivery","Undeclared","Derbyshire and Nottinghamshire","500","460","28390","27130"
"In post","2021","Operational Delivery","Undeclared","Devon","240","220","29450","27130"
"In post","2021","Operational Delivery","Undeclared","Dorset and Somerset","210","200","28800","27370"
"In post","2021","Operational Delivery","Undeclared","East Anglia","560","510","29050","27130"
"In post","2021","Operational Delivery","Undeclared","East Wales","610","550","29710","25930"
"In post","2021","Operational Delivery","Undeclared","East Yorkshire and Northern Lincolnshire","270","250","29390","27370"
"In post","2021","Operational Delivery","Undeclared","Eastern Scotland","1100","1010","27710","23250"
"In post","2021","Operational Delivery","Undeclared","Essex","260","240","28230","26780"
"In post","2021","Operational Delivery","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","490","440","30360","27220"
"In post","2021","Operational Delivery","Undeclared","Greater Manchester","610","560","27460","25560"
"In post","2021","Operational Delivery","Undeclared","Hampshire and Isle of Wight","450","400","27940","26410"
"In post","2021","Operational Delivery","Undeclared","Herefordshire, Worcestershire and Warwickshire","160","150","28450","26780"
"In post","2021","Operational Delivery","Undeclared","Highlands and Islands","110","90","26310","26210"
"In post","2021","Operational Delivery","Undeclared","Inner London - East","600","560","37670","33180"
"In post","2021","Operational Delivery","Undeclared","Inner London - West","750","720","36310","31520"
"In post","2021","Operational Delivery","Undeclared","Kent","610","550","29080","27370"
"In post","2021","Operational Delivery","Undeclared","Lancashire","380","330","27490","26780"
"In post","2021","Operational Delivery","Undeclared","Leicestershire, Rutland and Northamptonshire","360","330","26770","24800"
"In post","2021","Operational Delivery","Undeclared","Lincolnshire","90","80","30380","26800"
"In post","2021","Operational Delivery","Undeclared","Merseyside","810","720","27100","24920"
"In post","2021","Operational Delivery","Undeclared","North Eastern Scotland","110","100","32360","22820"
"In post","2021","Operational Delivery","Undeclared","North Yorkshire","90","80","29130","27410"
"In post","2021","Operational Delivery","Undeclared","Northern Ireland","110","100","27160","25560"
"In post","2021","Operational Delivery","Undeclared","Northumberland and Tyne and Wear","600","520","25370","21440"
"In post","2021","Operational Delivery","Undeclared","Outer London - East and North East","160","150","30680","30780"
"In post","2021","Operational Delivery","Undeclared","Outer London - South","550","510","32280","29370"
"In post","2021","Operational Delivery","Undeclared","Outer London - West and North West","610","550","31970","30390"
"In post","2021","Operational Delivery","Undeclared","Overseas","50","50","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","Shropshire and Staffordshire","300","280","28390","27130"
"In post","2021","Operational Delivery","Undeclared","South Yorkshire","380","360","28210","25310"
"In post","2021","Operational Delivery","Undeclared","Southern Scotland","280","250","25090","22820"
"In post","2021","Operational Delivery","Undeclared","Surrey, East and West Sussex","460","410","30330","28350"
"In post","2021","Operational Delivery","Undeclared","Tees Valley and Durham","430","390","27980","26800"
"In post","2021","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","West Central Scotland","650","580","26610","25040"
"In post","2021","Operational Delivery","Undeclared","West Midlands","660","600","27850","25560"
"In post","2021","Operational Delivery","Undeclared","West Wales and The Valleys","1500","1220","23830","21590"
"In post","2021","Operational Delivery","Undeclared","West Yorkshire","600","540","28790","26300"
"In post","2021","Operational Delivery","Unknown","Bedfordshire and Hertfordshire","320","300","28970","27530"
"In post","2021","Operational Delivery","Unknown","Berkshire, Buckinghamshire and Oxfordshire","720","680","28840","27850"
"In post","2021","Operational Delivery","Unknown","Cheshire","440","410","29480","28860"
"In post","2021","Operational Delivery","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Cumbria","460","420","23770","21050"
"In post","2021","Operational Delivery","Unknown","Derbyshire and Nottinghamshire","1150","1060","26400","25560"
"In post","2021","Operational Delivery","Unknown","Devon","660","610","29210","25450"
"In post","2021","Operational Delivery","Unknown","Dorset and Somerset","450","410","27960","26740"
"In post","2021","Operational Delivery","Unknown","East Anglia","950","870","27470","26580"
"In post","2021","Operational Delivery","Unknown","East Wales","2110","1900","25420","23050"
"In post","2021","Operational Delivery","Unknown","East Yorkshire and Northern Lincolnshire","470","440","26850","25560"
"In post","2021","Operational Delivery","Unknown","Eastern Scotland","1880","1750","28650","27010"
"In post","2021","Operational Delivery","Unknown","Essex","360","330","26250","24230"
"In post","2021","Operational Delivery","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","880","800","29200","25930"
"In post","2021","Operational Delivery","Unknown","Greater Manchester","1580","1440","25960","24250"
"In post","2021","Operational Delivery","Unknown","Hampshire and Isle of Wight","1010","850","25920","23050"
"In post","2021","Operational Delivery","Unknown","Herefordshire, Worcestershire and Warwickshire","360","340","26210","24920"
"In post","2021","Operational Delivery","Unknown","Highlands and Islands","60","60","29560","29040"
"In post","2021","Operational Delivery","Unknown","Inner London - East","1290","1220","36700","32310"
"In post","2021","Operational Delivery","Unknown","Inner London - West","1760","1680","33850","30220"
"In post","2021","Operational Delivery","Unknown","Kent","770","720","28050","27850"
"In post","2021","Operational Delivery","Unknown","Lancashire","1070","950","25810","23970"
"In post","2021","Operational Delivery","Unknown","Leicestershire, Rutland and Northamptonshire","710","640","25060","22850"
"In post","2021","Operational Delivery","Unknown","Lincolnshire","140","130","26850","26300"
"In post","2021","Operational Delivery","Unknown","Merseyside","1780","1570","25020","21950"
"In post","2021","Operational Delivery","Unknown","North Eastern Scotland","180","170","33090","32290"
"In post","2021","Operational Delivery","Unknown","North Yorkshire","170","160","27310","25010"
"In post","2021","Operational Delivery","Unknown","Northern Ireland","440","400","23990","21440"
"In post","2021","Operational Delivery","Unknown","Northumberland and Tyne and Wear","2600","2150","23280","21440"
"In post","2021","Operational Delivery","Unknown","Outer London - East and North East","380","360","29370","30150"
"In post","2021","Operational Delivery","Unknown","Outer London - South","500","470","29090","25850"
"In post","2021","Operational Delivery","Unknown","Outer London - West and North West","600","570","30960","28650"
"In post","2021","Operational Delivery","Unknown","Overseas","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Shropshire and Staffordshire","780","720","25650","23970"
"In post","2021","Operational Delivery","Unknown","South Yorkshire","480","450","26210","22850"
"In post","2021","Operational Delivery","Unknown","Southern Scotland","900","780","23300","21400"
"In post","2021","Operational Delivery","Unknown","Surrey, East and West Sussex","690","630","29060","27810"
"In post","2021","Operational Delivery","Unknown","Tees Valley and Durham","1120","1030","26440","24880"
"In post","2021","Operational Delivery","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","West Central Scotland","1650","1540","27730","25870"
"In post","2021","Operational Delivery","Unknown","West Midlands","1500","1390","27470","23560"
"In post","2021","Operational Delivery","Unknown","West Wales and The Valleys","1200","1060","24030","21590"
"In post","2021","Operational Delivery","Unknown","West Yorkshire","1550","1420","25770","23240"
"In post","2021","Operational Research","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","42840","45250"
"In post","2021","Operational Research","Heterosexual / straight","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Hampshire and Isle of Wight","350","330","41930","46080"
"In post","2021","Operational Research","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Inner London - East","60","60","48710","42350"
"In post","2021","Operational Research","Heterosexual / straight","Inner London - West","160","160","50740","48750"
"In post","2021","Operational Research","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Outer London - South","40","40","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
