"Status","Year","Sexual_orientation","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Unknown","310","280","58420","63730"
"In post","2022","Unknown","Government Legal Department","White","160","140","61070","64680"
"In post","2022","Unknown","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Unknown","190","180","40800","36960"
"In post","2022","Unknown","Health and Safety Executive","White","30","30","[c]","[c]"
"In post","2022","Unknown","HM Courts and Tribunals Service","Asian","60","50","29090","23720"
"In post","2022","Unknown","HM Courts and Tribunals Service","Black","60","50","26550","24310"
"In post","2022","Unknown","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Courts and Tribunals Service","Unknown","1680","1610","25430","21650"
"In post","2022","Unknown","HM Courts and Tribunals Service","White","300","250","27250","21650"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Asian","40","40","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Unknown","990","950","27990","22600"
"In post","2022","Unknown","HM Land Registry","White","760","670","29750","27130"
"In post","2022","Unknown","HM Prison and Probation Service","Asian","70","70","34790","31650"
"In post","2022","Unknown","HM Prison and Probation Service","Black","200","190","31670","31740"
"In post","2022","Unknown","HM Prison and Probation Service","Mixed","50","50","33240","31650"
"In post","2022","Unknown","HM Prison and Probation Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Prison and Probation Service","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","HM Prison and Probation Service","Unknown","7960","7480","27410","25740"
"In post","2022","Unknown","HM Prison and Probation Service","White","3160","2770","31310","31650"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Asian","910","830","32100","28920"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Black","220","210","33000","32380"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Mixed","100","100","36260","33370"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Undeclared","490","450","34090","33080"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","13890","13070","29720","26820"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","White","5140","4460","30860","26820"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","White","30","30","[c]","[c]"
"In post","2022","Unknown","Home Office","Asian","40","40","[c]","[c]"
"In post","2022","Unknown","Home Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Unknown","4190","4050","32430","27370"
"In post","2022","Unknown","Home Office","White","170","160","30230","25310"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Unknown","50","50","43290","40590"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","Unknown","410","390","36210","30530"
"In post","2022","Unknown","Intellectual Property Office","White","110","100","42160","40090"
"In post","2022","Unknown","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal Aid Agency","Unknown","70","70","24830","20970"
"In post","2022","Unknown","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","Unknown","100","100","31770","26840"
"In post","2022","Unknown","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Asian","70","70","49000","41060"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","White","170","160","53910","53360"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Asian","40","30","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Undeclared","50","40","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","2880","2790","33690","29350"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","White","800","760","31920","29200"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Unknown","950","930","41580","36470"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","White","90","90","39830","36050"
"In post","2022","Unknown","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Crime Agency","Unknown","550","530","41430","39830"
"In post","2022","Unknown","National Crime Agency","White","140","140","43210","43450"
"In post","2022","Unknown","National Records of Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","Unknown","110","100","34280","28990"
"In post","2022","Unknown","National Records of Scotland","White","100","90","31790","25930"
"In post","2022","Unknown","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Unknown","50","50","46280","41750"
"In post","2022","Unknown","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Budget Responsibility","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","White","70","60","42830","39850"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Asian","50","40","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Unknown","70","70","45940","37980"
"In post","2022","Unknown","Office of Gas and Electricity Markets","White","310","310","48430","44520"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","White","50","50","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","White","40","40","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","Unknown","240","220","22270","20970"
"In post","2022","Unknown","Office of the Public Guardian","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","50","40","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Unknown","70","60","38640","40720"
