"Status","Year","Profession_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Operational Research","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","EO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","EO","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2022","Operational Research","G6/G7","White","410","390","55640","55210"
"In post","2022","Operational Research","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SCS","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SEO/HEO","Asian","40","30","[c]","[c]"
"In post","2022","Operational Research","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","SEO/HEO","Unknown","70","70","36270","36800"
"In post","2022","Operational Research","SEO/HEO","White","380","370","37160","38070"
"In post","2022","Operational Research","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Other","AA/AO","Asian","570","500","22070","21260"
"In post","2022","Other","AA/AO","Black","200","190","22360","21380"
"In post","2022","Other","AA/AO","Mixed","130","120","21820","21260"
"In post","2022","Other","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","AA/AO","Undeclared","460","420","21610","21260"
"In post","2022","Other","AA/AO","Unknown","860","810","22180","21260"
"In post","2022","Other","AA/AO","White","8320","7730","21210","21260"
"In post","2022","Other","EO","Asian","640","610","28110","27570"
"In post","2022","Other","EO","Black","390","380","28830","29290"
"In post","2022","Other","EO","Mixed","170","160","27790","27570"
"In post","2022","Other","EO","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Other","EO","Undeclared","360","340","27750","27570"
"In post","2022","Other","EO","Unknown","620","600","27610","27570"
"In post","2022","Other","EO","White","6530","6160","26950","27570"
"In post","2022","Other","G6/G7","Asian","110","100","60860","58030"
"In post","2022","Other","G6/G7","Black","30","30","[c]","[c]"
"In post","2022","Other","G6/G7","Mixed","40","40","[c]","[c]"
"In post","2022","Other","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","G6/G7","Undeclared","80","70","59210","57330"
"In post","2022","Other","G6/G7","Unknown","250","240","58880","57290"
"In post","2022","Other","G6/G7","White","1550","1490","60270","57430"
"In post","2022","Other","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Other","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Other","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Other","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other","SCS","Unknown","30","30","[c]","[c]"
"In post","2022","Other","SCS","White","270","260","97440","88190"
"In post","2022","Other","SEO/HEO","Asian","320","310","36670","35200"
"In post","2022","Other","SEO/HEO","Black","180","180","36630","35600"
"In post","2022","Other","SEO/HEO","Mixed","90","90","34740","33770"
"In post","2022","Other","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","SEO/HEO","Undeclared","320","300","36540","36260"
"In post","2022","Other","SEO/HEO","Unknown","650","620","38510","38690"
"In post","2022","Other","SEO/HEO","White","5120","4920","35870","34770"
"In post","2022","Other","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Unknown","1780","1770","37400","34160"
"In post","2022","Other","Unknown","White","130","120","[c]","[c]"
"In post","2022","Planning","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning","EO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","EO","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","G6/G7","White","70","70","58650","59830"
"In post","2022","Planning","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SCS","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SEO/HEO","White","90","90","39220","39100"
"In post","2022","Planning Inspectors","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","G6/G7","Unknown","40","30","[c]","[c]"
"In post","2022","Planning Inspectors","G6/G7","White","300","270","57550","58810"
"In post","2022","Planning Inspectors","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SCS","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SEO/HEO","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Policy","AA/AO","Asian","60","60","24090","24370"
"In post","2022","Policy","AA/AO","Black","70","70","25080","24370"
"In post","2022","Policy","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Policy","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Policy","AA/AO","Unknown","70","70","22690","23000"
"In post","2022","Policy","AA/AO","White","400","380","23540","23810"
"In post","2022","Policy","EO","Asian","270","260","28430","28310"
"In post","2022","Policy","EO","Black","230","230","29030","28990"
"In post","2022","Policy","EO","Mixed","90","90","28030","27850"
"In post","2022","Policy","EO","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Policy","EO","Undeclared","100","100","29040","28490"
"In post","2022","Policy","EO","Unknown","340","340","27850","27850"
"In post","2022","Policy","EO","White","1680","1630","27930","27690"
"In post","2022","Policy","G6/G7","Asian","740","720","57780","55500"
"In post","2022","Policy","G6/G7","Black","290","290","56800","54400"
"In post","2022","Policy","G6/G7","Mixed","420","410","57250","55140"
"In post","2022","Policy","G6/G7","Other ethnicity","130","120","58360","55150"
"In post","2022","Policy","G6/G7","Undeclared","530","520","59400","57680"
"In post","2022","Policy","G6/G7","Unknown","1580","1540","57550","55560"
"In post","2022","Policy","G6/G7","White","9430","9110","58340","57110"
"In post","2022","Policy","SCS","Asian","80","80","82920","76920"
"In post","2022","Policy","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Policy","SCS","Mixed","50","40","[c]","[c]"
"In post","2022","Policy","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Policy","SCS","Undeclared","60","60","81780","77060"
"In post","2022","Policy","SCS","Unknown","140","140","87870","77900"
"In post","2022","Policy","SCS","White","1540","1480","85550","77950"
"In post","2022","Policy","SEO/HEO","Asian","1250","1230","37170","36650"
"In post","2022","Policy","SEO/HEO","Black","670","660","37000","36580"
"In post","2022","Policy","SEO/HEO","Mixed","500","490","36890","36340"
"In post","2022","Policy","SEO/HEO","Other ethnicity","140","130","37370","36650"
"In post","2022","Policy","SEO/HEO","Undeclared","510","500","37940","37570"
"In post","2022","Policy","SEO/HEO","Unknown","1810","1770","36850","36500"
"In post","2022","Policy","SEO/HEO","White","9600","9330","37240","36780"
"In post","2022","Policy","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Policy","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","Asian","60","40","23510","23460"
"In post","2022","Project Delivery","AA/AO","Black","40","30","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","Unknown","40","30","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","White","300","260","21580","21260"
"In post","2022","Project Delivery","EO","Asian","120","120","28030","27890"
"In post","2022","Project Delivery","EO","Black","70","70","28450","28670"
"In post","2022","Project Delivery","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","EO","Undeclared","40","40","[c]","[c]"
"In post","2022","Project Delivery","EO","Unknown","160","150","27090","26820"
"In post","2022","Project Delivery","EO","White","980","920","26590","26670"
"In post","2022","Project Delivery","G6/G7","Asian","220","220","58470","57430"
"In post","2022","Project Delivery","G6/G7","Black","120","120","58210","57430"
"In post","2022","Project Delivery","G6/G7","Mixed","80","80","58340","57040"
"In post","2022","Project Delivery","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","G6/G7","Undeclared","230","230","57460","55610"
"In post","2022","Project Delivery","G6/G7","Unknown","440","440","57410","55210"
"In post","2022","Project Delivery","G6/G7","White","3630","3530","57600","55210"
"In post","2022","Project Delivery","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","SCS","White","310","300","90310","84610"
"In post","2022","Project Delivery","SEO/HEO","Asian","530","520","37750","37610"
"In post","2022","Project Delivery","SEO/HEO","Black","330","330","37540","37610"
"In post","2022","Project Delivery","SEO/HEO","Mixed","160","150","37350","37230"
"In post","2022","Project Delivery","SEO/HEO","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Project Delivery","SEO/HEO","Undeclared","380","360","38470","40000"
"In post","2022","Project Delivery","SEO/HEO","Unknown","810","790","37160","37450"
"In post","2022","Project Delivery","SEO/HEO","White","6160","5880","37180","37590"
"In post","2022","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
