"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Scotland","80","80","38430","33930"
"In post","2021","Unknown","Project Delivery","South East (England)","160","150","41820","40170"
"In post","2021","Unknown","Project Delivery","South West (England)","520","500","39740","39470"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Wales","80","80","40640","39120"
"In post","2021","Unknown","Project Delivery","West Midlands (England)","120","110","40730","38630"
"In post","2021","Unknown","Project Delivery","Yorkshire and The Humber","70","60","37290","35900"
"In post","2021","Unknown","Property","East Midlands (England)","120","110","30340","26250"
"In post","2021","Unknown","Property","East of England","70","70","27110","26230"
"In post","2021","Unknown","Property","London","240","230","39500","36150"
"In post","2021","Unknown","Property","North East (England)","70","60","31990","25860"
"In post","2021","Unknown","Property","North West (England)","90","90","32510","30000"
"In post","2021","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Overseas","30","30","[c]","[c]"
"In post","2021","Unknown","Property","Scotland","40","40","[c]","[c]"
"In post","2021","Unknown","Property","South East (England)","110","100","33290","31100"
"In post","2021","Unknown","Property","South West (England)","140","130","33200","31100"
"In post","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Wales","60","50","32120","26880"
"In post","2021","Unknown","Property","West Midlands (England)","90","80","35050","31100"
"In post","2021","Unknown","Property","Yorkshire and The Humber","100","90","34520","31100"
"In post","2021","Unknown","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Scotland","50","50","39000","33650"
"In post","2021","Unknown","Psychology","South East (England)","50","40","[c]","[c]"
"In post","2021","Unknown","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","East Midlands (England)","70","60","40590","37340"
"In post","2021","Unknown","Science and Engineering","East of England","340","320","37070","35900"
"In post","2021","Unknown","Science and Engineering","London","300","290","48570","44950"
"In post","2021","Unknown","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","North West (England)","60","60","36780","35290"
"In post","2021","Unknown","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Overseas","40","40","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Scotland","110","100","34360","34930"
"In post","2021","Unknown","Science and Engineering","South East (England)","430","410","40690","39390"
"In post","2021","Unknown","Science and Engineering","South West (England)","1560","1490","38340","38710"
"In post","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Wales","150","140","47190","42970"
"In post","2021","Unknown","Science and Engineering","West Midlands (England)","80","80","37430","36030"
"In post","2021","Unknown","Science and Engineering","Yorkshire and The Humber","50","50","41380","36730"
"In post","2021","Unknown","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","East of England","70","60","30390","26350"
"In post","2021","Unknown","Security","London","180","180","38710","35060"
"In post","2021","Unknown","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","North West (England)","50","40","[c]","[c]"
"In post","2021","Unknown","Security","Northern Ireland","40","40","[c]","[c]"
"In post","2021","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Scotland","220","220","30090","28890"
"In post","2021","Unknown","Security","South East (England)","300","300","32880","29890"
"In post","2021","Unknown","Security","South West (England)","150","150","27030","23540"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Wales","40","40","[c]","[c]"
"In post","2021","Unknown","Security","West Midlands (England)","60","60","32550","31810"
"In post","2021","Unknown","Security","Yorkshire and The Humber","80","80","34390","38670"
"In post","2021","Unknown","Social Research","London","60","50","44520","41730"
"In post","2021","Unknown","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","South East (England)","40","30","[c]","[c]"
"In post","2021","Unknown","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Wales","80","70","37000","37020"
"In post","2021","Unknown","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","London","140","140","43290","39810"
"In post","2021","Unknown","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","South East (England)","40","40","[c]","[c]"
"In post","2021","Unknown","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Wales","100","90","38810","36370"
"In post","2021","Unknown","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","East Midlands (England)","520","490","28220","25560"
"In post","2021","Unknown","Tax","East of England","70","60","32160","31810"
"In post","2021","Unknown","Tax","London","700","660","39760","36160"
"In post","2021","Unknown","Tax","North East (England)","850","810","25130","25560"
"In post","2021","Unknown","Tax","North West (England)","1210","1150","27260","25560"
"In post","2021","Unknown","Tax","Northern Ireland","190","170","26300","25560"
"In post","2021","Unknown","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Scotland","750","710","26480","20140"
"In post","2021","Unknown","Tax","South East (England)","170","160","29260","28110"
"In post","2021","Unknown","Tax","South West (England)","110","110","36950","31810"
"In post","2021","Unknown","Tax","Wales","610","580","27560","25560"
"In post","2021","Unknown","Tax","West Midlands (England)","410","390","29740","25560"
"In post","2021","Unknown","Tax","Yorkshire and The Humber","650","630","26990","25560"
"In post","2021","Unknown","Unknown","East Midlands (England)","1190","1050","26520","27570"
"In post","2021","Unknown","Unknown","East of England","1050","910","29320","27570"
"In post","2021","Unknown","Unknown","London","5530","5260","41030","31880"
"In post","2021","Unknown","Unknown","North East (England)","2520","2190","26730","25560"
"In post","2021","Unknown","Unknown","North West (England)","5310","4720","27510","27570"
"In post","2021","Unknown","Unknown","Northern Ireland","50","50","26000","25560"
"In post","2021","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scotland","6270","5760","32870","27570"
"In post","2021","Unknown","Unknown","South East (England)","1480","1310","29210","27570"
"In post","2021","Unknown","Unknown","South West (England)","1480","1250","28770","27570"
"In post","2021","Unknown","Unknown","Unknown","640","620","33940","29250"
"In post","2021","Unknown","Unknown","Wales","1470","1290","25840","27570"
"In post","2021","Unknown","Unknown","West Midlands (England)","2250","1940","26420","27570"
"In post","2021","Unknown","Unknown","Yorkshire and The Humber","2720","2410","29760","27570"
"In post","2021","Unknown","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Commercial","East Midlands (England)","90","90","42580","38710"
"In post","2022","Heterosexual / straight","Commercial","East of England","150","140","38510","34800"
"In post","2022","Heterosexual / straight","Commercial","London","710","690","47210","42470"
"In post","2022","Heterosexual / straight","Commercial","North East (England)","150","140","39180","36500"
"In post","2022","Heterosexual / straight","Commercial","North West (England)","450","430","38130","36500"
"In post","2022","Heterosexual / straight","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Commercial","Overseas","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Commercial","Scotland","190","180","36950","34500"
"In post","2022","Heterosexual / straight","Commercial","South East (England)","360","350","37960","35600"
"In post","2022","Heterosexual / straight","Commercial","South West (England)","1420","1360","39990","37610"
"In post","2022","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Commercial","Wales","260","250","35740","31930"
"In post","2022","Heterosexual / straight","Commercial","West Midlands (England)","190","190","38530","36500"
"In post","2022","Heterosexual / straight","Commercial","Yorkshire and The Humber","440","420","38930","36500"
"In post","2022","Heterosexual / straight","Communications","East Midlands (England)","70","70","39960","38640"
"In post","2022","Heterosexual / straight","Communications","East of England","60","60","36000","33300"
"In post","2022","Heterosexual / straight","Communications","London","1350","1310","47540","43800"
"In post","2022","Heterosexual / straight","Communications","North East (England)","80","70","36260","33370"
"In post","2022","Heterosexual / straight","Communications","North West (England)","170","160","37820","36850"
"In post","2022","Heterosexual / straight","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Communications","Scotland","50","50","38590","37710"
"In post","2022","Heterosexual / straight","Communications","South East (England)","210","200","34470","33000"
"In post","2022","Heterosexual / straight","Communications","South West (England)","230","210","36530","35340"
"In post","2022","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Communications","Wales","270","260","37520","34740"
"In post","2022","Heterosexual / straight","Communications","West Midlands (England)","120","120","38750","36480"
"In post","2022","Heterosexual / straight","Communications","Yorkshire and The Humber","110","110","43700","40840"
"In post","2022","Heterosexual / straight","Corporate Finance","London","40","40","[c]","[c]"
