"Status","Year","Profession_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","AA/AO","40","40","[c]","[c]"
"In post","2021","Security","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","AA/AO","250","250","29550","26750"
"In post","2021","Security","Undeclared","EO","60","60","36570","43840"
"In post","2021","Security","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","SEO/HEO","100","90","40560","39040"
"In post","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AA/AO","710","710","28120","26170"
"In post","2021","Security","Unknown","EO","100","100","29770","26670"
"In post","2021","Security","Unknown","G6/G7","50","50","[c]","[c]"
"In post","2021","Security","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","SEO/HEO","140","130","37770","36030"
"In post","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","AA/AO","4150","4050","26610","21580"
"In post","2021","Security","White","EO","850","830","33190","29080"
"In post","2021","Security","White","G6/G7","240","230","60530","58130"
"In post","2021","Security","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","SEO/HEO","1000","980","40780","38160"
"In post","2021","Security","White","Unknown","60","60","37890","37170"
"In post","2021","Social Research","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","SEO/HEO","100","100","34790","36030"
"In post","2021","Social Research","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","White","G6/G7","270","250","56220","56190"
"In post","2021","Social Research","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","White","SEO/HEO","610","580","37880","37020"
"In post","2021","Statistics","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Asian","G6/G7","40","40","[c]","[c]"
"In post","2021","Statistics","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Asian","SEO/HEO","80","80","37470","37340"
"In post","2021","Statistics","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Black","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Statistics","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","EO","40","40","[c]","[c]"
"In post","2021","Statistics","Unknown","G6/G7","60","60","55240","54700"
"In post","2021","Statistics","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","SEO/HEO","140","140","35320","36030"
"In post","2021","Statistics","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","White","EO","160","150","27570","27850"
"In post","2021","Statistics","White","G6/G7","510","490","57220","57620"
"In post","2021","Statistics","White","SCS","50","50","81550","77960"
"In post","2021","Statistics","White","SEO/HEO","710","690","36860","37020"
"In post","2021","Tax","Asian","AA/AO","280","250","20390","20140"
"In post","2021","Tax","Asian","EO","340","320","27540","25560"
"In post","2021","Tax","Asian","G6/G7","150","150","56100","52580"
"In post","2021","Tax","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Asian","SEO/HEO","630","600","35110","36160"
"In post","2021","Tax","Black","AA/AO","70","60","20810","20140"
"In post","2021","Tax","Black","EO","130","120","28160","27570"
"In post","2021","Tax","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Black","SEO/HEO","220","210","35930","36160"
"In post","2021","Tax","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Mixed","AA/AO","50","40","[c]","[c]"
"In post","2021","Tax","Mixed","EO","30","30","[c]","[c]"
"In post","2021","Tax","Mixed","G6/G7","50","40","[c]","[c]"
"In post","2021","Tax","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Mixed","SEO/HEO","90","80","34480","31810"
"In post","2021","Tax","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Undeclared","EO","150","130","27670","28130"
"In post","2021","Tax","Undeclared","G6/G7","190","180","58470","53150"
"In post","2021","Tax","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Undeclared","SEO/HEO","390","370","35340","35000"
"In post","2021","Tax","Unknown","AA/AO","2160","2060","20190","20140"
"In post","2021","Tax","Unknown","EO","1260","1210","26090","25560"
"In post","2021","Tax","Unknown","G6/G7","270","260","57050","52580"
"In post","2021","Tax","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Unknown","SEO/HEO","1230","1180","33990","31810"
"In post","2021","Tax","White","AA/AO","1200","1120","20320","20140"
"In post","2021","Tax","White","EO","2120","1930","26480","25560"
"In post","2021","Tax","White","G6/G7","2030","1930","56770","52580"
"In post","2021","Tax","White","SCS","80","70","82300","78420"
"In post","2021","Tax","White","SEO/HEO","4560","4280","34550","31870"
"In post","2021","Unknown","Asian","AA/AO","2450","2070","21710","21010"
"In post","2021","Unknown","Asian","EO","4710","4360","28940","27570"
"In post","2021","Unknown","Asian","G6/G7","350","340","58410","56370"
"In post","2021","Unknown","Asian","SCS","50","50","91910","90000"
"In post","2021","Unknown","Asian","SEO/HEO","880","860","36370","36360"
"In post","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","AA/AO","920","840","22710","22640"
"In post","2021","Unknown","Black","EO","2800","2670","29800","31060"
"In post","2021","Unknown","Black","G6/G7","130","130","58790","56340"
"In post","2021","Unknown","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","SEO/HEO","490","490","36810","36650"
"In post","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","AA/AO","70","60","21480","21010"
"In post","2021","Unknown","Chinese","EO","80","80","28610","27570"
"In post","2021","Unknown","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","AA/AO","540","490","21720","21010"
"In post","2021","Unknown","Mixed","EO","1030","970","28610","27570"
"In post","2021","Unknown","Mixed","G6/G7","170","160","58250","56480"
"In post","2021","Unknown","Mixed","SCS","30","30","[c]","[c]"
"In post","2021","Unknown","Mixed","SEO/HEO","320","310","36130","35590"
"In post","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","AA/AO","140","120","22010","21010"
"In post","2021","Unknown","Other ethnicity","EO","300","280","29170","29240"
"In post","2021","Unknown","Other ethnicity","G6/G7","40","40","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","SEO/HEO","100","100","37080","36650"
"In post","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","AA/AO","1640","1390","21310","21010"
"In post","2021","Unknown","Undeclared","EO","2270","2040","28310","27570"
"In post","2021","Unknown","Undeclared","G6/G7","310","300","59850","58150"
"In post","2021","Unknown","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","SEO/HEO","740","710","36160","35310"
"In post","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","3570","3220","21300","21010"
"In post","2021","Unknown","Unknown","EO","4240","4020","27900","27570"
"In post","2021","Unknown","Unknown","G6/G7","1910","1870","60760","57380"
"In post","2021","Unknown","Unknown","SCS","610","600","89590","76460"
"In post","2021","Unknown","Unknown","SEO/HEO","4100","4030","33690","32000"
"In post","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","AA/AO","25040","21670","21200","21010"
"In post","2021","Unknown","White","EO","37790","34030","27820","27570"
"In post","2021","Unknown","White","G6/G7","6710","6470","59380","58320"
"In post","2021","Unknown","White","SCS","910","890","92540","83230"
"In post","2021","Unknown","White","SEO/HEO","14860","14120","36030","34550"
"In post","2021","Unknown","White","Unknown","170","170","[c]","[c]"
"In post","2021","Veterinarian","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Unknown","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Veterinarian","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","White","G6/G7","110","110","55610","54340"
"In post","2021","Veterinarian","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","White","SEO/HEO","220","210","41010","37910"
