"Status","Year","Sex","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Cabinet Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Cabinet Office","270","270","37050","32000"
"Leaver Dept.","2021","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy","90","80","37690","33940"
"Leaver Dept.","2021","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Environment, Food and Rural Affairs","240","240","37820","34540"
"Leaver Dept.","2021","Male","Unknown","Department for International Trade","60","60","41290","38540"
"Leaver Dept.","2021","Male","Unknown","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Department for Work and Pensions","140","140","30030","27570"
"Leaver Dept.","2021","Male","Unknown","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Foreign, Commonwealth and Development Office","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","HM Revenue and Customs","770","760","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Ministry of Defence","60","50","40440","40960"
"Leaver Dept.","2021","Male","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Ministry of Justice","80","80","33730","30760"
"Leaver Dept.","2021","Male","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","United Kingdom Statistics Authority","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Attorney General's Departments","120","120","41030","31630"
"Leaver Dept.","2022","Female","Heterosexual / straight","Cabinet Office","500","490","46080","40600"
"Leaver Dept.","2022","Female","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","280","270","42700","38160"
"Leaver Dept.","2022","Female","Heterosexual / straight","Department for Digital, Culture, Media and Sport","80","80","41680","34360"
"Leaver Dept.","2022","Female","Heterosexual / straight","Department for Education","210","210","41140","36780"
"Leaver Dept.","2022","Female","Heterosexual / straight","Department for Environment, Food and Rural Affairs","210","200","28750","24920"
"Leaver Dept.","2022","Female","Heterosexual / straight","Department for International Trade","80","70","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Department for Levelling Up, Housing and Communities","160","150","39510","36340"
"Leaver Dept.","2022","Female","Heterosexual / straight","Department for Transport","200","190","35510","32180"
"Leaver Dept.","2022","Female","Heterosexual / straight","Department for Work and Pensions","1340","1290","29190","27570"
"Leaver Dept.","2022","Female","Heterosexual / straight","Department of Health and Social Care","3310","2860","39590","34530"
"Leaver Dept.","2022","Female","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","HM Treasury","90","90","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Home Office","530","500","35210","28760"
"Leaver Dept.","2022","Female","Heterosexual / straight","Ministry of Defence","400","380","34500","32710"
"Leaver Dept.","2022","Female","Heterosexual / straight","Ministry of Justice","790","760","31670","26450"
"Leaver Dept.","2022","Female","Heterosexual / straight","National Crime Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Scottish Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","UK Statistics Authority","70","70","32230","29540"
"Leaver Dept.","2022","Female","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Department for Work and Pensions","90","80","28150","27570"
"Leaver Dept.","2022","Female","LGBO","Department of Health and Social Care","180","150","36600","32330"
"Leaver Dept.","2022","Female","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Cabinet Office","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Work and Pensions","130","120","29810","27570"
"Leaver Dept.","2022","Female","Undeclared","Department of Health and Social Care","1020","410","41900","37260"
"Leaver Dept.","2022","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Home Office","50","50","37730","35050"
"Leaver Dept.","2022","Female","Undeclared","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Ministry of Justice","80","80","35570","33270"
"Leaver Dept.","2022","Female","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
